,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2021-08-01,200,192,24,17,224,209,433
ACACIO,otras vacunaciones,covid 2da dosis,2021-09-01,29,47,20,18,49,65,114
ACHACACHI,otras vacunaciones,covid 2da dosis,2021-09-01,7,14,37,29,44,43,87
AIQUILE,otras vacunaciones,covid 2da dosis,2021-09-01,92,88,0,0,92,88,180
ALALAY,otras vacunaciones,covid 2da dosis,2021-09-01,16,21,0,0,16,21,37
ALCALA,otras vacunaciones,covid 2da dosis,2021-09-01,10,11,31,26,41,37,78
ALTO BENI,otras vacunaciones,covid 2da dosis,2021-09-01,4,2,8,3,12,5,17
ANCORAIMES,otras vacunaciones,covid 2da dosis,2021-09-01,79,74,4,4,83,78,161
ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-09-01,9,13,0,0,9,13,22
ANTEQUERA,otras vacunaciones,covid 2da dosis,2021-09-01,10,8,0,0,10,8,18
ANZALDO,otras vacunaciones,covid 2da dosis,2021-09-01,26,29,0,0,26,29,55
APOLO,otras vacunaciones,covid 2da dosis,2021-09-01,12,10,23,38,35,48,83
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2021-09-01,2,6,16,18,18,24,42
ARANI,otras vacunaciones,covid 2da dosis,2021-09-01,27,46,0,0,27,46,73
ARBIETO,otras vacunaciones,covid 2da dosis,2021-09-01,74,114,0,0,74,114,188
ARQUE,otras vacunaciones,covid 2da dosis,2021-09-01,42,59,24,29,66,88,154
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2021-09-01,53,42,13,9,66,51,117
ATOCHA,otras vacunaciones,covid 2da dosis,2021-09-01,98,107,34,38,132,145,277
AUCAPATA,otras vacunaciones,covid 2da dosis,2021-09-01,3,5,3,4,6,9,15
AYATA,otras vacunaciones,covid 2da dosis,2021-09-01,5,3,10,9,15,12,27
AYO AYO,otras vacunaciones,covid 2da dosis,2021-09-01,11,12,4,4,15,16,31
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2021-09-01,107,132,23,33,130,165,295
AZURDUY,otras vacunaciones,covid 2da dosis,2021-09-01,82,84,105,114,187,198,385
BATALLAS,otras vacunaciones,covid 2da dosis,2021-09-01,114,129,3,4,117,133,250
BAURES,otras vacunaciones,covid 2da dosis,2021-09-01,100,70,109,75,209,145,354
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-09-01,3,3,0,0,3,3,6
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2021-09-01,19,13,10,14,29,27,56
BELLA FLOR,otras vacunaciones,covid 2da dosis,2021-09-01,14,6,11,8,25,14,39
BERMEJO,otras vacunaciones,covid 2da dosis,2021-09-01,12,14,6,6,18,20,38
BETANZOS,otras vacunaciones,covid 2da dosis,2021-09-01,117,160,72,109,189,269,458
BOLIVAR,otras vacunaciones,covid 2da dosis,2021-09-01,10,6,3,14,13,20,33
BOLPEBRA,otras vacunaciones,covid 2da dosis,2021-09-01,0,0,51,60,51,60,111
BOYUIBE,otras vacunaciones,covid 2da dosis,2021-09-01,63,63,0,0,63,63,126
BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-09-01,247,237,0,0,247,237,484
CABEZAS,otras vacunaciones,covid 2da dosis,2021-09-01,149,152,0,0,149,152,301
CAIROMA,otras vacunaciones,covid 2da dosis,2021-09-01,14,10,22,23,36,33,69
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2021-09-01,67,93,68,74,135,167,302
CAJUATA,otras vacunaciones,covid 2da dosis,2021-09-01,5,3,0,0,5,3,8
CALACOTO,otras vacunaciones,covid 2da dosis,2021-09-01,0,0,0,4,0,4,4
CALAMARCA,otras vacunaciones,covid 2da dosis,2021-09-01,18,21,0,1,18,22,40
CAMARGO,otras vacunaciones,covid 2da dosis,2021-09-01,3,3,217,232,220,235,455
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2021-09-01,38,51,0,0,38,51,89
CAMIRI,otras vacunaciones,covid 2da dosis,2021-09-01,542,620,38,3,580,623,1203
CAPINOTA,otras vacunaciones,covid 2da dosis,2021-09-01,49,66,1,1,50,67,117
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2021-09-01,23,28,10,11,33,39,72
CARACOLLO,otras vacunaciones,covid 2da dosis,2021-09-01,12,12,0,0,12,12,24
CARANAVI,otras vacunaciones,covid 2da dosis,2021-09-01,48,54,42,33,90,87,177
CARAPARI,otras vacunaciones,covid 2da dosis,2021-09-01,225,240,453,11,678,251,929
CARIPUYO,otras vacunaciones,covid 2da dosis,2021-09-01,57,81,102,158,159,239,398
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2021-09-01,16,15,15,17,31,32,63
CATACORA,otras vacunaciones,covid 2da dosis,2021-09-01,4,5,5,6,9,11,20
CHACARILLA,otras vacunaciones,covid 2da dosis,2021-09-01,0,3,0,0,0,3,3
CHALLAPATA,otras vacunaciones,covid 2da dosis,2021-09-01,31,51,25,24,56,75,131
CHAQUI,otras vacunaciones,covid 2da dosis,2021-09-01,87,154,29,59,116,213,329
CHARAGUA,otras vacunaciones,covid 2da dosis,2021-09-01,189,238,36,31,225,269,494
CHARAÑA,otras vacunaciones,covid 2da dosis,2021-09-01,17,14,15,17,32,31,63
CHAYANTA,otras vacunaciones,covid 2da dosis,2021-09-01,47,52,22,24,69,76,145
CHIMORE,otras vacunaciones,covid 2da dosis,2021-09-01,43,36,14,15,57,51,108
CHIPAYA,otras vacunaciones,covid 2da dosis,2021-09-01,4,5,0,0,4,5,9
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2021-09-01,5,5,0,0,5,5,10
CHUA COCANI,otras vacunaciones,covid 2da dosis,2021-09-01,13,13,23,0,36,13,49
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2021-09-01,37,44,16,20,53,64,117
CHUMA,otras vacunaciones,covid 2da dosis,2021-09-01,6,14,11,22,17,36,53
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2021-09-01,21,30,24,43,45,73,118
CKOCHAS,otras vacunaciones,covid 2da dosis,2021-09-01,69,102,47,65,116,167,283
CLIZA,otras vacunaciones,covid 2da dosis,2021-09-01,126,166,0,0,126,166,292
COBIJA,otras vacunaciones,covid 2da dosis,2021-09-01,465,471,381,175,846,646,1492
COCAPATA,otras vacunaciones,covid 2da dosis,2021-09-01,118,110,0,0,118,110,228
COCHABAMBA,otras vacunaciones,covid 2da dosis,2021-09-01,34141,41904,1193,483,35334,42387,77721
COIPASA,otras vacunaciones,covid 2da dosis,2021-09-01,3,3,0,0,3,3,6
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2021-09-01,272,377,315,380,587,757,1344
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2021-09-01,287,394,16,28,303,422,725
COLLANA,otras vacunaciones,covid 2da dosis,2021-09-01,9,4,1,0,10,4,14
COLOMI,otras vacunaciones,covid 2da dosis,2021-09-01,98,36,0,0,98,36,134
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2021-09-01,11,17,0,0,11,17,28
COLQUECHACA,otras vacunaciones,covid 2da dosis,2021-09-01,43,70,100,133,143,203,346
COLQUENCHA,otras vacunaciones,covid 2da dosis,2021-09-01,39,62,0,0,39,62,101
COLQUIRI,otras vacunaciones,covid 2da dosis,2021-09-01,11,21,9,8,20,29,49
COMANCHE,otras vacunaciones,covid 2da dosis,2021-09-01,8,10,6,9,14,19,33
COMARAPA,otras vacunaciones,covid 2da dosis,2021-09-01,32,51,2,10,34,61,95
COMBAYA,otras vacunaciones,covid 2da dosis,2021-09-01,4,11,22,36,26,47,73
CONCEPCION,otras vacunaciones,covid 2da dosis,2021-09-01,619,612,4,3,623,615,1238
COPACABANA,otras vacunaciones,covid 2da dosis,2021-09-01,58,91,22,24,80,115,195
CORIPATA,otras vacunaciones,covid 2da dosis,2021-09-01,37,32,4,9,41,41,82
CORO CORO,otras vacunaciones,covid 2da dosis,2021-09-01,14,18,8,19,22,37,59
COROICO,otras vacunaciones,covid 2da dosis,2021-09-01,34,41,31,36,65,77,142
CORQUE,otras vacunaciones,covid 2da dosis,2021-09-01,8,5,0,0,8,5,13
COTAGAITA,otras vacunaciones,covid 2da dosis,2021-09-01,229,272,13,17,242,289,531
COTOCA,otras vacunaciones,covid 2da dosis,2021-09-01,507,599,0,0,507,599,1106
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-09-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2021-09-01,195,232,32,23,227,255,482
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2021-09-01,11,3,0,0,11,3,14
CUEVO,otras vacunaciones,covid 2da dosis,2021-09-01,25,19,31,32,56,51,107
CULPINA,otras vacunaciones,covid 2da dosis,2021-09-01,235,350,0,0,235,350,585
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2021-09-01,1,1,0,0,1,1,2
CURVA,otras vacunaciones,covid 2da dosis,2021-09-01,1,3,1,4,2,7,9
DESAGUADERO,otras vacunaciones,covid 2da dosis,2021-09-01,8,17,0,1,8,18,26
EL ALTO,otras vacunaciones,covid 2da dosis,2021-09-01,9854,12052,6622,7648,16476,19700,36176
EL CHORO,otras vacunaciones,covid 2da dosis,2021-09-01,20,30,0,0,20,30,50
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2021-09-01,49,46,30,21,79,67,146
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2021-09-01,202,283,21,30,223,313,536
EL TORNO,otras vacunaciones,covid 2da dosis,2021-09-01,65,60,0,0,65,60,125
EL VILLAR,otras vacunaciones,covid 2da dosis,2021-09-01,0,0,61,80,61,80,141
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2021-09-01,227,232,43,19,270,251,521
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2021-09-01,69,55,0,0,69,55,124
ESCARA,otras vacunaciones,covid 2da dosis,2021-09-01,1,3,0,0,1,3,4
ESCOMA,otras vacunaciones,covid 2da dosis,2021-09-01,5,4,8,1,13,5,18
ESMERALDA,otras vacunaciones,covid 2da dosis,2021-09-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2021-09-01,12,11,1,1,13,12,25
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2021-09-01,0,0,42,40,42,40,82
EXALTACION,otras vacunaciones,covid 2da dosis,2021-09-01,2,3,0,0,2,3,5
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2021-09-01,372,339,2,4,374,343,717
FILADELFIA,otras vacunaciones,covid 2da dosis,2021-09-01,10,7,132,124,142,131,273
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2021-09-01,49,47,0,0,49,47,96
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2021-09-01,16,25,14,15,30,40,70
GUANAY,otras vacunaciones,covid 2da dosis,2021-09-01,4,5,19,20,23,25,48
GUAQUI,otras vacunaciones,covid 2da dosis,2021-09-01,59,55,1,8,60,63,123
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2021-09-01,1244,1632,187,199,1431,1831,3262
GUTIERREZ,otras vacunaciones,covid 2da dosis,2021-09-01,153,214,0,0,153,214,367
HUACARETA,otras vacunaciones,covid 2da dosis,2021-09-01,86,71,44,7,130,78,208
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2021-09-01,111,75,96,107,207,182,389
HUACHACALLA,otras vacunaciones,covid 2da dosis,2021-09-01,21,18,0,0,21,18,39
HUANUNI,otras vacunaciones,covid 2da dosis,2021-09-01,45,60,0,0,45,60,105
HUARACAJE,otras vacunaciones,covid 2da dosis,2021-09-01,33,52,2,3,35,55,90
HUARINA,otras vacunaciones,covid 2da dosis,2021-09-01,3,3,4,2,7,5,12
HUATAJATA,otras vacunaciones,covid 2da dosis,2021-09-01,16,18,0,1,16,19,35
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2021-09-01,17,20,6,8,23,28,51
HUMANATA,otras vacunaciones,covid 2da dosis,2021-09-01,20,17,1,1,21,18,39
ICHOCA,otras vacunaciones,covid 2da dosis,2021-09-01,1,0,0,1,1,1,2
ICLA,otras vacunaciones,covid 2da dosis,2021-09-01,70,73,51,76,121,149,270
INCAHUASI,otras vacunaciones,covid 2da dosis,2021-09-01,79,98,28,52,107,150,257
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2021-09-01,7,5,12,11,19,16,35
INQUISIVI,otras vacunaciones,covid 2da dosis,2021-09-01,4,5,9,11,13,16,29
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2021-09-01,40,41,26,15,66,56,122
IXIAMAS,otras vacunaciones,covid 2da dosis,2021-09-01,20,12,12,3,32,15,47
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2021-09-01,10,7,1,2,11,9,20
LA ASUNTA,otras vacunaciones,covid 2da dosis,2021-09-01,68,63,10,21,78,84,162
LA GUARDIA,otras vacunaciones,covid 2da dosis,2021-09-01,1870,2183,83,108,1953,2291,4244
LA PAZ,otras vacunaciones,covid 2da dosis,2021-09-01,14447,14496,8004,6484,22451,20980,43431
LA RIVERA,otras vacunaciones,covid 2da dosis,2021-09-01,2,0,0,0,2,0,2
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2021-09-01,58,57,72,50,130,107,237
LAJA,otras vacunaciones,covid 2da dosis,2021-09-01,94,130,9,12,103,142,245
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2021-09-01,60,78,0,0,60,78,138
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2021-09-01,10,1,1,3,11,4,15
LLALLAGUA,otras vacunaciones,covid 2da dosis,2021-09-01,245,424,34,44,279,468,747
LLICA,otras vacunaciones,covid 2da dosis,2021-09-01,43,60,5,6,48,66,114
LORETO,otras vacunaciones,covid 2da dosis,2021-09-01,23,30,10,12,33,42,75
LURIBAY,otras vacunaciones,covid 2da dosis,2021-09-01,1,2,7,3,8,5,13
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-09-01,2,0,0,0,2,0,2
MACHARETI,otras vacunaciones,covid 2da dosis,2021-09-01,166,123,29,24,195,147,342
MAGDALENA,otras vacunaciones,covid 2da dosis,2021-09-01,85,124,63,86,148,210,358
MAIRANA,otras vacunaciones,covid 2da dosis,2021-09-01,21,19,1,1,22,20,42
MALLA,otras vacunaciones,covid 2da dosis,2021-09-01,0,0,1,1,1,1,2
MAPIRI,otras vacunaciones,covid 2da dosis,2021-09-01,57,35,0,0,57,35,92
MECAPACA,otras vacunaciones,covid 2da dosis,2021-09-01,22,26,9,12,31,38,69
MINEROS,otras vacunaciones,covid 2da dosis,2021-09-01,670,785,1,3,671,788,1459
MIZQUE,otras vacunaciones,covid 2da dosis,2021-09-01,33,28,29,28,62,56,118
MOCOMOCO,otras vacunaciones,covid 2da dosis,2021-09-01,5,13,0,0,5,13,18
MOJINETE,otras vacunaciones,covid 2da dosis,2021-09-01,6,3,6,5,12,8,20
MOJOCOYA,otras vacunaciones,covid 2da dosis,2021-09-01,101,104,17,20,118,124,242
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2021-09-01,203,225,20,17,223,242,465
MONTERO,otras vacunaciones,covid 2da dosis,2021-09-01,2947,3383,18,60,2965,3443,6408
MORO MORO,otras vacunaciones,covid 2da dosis,2021-09-01,50,58,5,2,55,60,115
MOROCHATA,otras vacunaciones,covid 2da dosis,2021-09-01,35,47,44,42,79,89,168
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2021-09-01,25,27,19,15,44,42,86
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2021-09-01,4,5,0,0,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2021-09-01,9,6,15,18,24,24,48
OCURI,otras vacunaciones,covid 2da dosis,2021-09-01,46,56,35,53,81,109,190
OKINAWA,otras vacunaciones,covid 2da dosis,2021-09-01,19,12,0,0,19,12,31
OMEREQUE,otras vacunaciones,covid 2da dosis,2021-09-01,4,8,10,9,14,17,31
ORURO,otras vacunaciones,covid 2da dosis,2021-09-01,9050,10952,24,49,9074,11001,20075
PADCAYA,otras vacunaciones,covid 2da dosis,2021-09-01,384,392,14,11,398,403,801
PAILON,otras vacunaciones,covid 2da dosis,2021-09-01,89,119,2,0,91,119,210
PALCA,otras vacunaciones,covid 2da dosis,2021-09-01,4,5,7,10,11,15,26
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2021-09-01,34,27,11,11,45,38,83
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2021-09-01,19,33,0,0,19,33,52
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2021-09-01,1,4,1,1,2,5,7
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2021-09-01,14,14,10,13,24,27,51
PASORAPA,otras vacunaciones,covid 2da dosis,2021-09-01,19,19,0,0,19,19,38
PATACAMAYA,otras vacunaciones,covid 2da dosis,2021-09-01,16,22,16,6,32,28,60
PAZÑA,otras vacunaciones,covid 2da dosis,2021-09-01,43,46,4,4,47,50,97
PELECHUCO,otras vacunaciones,covid 2da dosis,2021-09-01,9,9,7,11,16,20,36
POCOATA,otras vacunaciones,covid 2da dosis,2021-09-01,25,41,126,217,151,258,409
POCONA,otras vacunaciones,covid 2da dosis,2021-09-01,172,218,0,0,172,218,390
POJO (CBBA),otras vacunaciones,covid 2da dosis,2021-09-01,36,50,0,0,36,50,86
POOPO,otras vacunaciones,covid 2da dosis,2021-09-01,82,114,0,0,82,114,196
PORCO,otras vacunaciones,covid 2da dosis,2021-09-01,44,67,8,14,52,81,133
POROMA,otras vacunaciones,covid 2da dosis,2021-09-01,109,150,106,134,215,284,499
PORONGO,otras vacunaciones,covid 2da dosis,2021-09-01,19,28,0,1,19,29,48
PORTACHUELO,otras vacunaciones,covid 2da dosis,2021-09-01,66,88,0,0,66,88,154
PORVENIR,otras vacunaciones,covid 2da dosis,2021-09-01,44,48,30,30,74,78,152
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2021-09-01,31,28,7,3,38,31,69
POTOSI,otras vacunaciones,covid 2da dosis,2021-09-01,2953,3410,219,123,3172,3533,6705
PRESTO,otras vacunaciones,covid 2da dosis,2021-09-01,40,67,20,26,60,93,153
PUCARA,otras vacunaciones,covid 2da dosis,2021-09-01,70,72,0,0,70,72,142
PUCARANI,otras vacunaciones,covid 2da dosis,2021-09-01,167,193,35,49,202,242,444
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2021-09-01,4,3,1,2,5,5,10
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2021-09-01,3,4,2,0,5,4,9
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2021-09-01,44,39,60,57,104,96,200
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2021-09-01,22,20,14,15,36,35,71
PUERTO RICO,otras vacunaciones,covid 2da dosis,2021-09-01,10,13,132,146,142,159,301
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2021-09-01,20,21,0,0,20,21,41
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2021-09-01,155,191,1,1,156,192,348
PUNA,otras vacunaciones,covid 2da dosis,2021-09-01,64,118,91,147,155,265,420
PUNATA,otras vacunaciones,covid 2da dosis,2021-09-01,116,136,0,0,116,136,252
QUIABAYA,otras vacunaciones,covid 2da dosis,2021-09-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2021-09-01,3644,4408,4,3,3648,4411,8059
QUIME,otras vacunaciones,covid 2da dosis,2021-09-01,8,6,8,5,16,11,27
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2021-09-01,4,0,0,0,4,0,4
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2021-09-01,29,30,21,39,50,69,119
RAVELO,otras vacunaciones,covid 2da dosis,2021-09-01,55,87,68,118,123,205,328
REYES,otras vacunaciones,covid 2da dosis,2021-09-01,286,290,1,0,287,290,577
RIBERALTA,otras vacunaciones,covid 2da dosis,2021-09-01,2420,2517,162,158,2582,2675,5257
ROBORE,otras vacunaciones,covid 2da dosis,2021-09-01,54,40,0,0,54,40,94
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2021-09-01,161,171,3,6,164,177,341
SABAYA,otras vacunaciones,covid 2da dosis,2021-09-01,24,18,0,0,24,18,42
SACABA,otras vacunaciones,covid 2da dosis,2021-09-01,1452,1977,22,21,1474,1998,3472
SACABAMBA,otras vacunaciones,covid 2da dosis,2021-09-01,10,5,0,0,10,5,15
SACACA,otras vacunaciones,covid 2da dosis,2021-09-01,146,157,92,99,238,256,494
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2021-09-01,27,33,6,14,33,47,80
SAMAIPATA,otras vacunaciones,covid 2da dosis,2021-09-01,5,5,17,27,22,32,54
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2021-09-01,10,16,0,0,10,16,26
SAN ANDRES,otras vacunaciones,covid 2da dosis,2021-09-01,99,116,6,10,105,126,231
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2021-09-01,8,11,45,58,53,69,122
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 2da dosis,2021-09-01,15,26,3,9,18,35,53
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2021-09-01,125,126,22,35,147,161,308
SAN BENITO,otras vacunaciones,covid 2da dosis,2021-09-01,12,24,0,0,12,24,36
SAN BORJA,otras vacunaciones,covid 2da dosis,2021-09-01,533,520,8,4,541,524,1065
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2021-09-01,19,15,14,11,33,26,59
SAN CARLOS,otras vacunaciones,covid 2da dosis,2021-09-01,137,146,0,0,137,146,283
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2021-09-01,173,215,58,44,231,259,490
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2021-09-01,734,725,48,40,782,765,1547
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2021-09-01,23,27,19,23,42,50,92
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2021-09-01,401,488,0,0,401,488,889
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2021-09-01,123,60,0,0,123,60,183
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2021-09-01,88,64,0,0,88,64,152
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2021-09-01,101,29,3,3,104,32,136
SAN JULIAN,otras vacunaciones,covid 2da dosis,2021-09-01,564,633,7,9,571,642,1213
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2021-09-01,61,50,108,107,169,157,326
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2021-09-01,412,458,10,11,422,469,891
SAN LUCAS,otras vacunaciones,covid 2da dosis,2021-09-01,426,585,94,116,520,701,1221
SAN MATIAS,otras vacunaciones,covid 2da dosis,2021-09-01,0,2,0,0,0,2,2
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2021-09-01,102,93,49,76,151,169,320
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2021-09-01,49,66,5,18,54,84,138
SAN PEDRO,otras vacunaciones,covid 2da dosis,2021-09-01,197,182,0,0,197,182,379
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-09-01,274,310,75,59,349,369,718
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2021-09-01,30,17,45,43,75,60,135
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2021-09-01,10,12,3,6,13,18,31
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2021-09-01,22,14,12,3,34,17,51
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2021-09-01,0,0,21,26,21,26,47
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2021-09-01,274,299,0,0,274,299,573
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2021-09-01,40,49,0,0,40,49,89
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2021-09-01,110,155,0,0,110,155,265
SANTA ANA,otras vacunaciones,covid 2da dosis,2021-09-01,169,180,197,302,366,482,848
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2021-09-01,31163,34972,10918,13365,42081,48337,90418
SANTA ROSA,otras vacunaciones,covid 2da dosis,2021-09-01,77,78,2,1,79,79,158
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2021-09-01,3,7,1,1,4,8,12
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2021-09-01,11,16,5,5,16,21,37
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2021-09-01,16,11,9,13,25,24,49
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2021-09-01,19,20,13,30,32,50,82
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2021-09-01,8,2,1,1,9,3,12
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2021-09-01,52,59,0,0,52,59,111
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2021-09-01,16,20,2,2,18,22,40
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2021-09-01,10,13,6,5,16,18,34
SENA,otras vacunaciones,covid 2da dosis,2021-09-01,0,0,214,130,214,130,344
SHINAOTA,otras vacunaciones,covid 2da dosis,2021-09-01,40,46,0,3,40,49,89
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2021-09-01,19,24,17,36,36,60,96
SICAYA,otras vacunaciones,covid 2da dosis,2021-09-01,5,10,2,3,7,13,20
SIPE SIPE,otras vacunaciones,covid 2da dosis,2021-09-01,240,351,165,236,405,587,992
SOPACHUY,otras vacunaciones,covid 2da dosis,2021-09-01,52,69,14,28,66,97,163
SORACACHI,otras vacunaciones,covid 2da dosis,2021-09-01,61,66,0,0,61,66,127
SORATA,otras vacunaciones,covid 2da dosis,2021-09-01,42,62,33,31,75,93,168
SUCRE,otras vacunaciones,covid 2da dosis,2021-09-01,5534,6796,1041,1167,6575,7963,14538
TACACHI,otras vacunaciones,covid 2da dosis,2021-09-01,1,0,0,0,1,0,1
TACACOMA,otras vacunaciones,covid 2da dosis,2021-09-01,18,18,9,9,27,27,54
TACOBAMBA,otras vacunaciones,covid 2da dosis,2021-09-01,15,20,43,28,58,48,106
TACOPAYA,otras vacunaciones,covid 2da dosis,2021-09-01,16,10,13,19,29,29,58
