,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
TACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,0,0,0,4
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,4,3,9,18
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,0,2,6
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,12,4,5,30
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,7,3,6,22
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,1,1,4
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,7,5,1,20
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,184,180,12,9,385
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,8,5,5,23
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,9,1,3,18
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,7,0,1,19
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,12,16,17,54
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,9,1,1,19
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,48,48,8,10,114
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,10,12,10,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,2,1,1,4
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,11,0,2,17
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,2,0,2,7
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,3,1,1,8
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,6,3,2,22
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,2,2,1,5
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,5,7,3,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,7,6,3,31
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,0,1,3
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,3,0,0,4
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,156,133,12,8,309
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,32,19,6,3,60
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,3,0,0,4
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,3,5,3,15
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,15,5,4,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,14,3,5,25
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,8,1,0,15
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,32,26,2,2,62
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,3,11,6,20
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,14,1,0,26
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,52,50,2,2,106
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,3,3,2,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,8,2,7,32
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,45,50,7,6,108
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,0,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,7,1,1,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,2,1,4,13
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,58,64,4,4,130
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,7,2,2,19
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,36,25,2,3,66
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,51,46,18,11,126
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,3,2,0,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,148,157,2,5,312
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,4,3,7,15
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,89,89,9,10,197
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,5,1,2,9
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,2,0,0,5
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,47,45,20,20,132
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,8,3,6,23
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,2,1,1,5
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,3,1,2,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,5,2,2,11
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,0,2,4,8
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,20,15,4,9,48
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,13,8,10,6,37
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,17,9,5,2,33
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,3,1,2,7
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,11,1,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,6,6,4,4,20
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,3,1,0,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,1,2,4
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,11,3,1,22
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,1,2,3,7
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,14,1,0,20
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,10,5,4,30
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,5,3,2,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,33,37,3,3,76
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,9,4,1,25
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,1,1,3,5
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,3,5,3,3,14
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,2,1,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,20,14,11,10,55
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,6,3,3,2,14
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,9,3,6,25
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,4,2,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,0,1,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,0,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,3,0,2,5
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,28,26,3,2,59
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,19,17,7,5,48
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,4,5,10
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,0,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,2,1,4,12
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,10,9,2,2,23
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,28,18,15,12,73
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,9,4,2,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,7,0,4,16
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,10,2,1,20
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,3,0,1,8
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,3,1,1,9
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,11,4,1,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,2,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,38,48,0,1,87
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,16,23,0,3,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,5,0,1,11
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,13,17,4,5,39
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,35,40,1,4,80
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,14,13,4,4,35
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,3,3,3,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,3,5,0,0,8
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,27,21,7,10,65
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,10,2,1,0,13
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,18,11,11,16,56
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,1,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,6,8,2,4,20
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,20,27,2,1,50
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,4,0,0,4
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,5,0,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,14,3,0,28
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,6,5,2,1,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,5,5,2,14
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,8,7,8,2,25
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,13,3,4,27
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,54,71,10,12,147
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,8,11,16,11,46
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,673,668,4,3,1348
COIPASA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,1,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,40,48,4,3,95
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,12,0,2,25
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,17,3,2,26
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,5,0,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,8,17,14,13,52
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,11,0,0,18
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,13,8,9,8,38
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,3,1,1,0,5
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,17,14,1,1,33
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,23,18,5,4,50
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,8,1,4,1,14
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,8,19,0,0,27
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,3,1,1,9
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,12,5,1,0,18
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,3,2,1,7
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,15,10,4,2,31
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,76,81,1,4,162
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,23,22,1,3,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,3,2,2,2,9
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,13,7,3,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,2,0,0,3
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,4,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,646,617,193,187,1643
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,2,2,2,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,12,14,0,0,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,5,1,2,12
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,56,54,6,7,123
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,2,0,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,22,9,6,7,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,55,60,2,1,118
ESCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,3,0,1,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,4,0,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,1,2,2,5
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,1,0,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,12,12,5,2,31
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,6,3,4,18
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,22,2,2,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,5,2,3,14
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,9,4,2,22
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,2,0,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,57,52,6,3,118
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,5,6,6,24
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,12,3,2,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,2,1,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,19,10,4,5,38
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,8,0,0,13
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,3,2,5,15
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,2,1,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,1,1,1,4
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,3,0,0,4
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,3,1,0,5
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,6,1,4,2,13
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,1,5,7,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,1,0,1,2
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,5,6,4,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,10,6,6,3,25
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,9,2,1,1,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,12,10,0,0,22
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,38,41,12,14,105
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,90,101,3,3,197
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,655,629,6,3,1293
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,6,3,6,17
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,15,11,2,0,28
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,0,0,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,2,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,9,10,28,32,79
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,0,0,0,2
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,3,1,0,5
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,4,3,1,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,5,0,0,7
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,8,3,0,1,12
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,12,12,6,0,30
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,14,13,0,0,27
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,0,1,4,5
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,19,16,1,0,36
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,8,0,2,17
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,23,21,10,13,67
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,11,19,10,11,51
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,8,5,2,22
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,5,6,4,0,15
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,24,21,2,2,49
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,179,152,9,12,352
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,0,1,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,4,7,6,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,1,3,1,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,0,2,0,3
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,1,2,2,5,10
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,14,7,1,1,23
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,2,6,2,1,11
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,270,270,9,13,562
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,13,2,2,24
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,7,5,2,1,15
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,34,28,9,4,75
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-08-01,23,17,2,6,48
