,group,variable,month,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,4,6,0,1,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,2,0,2,4
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,18,13,0,2,33
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
TARACO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
TARATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,10,7,2,4,23
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,0,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,4,9,3,7,23
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,2,4
TOMINA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,2,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,4,3,5,3,15
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,1,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,3,4
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,3,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,1,1,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,1,0,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,5,5,1,1,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,1,1,4,7
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,4,1,4,11
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,4,2,6,3,15
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,2,2,0,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,0,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,3,1,2,0,6
APOLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,1,0,0,2
ARQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,12,5,3,1,21
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,8,0,0,8
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,3,0,0,5
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,4,5,0,0,9
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,4,2,6
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,1,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,2,2,4
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,2,1,2,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,3,2,3,0,8
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,2,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,38,29,5,3,75
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,3,0,2,1,6
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,1,1,1,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,5,5,0,0,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,46,72,34,37,189
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,2,0,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,5,3,1,6,15
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,4,2,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,2,2,3,9
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,2,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,4,1,0,5
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,7,4,1,0,12
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,6,10,1,6,23
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,29,31,2,5,67
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,2,1,3
LLICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,4,5,0,0,9
LORETO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,5,3,1,4,13
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,2,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,6,3,2,3,14
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,1,1,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,1,0,2
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,68,80,174,155,477
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,8,4,23,21,56
PALCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,1,1,1,4
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,1,0,0,2
POROMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,5,3,0,0,8
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,23,27,1,9,60
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,1,0,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,1,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,3,4,0,0,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,6,2,7,2,17
RAVELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,8,1,9
REYES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,3,1,1,0,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,4,10,0,3,17
SACACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,3,2,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,8,7,1,3,19
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,1,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,2,0,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,7,5,4,8,24
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,5,4,13,14,36
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,7,2,0,1,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,3,1,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,3,0,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,1,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,4,3,0,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,201,179,26,29,435
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,3,6,2,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,0,0,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,1,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,4,0,1,7
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,25,29,0,0,54
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,6,2,1,1,10
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,1,0,0,3
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,0,2,3,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,4,1,6
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,12,10,15,16,53
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,3,1,0,3,7
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,2,4,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,4,3,0,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,1,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,1,5,1,1,8
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,1,6,9,18
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,15,13,12,8,48
YACO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,2,1,1,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,0,1,1,0,2
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-12-01,7,2,0,0,9
