,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,8,14,4,11,37
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,5,1,24,20,50
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,11,1,2,17
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,2,0,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,1,18,36,59
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,14,11,31,23,79
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,26,15,0,0,41
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,0,10,10,23
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,643,626,349,310,1928
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,3,0,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,4,5,6,17
SENA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,2,1,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,1,4,7,14
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,0,3,8,15
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,60,50,69,78,257
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,3,5,9,21
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,3,2,1,10
TARACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,11,3,0,0,14
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,4,12,5,23
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,14,4,2,3,23
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,0,2,0,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,2,3
TOLATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,0,10,6,18
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,18,19,16,21,74
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,19,25,200,135,379
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,53,58,2,4,117
TURCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,3,0,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,33,29,16,10,88
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,19,21,40
UYUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,8,10,0,0,18
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,2,0,2,7
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,7,5,4,2,18
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,0,3,2,8
VINTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,3,7,13,25
VITICHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,4,2,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,32,30,4,12,78
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,3,3,2,11
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,6,19,29,58
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,29,16,9,7,61
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,1,3,5
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,9,3,13
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,2,2,6
ARANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,8,13,21
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,50,51,109,88,298
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,16,13,34,34,97
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,6,19,22,54
BAURES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,6,8,9,25
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,16,13,17,18,64
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,2,10,10,24
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,97,87,78,67,329
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,2,3
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,10,11
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,14,15,63,55,147
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,57,41,15,17,130
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,2,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,0,0,2
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,2,6,2,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,11,32,28,78
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,6,0,0,8
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,1,7,8,18
CHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,6,5,4,5,20
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,18,13,31
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,5,6,5,18
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,0,1,1,4
CHUMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,3,2,1,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,9,8,39,28,84
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,31,21,5,4,61
CLIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,2,3,0,7
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,1,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,101,84,24,19,228
COIPASA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,12,9,21
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,4,3,9
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,0,17,6,25
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,2,23,28,54
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,1,1,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,1,1,3,10
CORO CORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,2,2
COROICO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
CORQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,8,4,12
COTOCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,3,23,12,41
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,2,1,3
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,20,28,65,67,180
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,126,119,450,420,1115
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,0,0,0,5
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,2,0,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,3,1,2,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,5,14,20
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,4,2,2,0,8
ESCARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,4,4,9
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,1,0,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,6,6,0,0,12
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,5,4,7,17
GUANAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,3,3,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,6,10,32,25,73
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,2,8,10,20
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,2,1,1,6
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,2,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,9,13,22
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,3,3,0,9
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,0,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,0,0,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,2,3,0,7
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,75,77,85,66,303
LA RIVERA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
LAJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,2,0,2,4
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
LLICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,6,2,0,0,8
LORETO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,14,14
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,36,34,22,22,114
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
MALLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,3,5,6,15
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,0,0,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,6,0,6
MINEROS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,14,18,32,48,112
MONTERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,147,148,183,147,625
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,3,12,21,36
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,6,3,11
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,2,0,0,5
OCURI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,30,24,54
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,2,0,2,4
ORURO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,34,38,128,116,316
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,6,7,3,1,17
PAILON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,8,306,412,733
PALCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,4,13,19,41
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,3,3
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,1,0,0,3
POCOATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
POCONA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,1,10,11,24
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,14,23,12,56
PORONGO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,8,4,19,36
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,60,67,315,342,784
PUCARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,6,3,10
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,14,19,2,0,35
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,0,2,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,2,2,3,14
PUNATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,3,4,3,10
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,11,16,20,52
RAVELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,3,0,0,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,112,116,54,57,339
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,8,12,6,11,37
SACABA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,46,57,108,132,343
SAIPINA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,2,4,7
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,13,11,79,76,179
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,3,5,8
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,8,18,18,49
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,4,3,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,4,2,7
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,1,1,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,22,40,75,77,214
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,12,21,19,21,73
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,13,10,24,23,70
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,14,17,0,0,31
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,4,92,85,186
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,6,7
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,4,2,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,539,493,1607,1641,4280
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,2,3
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,2,4,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,5,1,1,10
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,5,2,0,12
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,2,4,7,14
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,3,0,0,5
SORATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,43,66,53,55,217
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,4,4,4,15
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,10,14,35,14,73
TARACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
TARATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,8,5,0,0,13
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,0,0,1,3
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,3,0,8,14,25
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,8,9,18
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,7,7,3,8,25
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,5,29,21,60
TOMINA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,2,1,4
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,5,0,33,23,61
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,70,85,14,12,181
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,12,28,6,4,50
UMALA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,0,1,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,19,17,7,8,51
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,1,1,2,0,4
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,22,19,194,189,424
UYUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,21,25,0,0,46
VACAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,4,2,25,18,49
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,2,1,0,1,4
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-11-01,23,12,10,19,64
