,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,3,3,7
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,2,0,0,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,1,0,0,3
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,1,0,0,3
SENA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,3,5,8
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,13,7,1,1,22
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,6,10,14,30,60
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,36,35,48,27,146
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,2,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,4,3,8
SORATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,3,6,17,7,33
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,78,72,44,42,236
TACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,3,1,4
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,0,4,4
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,1,2,4
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,0,2,0,4
TARABUCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,1,1,2
TARATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,4,1,5
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,34,45,25,32,136
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,10,19,7,5,41
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,2,0,0,3
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,1,4,3,10
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,6,7,0,1,14
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,20,20,96,89,225
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,3,4,4,11
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,0,1,1
TOCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,2,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,1,0,0,2
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,0,1,3,5
TOMINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,0,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,3,3,6,2,14
TRIGAL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,18,24,29,36,107
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,4,2,5,4,15
TURCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,0,0,1
UMALA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,4,2,3,2,11
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,2,5,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,1,0,0,3
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,1,1,0,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,5,6,0,0,11
VACAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,3,3,4,1,11
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,1,0,1,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,6,6,13,16,41
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,4,0,2,6
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,4,5,2,2,13
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,7,15,9,6,37
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,27,42,12,8,89
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,3,5,2,0,10
VINTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,29,20,36,31,116
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,1,4,5,11
WARNES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,25,36,2,2,65
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,8,3,5,9,25
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,1,1,0,2
YANACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,2,0,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,28,25,10,8,71
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,2,1,0,1,4
YOTALA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,0,0,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-06-01,1,1,0,3,5
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,5,6,4,18
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,3,1,5
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,3,1,7,13
ALALAY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,0,2,1,5
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,2,1,4
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,0,0,0,2
ARQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,2,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,16,9,0,0,25
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,8,5,5,1,19
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,1,4,5
AYATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,1,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,2,4,5,12
AZURDUY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,6,2,5,16
BAURES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,5,3,8
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,5,1,3,1,10
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,5,6,12
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,2,4
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,2,4
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,3,4,0,11
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,5,2,7
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,2,4
CALACOTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,2,0,1,4
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,1,1,0,4
CAMARGO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,4,2,1,8
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,3,1,5
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,12,9,0,2,23
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,3,1,0,8
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,2,0,1,7
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,11,10,6,6,33
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,1,12,10,24
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,5,2,0,10
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,8,5,1,4,18
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,8,2,7,21
CHUMA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,8,11,0,0,19
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,1,17,9,28
CLIZA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,4,0,1,9
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,15,7,14,10,46
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,1,4,0,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,149,139,38,40,366
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,21,16,3,4,44
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,3,5,4,14
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,2,2,0,6
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,6,11,6,25
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,3,10,6,21
COMANCHE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,4,2,6
COMARAPA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,9,8,0,0,17
CORO CORO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,4,2,7
COROICO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,5,0,0,7
CORQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,2,0,0,5
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,20,16,9,2,47
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,3,5,6,16
CUEVO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,5,3,0,2,10
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,2,0,0,3
CURVA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,112,114,56,56,338
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,1,1,0,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,5,7,5,4,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,1,2,1,6
ESCOMA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,2,0,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,6,2,0,0,8
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,6,1,2,0,9
GUANAY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,0,3,1,7
GUAQUI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,3,5,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,6,8,2,0,16
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,4,3,3,13
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,3,3,1,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,3,4,2,13
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,3,3
HUARINA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,1,0,0,3
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,3,1,5
ICHOCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
ICLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,4,6,10
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,1,1,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,4,6,8,11,29
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,6,1,0,0,7
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,12,6,3,3,24
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,26,35,4,4,69
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,134,105,22,34,295
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,0,2
LAJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,1,2
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,1,2
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,2,0,4,7,13
LLICA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,1,0,0,2
LORETO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,2,1,3
LURIBAY,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,2,3,2,8
MACHARETI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,2,1,3,6
MALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,4,1,2,7
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,3,0,1,5
MINEROS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,1,0,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,5,9,5,7,26
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,1,0,2,3,6
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,0,4,1,1,6
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-07-01,19,29,1,7,56
