municipality,group,variable,month,Niños de 1 año a menores de 5 años con 1ra dosis vitamina A,TOTAL
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,30,30
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,177,177
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,125,125
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,61,61
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,13,13
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,23,23
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,30,30
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,40,40
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,16,16
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,29,29
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,33,33
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,37,37
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,27,27
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,54,54
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,20,20
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,68,68
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,206,206
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,43,43
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,50,50
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,8,8
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,124,124
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,28,28
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,19,19
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,21,21
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,45,45
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,74,74
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,38,38
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,41,41
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,61,61
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,168,168
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,1129,1129
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,5,5
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,162,162
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,26,26
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,73,73
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,300,300
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,46,46
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,70,70
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,80,80
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,44,44
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,25,25
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,34,34
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,110,110
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,75,75
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,1,1
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,25,25
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,19,19
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,19,19
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,2530,2530
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,29,29
EL PUENTE(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,16,16
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,21,21
EL TORNO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,22,22
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,2,2
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,103,103
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,119,119
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,35,35
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,4,4
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,8,8
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,4,4
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,8,8
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,46,46
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,75,75
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,17,17
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,87,87
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,46,46
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,20,20
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,6,6
HUACHACALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,101,101
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,10,10
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,19,19
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,12,12
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,46,46
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,21,21
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,39,39
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,35,35
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,57,57
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,27,27
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,147,147
LA GUARDIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,1,1
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,1694,1694
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,9,9
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,43,43
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,12,12
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
LLICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,16,16
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,16,16
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,37,37
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,22,22
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,14,14
MAIRANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,4,4
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,24,24
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,23,23
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,23,23
MINEROS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,89,89
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,160,160
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,60,60
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,12,12
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,105,105
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,396,396
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,15,15
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,208,208
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,19,19
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,7,7
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,125,125
OKINAWA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,24,24
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,30,30
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,557,557
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,30,30
PADILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,17,17
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,45,45
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,110,110
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,28,28
PAMPA GRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,23,23
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,5,5
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,17,17
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,11,11
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,23,23
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,49,49
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,143,143
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,52,52
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,109,109
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,23,23
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,34,34
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,78,78
PORONGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,20,20
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,33,33
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,2,2
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,591,591
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,25,25
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,4,4
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,116,116
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,88,88
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,89,89
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,42,42
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,36,36
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,33,33
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,3,3
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,25,25
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,207,207
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,145,145
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,65,65
QUIABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,13,13
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,382,382
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,32,32
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,3,3
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,101,101
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,71,71
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,365,365
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,93,93
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,8,8
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,737,737
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,30,30
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,87,87
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,34,34
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,13,13
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,81,81
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,12,12
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,8,8
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-07-01,7,7
