municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento complementario: Nutribebé,TOTAL
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,139,139
ACHACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,12,12
AIQUILE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,491,491
ALALAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,52,52
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,68,68
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,76,76
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,54,54
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,17,17
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,149,149
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,175,175
ARBIETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,61,61
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,247,247
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,169,169
ATOCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,161,161
AYO AYO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,97,97
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,471,471
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,195,195
BAURES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,21,21
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,20,20
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,32,32
BELLA FLOR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,25,25
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,877,877
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,585,585
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,257,257
BOLPEBRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,4,4
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,44,44
BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,158,158
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,221,221
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,106,106
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,96,96
CALAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,75,75
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,337,337
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,63,63
CAPINOTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,373,373
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,381,381
CARANAVI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,1,1
CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,2,2
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,316,316
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,31,31
CHACARILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,13,13
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,571,571
CHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,152,152
CHARAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,5,5
CHAYANTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,112,112
CHIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,16,16
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,18,18
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,219,219
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,556,556
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,21,21
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,319,319
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,254,254
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,41,41
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,251,251
COLPA BELGICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,56,56
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,1023,1023
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,70,70
COLQUIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,76,76
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,31,31
COPACABANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,63,63
CORO CORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,54,54
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,126,126
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,467,467
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,13,13
CUEVO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,72,72
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,428,428
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,112,112
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,36,36
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,4457,4457
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,84,84
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,224,224
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,294,294
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,121,121
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,664,664
ESMERALDA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,2,2
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,143,143
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,2,2
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,61,61
FILADELFIA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,54,54
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,189,189
HUACARETA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,140,140
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,13,13
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,70,70
ICHOCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,36,36
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,51,51
INCAHUASI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,297,297
INGAVI (HUMAITA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,55,55
JESUS DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,33,33
LA PAZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,1,1
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,6,6
LAGUNILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,13,13
LAS CARRERAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,61,61
LICOMA PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,35,35
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,381,381
LLICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,73,73
LURIBAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,4,4
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,99,99
MAIRANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,59,59
MALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,23,23
MAPIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,9,9
MIZQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,348,348
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,132,132
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,551,551
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,511,511
MORO MORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,57,57
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,610,610
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,43,43
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,38,38
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,565,565
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,2037,2037
PADCAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,482,482
PADILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,246,246
PAMPA AULLAGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,67,67
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,133,133
PELECHUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,126,126
POCOATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,628,628
POCONA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,201,201
POOPO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,82,82
PORCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,1,1
POROMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,302,302
PORVENIR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,83,83
POSTRER VALLE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,30,30
PRESTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,271,271
PUCARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,24,24
PUCARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,169,169
PUERTO ACOSTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,268,268
PUERTO CARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,131,131
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,93,93
PUERTO PEREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,43,43
PUERTO RICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,166,166
PUERTO SILES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,5,5
PUNA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,954,954
PUNATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,339,339
QUIABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,27,27
QUIRUSILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,40,40
REYES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-08-01,172,172
