municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,119,119
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,250,250
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,152,152
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,109,109
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,169,169
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,41,41
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,12,12
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,330,330
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,18,18
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,121,121
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,57,57
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,14,14
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,320,320
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,54,54
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,138,138
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,34,34
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-08-01,145,145
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,47,47
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,229,229
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,19,19
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,183,183
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,70,70
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,50,50
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,64,64
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,51,51
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,12,12
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,114,114
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,90,90
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,22,22
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,61,61
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,108,108
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,74,74
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,609,609
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,41,41
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,30,30
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,26,26
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,23,23
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,195,195
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,402,402
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,75,75
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,37,37
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,11,11
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,3,3
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,196,196
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,190,190
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,82,82
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,11,11
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,29,29
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,140,140
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,157,157
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,52,52
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,38,38
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,28,28
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,45,45
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,41,41
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,158,158
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,46,46
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,261,261
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,87,87
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,48,48
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,48,48
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,429,429
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,100,100
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,61,61
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,21,21
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,2,2
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,60,60
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,41,41
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,341,341
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,12,12
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,99,99
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,65,65
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,6,6
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,42,42
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,31,31
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,61,61
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,109,109
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,1128,1128
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,5,5
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,221,221
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,44,44
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,2,2
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,80,80
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,68,68
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,285,285
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,61,61
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,252,252
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,17,17
COMARAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,138,138
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,15,15
CONCEPCION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,39,39
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,40,40
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,37,37
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,24,24
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,32,32
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,60,60
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,114,114
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,429,429
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,208,208
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,18,18
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,27,27
CULPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,354,354
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,21,21
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,16,16
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,22,22
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,8231,8231
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,12,12
EL PUENTE(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,108,108
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,43,43
EL TORNO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,207,207
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,99,99
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,81,81
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,164,164
ESCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,27,27
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,11,11
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,12,12
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,121,121
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,17,17
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,127,127
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,55,55
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,71,71
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,20,20
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,196,196
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,110,110
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,222,222
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,51,51
HUACHACALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,13,13
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,48,48
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,25,25
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,19,19
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,25,25
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,40,40
INCAHUASI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,448,448
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,2,2
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,52,52
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,87,87
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,21,21
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,137,137
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,107,107
LA GUARDIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,232,232
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,3113,3113
LA RIVERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,5,5
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,44,44
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,106,106
LAS CARRERAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,64,64
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,9,9
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,378,378
LLICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,13,13
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,66,66
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,38,38
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,10,10
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,237,237
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,52,52
MAIRANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,45,45
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,5,5
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,24,24
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,50,50
MINEROS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,137,137
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,162,162
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,64,64
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,5,5
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,127,127
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,680,680
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,516,516
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-09-01,17,17
