,group,variable,month,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,3,0,2,1,5,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,16,10,6,7,22,17,39
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,30,21,2,2,32,23,55
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,11,5,5,13,16,29
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,2,1,2,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,3,0,2,1,5,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,11,10,5,5,16,15,31
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,2,0,1,3,3,6
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,0,3,0,5,0,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,0,2,2,4,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,343,333,106,134,449,467,916
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,1,0,0,3,1,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,11,6,1,1,12,7,19
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,11,12,0,4,11,16,27
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,24,41,15,15,39,56,95
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,0,0,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,13,5,3,4,16,9,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,39,31,2,2,41,33,74
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,1,0,0,2,1,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,1,1,3,3,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,2,1,1,1,3,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,1,0,0,4,1,5
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,9,4,4,8,13,12,25
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,3,1,0,1,3,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,14,9,1,0,15,9,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,3,3,1,6,4,10
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,8,1,3,4,11,15
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,3,0,2,0,5,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,26,31,13,8,39,39,78
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,3,3,1,6,4,10
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,13,4,1,9,14,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,11,8,3,3,14,11,25
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,1,0,0,3,1,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,3,2,0,2,3,5
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,0,0,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,1,1,2,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,3,2,2,2,5,7
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,1,0,0,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,5,2,2,3,7,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,3,2,6,6,9,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,1,0,2,1,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,2,5,1,9,3,12
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,7,4,4,10,11,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,6,1,0,2,6,8
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,3,1,0,4,3,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,41,27,5,5,46,32,78
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,90,76,7,8,97,84,181
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,410,395,12,19,422,414,836
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,6,2,2,2,8,10
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,18,13,0,3,18,16,34
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,0,1,1,2,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,7,12,8,18,15,33
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,1,0,2,2,3,5
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,4,0,0,5,4,9
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,2,0,0,1,2,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,7,5,1,0,8,5,13
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,8,1,2,9,10,19
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,10,8,0,0,10,8,18
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,10,2,0,5,10,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,16,4,0,2,16,6,22
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,19,8,11,3,30,11,41
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,9,6,10,7,17
MOJINETE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,0,2,2,2,2,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,11,0,4,2,15,17
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,23,16,3,2,26,18,44
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,82,94,19,15,101,109,210
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,0,0,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,0,3,1,5,1,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,0,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,4,1,4,4,8,12
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,14,4,2,10,16,26
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,4,4,4,8,8,16
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,214,191,15,10,229,201,430
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,13,17,2,3,15,20,35
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,10,0,0,6,10,16
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,9,3,2,8,11,19
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,14,14,4,7,18,21,39
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,12,15,2,7,14,22,36
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,1,0,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,3,1,4,4,7,11
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,1,1,0,3,1,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,2,1,0,1,2,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,6,7,6,8,14
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,3,0,1,1,4,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,2,6,10,9,12,21
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,0,7,4,8,4,12
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,5,5,6,11,11,22
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,1,3,3,5,4,9
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,2,1,1,2,3,5
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,9,6,0,0,9,6,15
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,6,6,8,12,14,26
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,5,2,3,3,8,11
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,17,17,0,2,17,19,36
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,8,4,5,6,13,19
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,140,144,38,32,178,176,354
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,6,1,2,2,8,10
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,12,14,4,7,16,21,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,0,1,0,4,0,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,0,3,0,7,0,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,9,5,3,3,12,8,20
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,3,2,1,4,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,10,1,0,9,10,19
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,8,4,0,12,8,20
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,2,0,2,1,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,11,1,1,5,12,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,37,37,1,6,38,43,81
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,13,6,14,16,27,22,49
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,22,21,5,2,27,23,50
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,1,1,3,3,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,65,75,62,45,127,120,247
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,5,0,0,3,5,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,0,0,1,2,1,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,4,7,4,11,8,19
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,2,3,2,9,4,13
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,77,76,6,4,83,80,163
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,10,10,1,6,11,16,27
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,10,13,9,7,19,20,39
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,2,0,0,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,60,89,29,24,89,113,202
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,0,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,4,3,9,11,13,24
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,6,6,2,3,8,9,17
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,9,9,11,11,22
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,7,5,1,0,8,5,13
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,6,0,0,5,6,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,3,2,1,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,3,0,0,1,3,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,2,1,3,4,5,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,4,3,7,7,11,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,25,26,6,10,31,36,67
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,1,6,4,9,5,14
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,10,14,1,0,11,14,25
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,14,16,12,8,26,24,50
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,21,25,8,6,29,31,60
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,8,0,1,4,9,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,8,6,5,11,13,24
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,5,0,2,3,7,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,27,38,3,4,30,42,72
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,5,6,5,8,10,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,18,10,1,2,19,12,31
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,9,7,14,11,23,18,41
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,7,0,0,4,7,11
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,6,8,5,16,11,27
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,10,9,4,1,14,10,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,11,18,12,14,23,32,55
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,6,0,0,2,6,8
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,1,1,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,7,0,2,5,9,14
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,4,4,0,5,4,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,14,2,0,0,14,2,16
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,5,11,12,16,17,33
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,826,779,61,48,887,827,1714
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,3,1,2,4,5,9
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,11,9,1,6,12,15,27
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,1,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,1,2,2,3,3,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,3,2,1,4,4,8
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,1,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,3,0,2,1,5,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,2,1,4,3,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,1,3,6,7,7,14
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,7,2,7,2,14,4,18
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,15,14,2,6,17,20,37
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,8,9,1,1,9,10,19
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,3,1,1,3,4,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,32,26,5,7,37,33,70
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,2,6,3,9,5,14
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,9,2,3,6,12,18
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,5,3,6,4,11,7,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,243,259,18,14,261,273,534
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,4,1,0,0,4,1,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,1,2,3,8,4,10,14
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,2,2,2,1,4,3,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,9,7,5,11,14,18,32
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2017-07-01,3,4,5,5,8,9,17
