,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,17,20,10,15,27,35,62
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,5,1,2,9,7,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,14,9,5,17,19,26,45
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,7,2,2,9,9,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,20,22,8,5,28,27,55
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,2,1,2,2,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,4,0,1,4,5,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,5,1,0,8,5,13
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,1,7,1,8,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,3,4,1,10,4,14
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,8,4,2,13,10,23
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,10,3,2,4,12,7,19
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,28,31,19,22,47,53,100
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,7,13,8,16,15,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,479,498,9,15,488,513,1001
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,34,39,3,6,37,45,82
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,9,6,3,15,12,27
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,2,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,18,10,1,6,19,16,35
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,6,4,7,5,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,16,10,17,19,33,52
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,3,8,9,9,12,21
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,6,3,7,3,10
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,2,0,0,0,2,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,18,15,0,0,18,15,33
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,11,19,12,3,23,22,45
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,4,7,7,13,11,24
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,7,7,3,14,10,24
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,3,2,3,4,6,10
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,14,6,0,2,14,8,22
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,1,1,2,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,17,11,9,12,26,23,49
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,55,57,6,4,61,61,122
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,6,6,12,7,18,25
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,2,2,1,2,3,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,7,3,4,9,11,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,3,0,2,0,5,5
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,1,2,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,3,1,2,8,5,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,476,513,216,245,692,758,1450
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,1,0,0,6,1,7
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,11,3,1,7,12,19
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,2,1,3,2,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,45,38,11,12,56,50,106
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,11,4,8,8,19,27
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,45,35,0,0,45,35,80
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,0,1,0,2,2
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,5,0,0,1,5,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,1,18,14,20,15,35
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,6,0,6,0,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,11,12,2,2,13,14,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,3,3,1,4,4,8
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,11,12,10,21,21,42
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,41,32,32,11,73,43,116
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,6,2,4,4,10,14
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,2,2,3,4,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,14,5,7,8,21,29
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,7,1,8,2,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,1,0,4,2,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,2,0,2,0,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,1,1,1,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,2,2,3,3,6
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,4,1,0,3,4,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,2,3,5,8,7,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,2,1,3,9,5,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,11,3,7,10,18,28
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,12,9,1,0,13,9,22
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,5,3,1,11,6,17
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,50,52,6,9,56,61,117
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,62,86,6,8,68,94,162
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,539,442,45,52,584,494,1078
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,1,1,5,3,6,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,10,8,1,5,11,13,24
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,1,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,4,4,3,13,7,20
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,4,4,3,7,7,14
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,1,0,4,2,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,3,1,1,5,4,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,3,15,14,18,17,35
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,16,6,1,1,17,7,24
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,2,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,14,15,4,3,18,18,36
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,7,1,1,6,8,14
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,16,16,4,4,20,20,40
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,5,14,12,21,17,38
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,6,4,7,6,13
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,1,1,1,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,1,2,2,2,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,15,8,1,0,16,8,24
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,92,80,29,14,121,94,215
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,3,0,0,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,6,4,7,6,13
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,0,2,0,2,2
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,2,4,7,4,9,13
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,4,2,6,9,10,19
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,9,6,10,8,18
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,234,211,14,19,248,230,478
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,10,8,4,1,14,9,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,3,0,0,4,3,7
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,24,21,7,5,31,26,57
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,14,13,2,8,16,21,37
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,11,12,7,9,18,21,39
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,3,4,4,4,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,8,9,4,14,12,26
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,1,0,0,5,1,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,1,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,5,2,4,11,9,20
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,4,4,5,4,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,2,2,2,3,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,2,9,14,11,16,27
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,1,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,9,4,1,12,10,22
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,3,0,0,0,3,3
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,9,11,8,18,17,35
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,1,3,3,7,4,11
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,4,9,10,12,14,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,12,21,11,8,23,29,52
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,5,12,6,14,20
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,159,159,28,26,187,185,372
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,2,2,0,4,2,6
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,3,1,1,1,4,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,26,17,4,7,30,24,54
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,1,1,2,5,3,8
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,1,2,6,5,7,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,8,11,8,11,19
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,1,3,6,8,7,15
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,6,0,3,8,9,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,5,8,8,10,18
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,12,1,3,8,15,23
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,43,37,4,1,47,38,85
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,6,5,6,9,12,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,15,1,0,6,15,21
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,3,0,0,3,3,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,74,81,48,50,122,131,253
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,1,4,5,6,6,12
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,0,2,1,4,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,1,5,6,8,7,15
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,8,0,0,9,8,17
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,578,71,41,46,619,117,736
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,16,10,2,6,18,16,34
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,11,14,8,7,19,21,40
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,84,77,27,23,111,100,211
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,1,2,2,3,5
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,5,4,2,10,7,17
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,8,2,9,2,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,5,5,8,11,13,24
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,9,1,0,9,9,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,1,0,0,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,9,4,17,4,26,8,34
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,2,2,1,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,26,28,8,13,34,41,75
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,10,4,5,4,15,8,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,14,19,9,10,23,29,52
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,17,14,11,8,28,22,50
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,37,33,9,8,46,41,87
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,13,15,0,0,13,15,28
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,7,0,0,4,7,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,20,16,20,16,40,32,72
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,10,9,7,9,17,18,35
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,34,26,24,21,58,47,105
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,10,8,10,8,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,16,13,1,0,17,13,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,5,7,4,11,9,20
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,14,3,0,11,14,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,12,12,0,4,12,16,28
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,0,0,1,2,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,3,5,4,8,7,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,11,15,16,15,27,30,57
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,4,1,0,5,4,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,0,1,3,3,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,9,4,4,10,13,23
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,4,10,5,10,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,8,2,1,9,9,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,8,18,23,26,31,57
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1234,1179,34,28,1268,1207,2475
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,11,20,6,25,17,42
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,7,3,7,6,14,9,23
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,0,0,0,6,0,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,2,3,2,5,4,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,1,3,1,5,2,7
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,3,0,0,2,3,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,7,0,0,1,7,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,1,0,4,2,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,2,4,5,5,7,12
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,13,4,1,1,14,5,19
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,8,1,0,9,8,17
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,6,4,1,12,7,19
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,39,22,6,2,45,24,69
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,6,4,2,6,8,10,18
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,4,1,3,6,7,13
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,7,6,5,14,12,26
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,225,210,5,5,230,215,445
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,2,2,0,10,2,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,7,2,8,2,10
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,4,5,2,8,6,14
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,8,6,5,0,13,6,19
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,1,1,0,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,3,2,2,6,5,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,158,174,20,19,178,193,371
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,1,1,4,5,5,10
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,7,13,3,18,10,28
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,14,3,1,2,15,5,20
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,3,3,4,4,8
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,7,5,2,8,9,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,38,43,24,20,62,63,125
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,2,4,5,7,7,11,18
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,5,3,2,0,7,3,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,4,3,0,0,4,3,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,3,1,1,2,4,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,1,5,6,8,7,15
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,2,1,2,1,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,3,2,6,4,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,3,2,2,0,5,2,7
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,1,0,0,1,1,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,0,0,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,99,80,23,14,122,94,216
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,39,40,8,11,47,51,98
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-07-01,1,0,1,2,2,2,4
