,group,variable,month,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
TOTORA(ORR),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIGAL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TRINIDAD,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,78,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,87,165
TUPIZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,23,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,54
TURCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UMALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
UNCIA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,5,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
URUBICHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
UYUNI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,20,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,46
VACAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
VALLEGRANDE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
VIACHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,31,29,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,74
VILA VILA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
VILLA CHARCAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
VILLA MONTES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,27,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,63
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
VILLA RIVERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
VILLA SERRANO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
VILLA TUNARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,72,64,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,69,151
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,24,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,36
VINTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,20,16,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,63
VITICHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,113,106,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,107,222
YACO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,30,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,64
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,22,21,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,44,86
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YOTALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-06-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ACACIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,12,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,15,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,39
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,8,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
ALALAY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,10,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,31
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ARANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,16,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35
ARQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,33,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,60
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
AYATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,8,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
BAURES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,26,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,50
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,7,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BOLPEBRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,22,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,30
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,25,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,58
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,13,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
CARIPUYO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,4,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
CATACORA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,14,21,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,43
CHAQUI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CHARAGUA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,11,9,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59
CHAYANTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CHIMORE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,22,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,50
CHOQUE COTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
CHUMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,3,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CLIZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,11,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29
COBIJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,16,15,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,57
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,13,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,349,360,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,374,740
COIPASA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,25,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,55
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
COLLANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COLOMI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,15,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
COLQUECHACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
COLQUENCHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
COLQUIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,13,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
COMANCHE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COMARAPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
COMBAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,19,25,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,59
COPACABANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
CORIPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
CORO CORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
COROICO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,6,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19
CORQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
COTOCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,74,54,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64,148
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,19,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CUEVO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CULPINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CURVA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,452,450,129,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,568,1149
EL CHORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,32,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,62
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,36,35,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,81
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ESMERALDA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,7,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
GUANAY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-07-01,10,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
