,group,variable,month,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUANAY,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,13,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
HUARINA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUATAJATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INCAHUASI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,34,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,63
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,21,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,160,190,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,199,363
LAGUNILLAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
LAJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,30,17,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,98
LLICA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
MAPIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MINEROS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,10,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
MIZQUE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
MONTERO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,84,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,62,146
MORO MORO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
OCURI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
OMEREQUE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
ORURO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,150,122,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,127,283
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAILON,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
PALCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PALOS BLANCOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PAZÑA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POCOATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
POCONA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
POJO (CBBA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
POOPO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PORCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
POROMA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PORVENIR,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
POTOSI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,81,72,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,84,178
PRESTO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUCARANI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUERTO CARABUCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO PEREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,10,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
PUERTO RICO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
PUERTO SILES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,12,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,15,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,27
PUNA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUNATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,5,3,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54
QUILLACOLLO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,80,72,77,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,151,308
QUIME,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAVELO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40
ROBORE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RURRENABAQUE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,11,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
SABAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SACABA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,111,92,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,124,280
SACABAMBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SAMAIPATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAN ANDRES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,16,16,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,54
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,19,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,42
SAN JAVIER(STC),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
SAN JOAQUIN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN JULIAN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,48
SAN LORENZO(PND),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO(PND),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN RAFAEL,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN RAMON SCZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SANTA ANA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,538,501,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,515,1069
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SENA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-08-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
