,group,variable,month,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,4,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,13,2,15
SAMAIPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,7,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
SAN AGUSTIN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,4,4,3,0,0,0,0,0,0,0,0,1,1,0,0,6,8,14
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,10,8,11,6,0,0,0,0,0,0,0,0,0,0,0,0,21,14,35
SAN BENITO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,13,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,8,22
SAN BORJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,16,25,15,14,0,1,0,2,3,0,0,1,0,2,2,1,36,46,82
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN CARLOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,11,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37
SAN IGNACIO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,5
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,58,55,23,20,3,4,7,6,5,4,3,7,1,1,5,6,105,103,208
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,54,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,41,95
SAN JOAQUIN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,7,10,31,19,0,0,1,4,0,0,0,2,0,0,1,0,40,35,75
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,17,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33
SAN JULIAN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,83,67,20,17,1,2,0,0,0,0,0,0,1,0,0,1,105,87,192
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
SAN LUCAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,8,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
SAN MATIAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,13,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,7,11,6,0,1,0,0,0,0,0,0,0,0,0,0,16,14,30
SAN PEDRO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,4,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,16,13,11,15,0,0,0,1,0,0,0,0,0,0,0,0,27,29,56
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,6,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,6
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,4,9,2,0,0,1,1,0,0,0,1,0,0,0,0,15,8,23
SAN RAMON BENI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,18,17,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,21,42
SANTA ANA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,857,851,74,67,18,26,16,15,8,14,23,9,13,9,10,10,1019,1001,2020
SANTA ROSA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,10,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,12,8,20
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,7,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,7
SANTIVAÑES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4
SAPAHAQUI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,8
SENA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,7,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,10,5,15
SHINAOTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,16,18,1,1,1,0,0,2,1,1,1,1,1,0,0,0,21,23,44
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,4,10,4,7,1,0,0,1,0,0,3,0,0,0,2,1,14,19,33
SICAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SIPE SIPE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,40,43,4,9,1,0,0,1,0,1,0,0,1,0,1,0,47,54,101
SOPACHUY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SORACACHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,7,3,5,2,0,1,0,0,0,0,0,0,0,0,0,0,12,6,18
SORATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,6,6,1,3,1,0,0,0,0,0,0,0,1,0,0,0,9,9,18
SUCRE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,220,184,7,4,2,5,0,0,2,2,0,0,1,1,0,0,232,196,428
TACACHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5
TACACOMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,4,9,13
TACOBAMBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TACOPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,3,3,7,0,0,0,0,0,0,1,0,0,0,0,0,4,10,14
TAPACARI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,9,8,9,0,0,0,0,0,0,0,0,0,0,1,0,14,18,32
TARABUCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TARACO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,6
TARATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
TARIJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,122,105,13,19,2,4,1,1,0,2,1,0,1,0,0,1,140,132,272
TARVITA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
TEOPONTE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,6,5,11
TIAHUANACU,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
TINGUIPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,4,6,8,0,0,1,0,0,0,0,0,0,0,0,0,8,12,20
TIPUANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,5,5,8,0,1,1,1,0,0,0,0,0,0,0,0,8,15,23
TIQUIPAYA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,25,29,15,11,0,0,0,0,0,1,0,0,0,0,0,0,40,41,81
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,8,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,9,10,19
TOCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,6,3,9
TODOS SANTOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,7
TOLEDO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TOMINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TORO TORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
TOTORA(CBBA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,11,8,5,7,0,0,1,0,0,0,1,0,0,0,0,0,18,15,33
TOTORA(ORR),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRINIDAD,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,65,57,0,1,2,1,0,0,0,1,0,0,0,0,0,0,67,60,127
TUPIZA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,25,21,1,2,0,0,0,0,2,0,0,0,3,0,0,0,31,23,54
TURCO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UMALA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
UNCIA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,6,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,5,2,4,0,0,0,0,0,1,0,0,0,0,0,0,7,10,17
URUBICHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
UYUNI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,17,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,14,32
VACAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VALLEGRANDE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
VIACHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,31,43,9,13,3,3,0,1,0,1,1,0,0,1,0,1,44,63,107
VILA VILA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,4,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,9,3,12
VILLA MONTES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,32,20,10,11,1,0,1,0,1,0,0,0,1,0,0,0,46,31,77
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
VILLA RIVERO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,3,7,5,0,0,1,2,0,0,1,0,0,0,0,0,11,10,21
VILLA SERRANO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
VILLA TUNARI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,80,60,19,13,3,2,2,2,3,0,2,2,0,0,1,0,110,79,189
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,6,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,8,6,14
VILLAZON,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,32,25,3,1,1,1,0,2,1,0,1,0,0,0,0,0,38,29,67
VINTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,21,18,24,32,1,0,1,1,0,0,3,4,0,0,2,0,52,55,107
VITICHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
WARNES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,100,92,3,4,9,2,0,0,8,4,0,2,1,3,0,0,121,107,228
YACO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,9,3,12
YACUIBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,26,35,26,22,2,0,4,2,0,1,0,1,1,1,1,1,60,63,123
YAMPARAEZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
YAPACANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,18,19,39,37,1,0,1,1,0,0,0,0,0,0,0,0,59,57,116
YOCALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YOTALA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,5,7,12
YUNCHARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-07-01,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ACACIO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ACHACACHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,11,21,4,3,1,4,0,0,1,1,1,0,0,0,0,1,18,30,48
ACHOCALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,26,14,1,2,2,0,0,0,0,1,0,0,1,0,0,0,30,17,47
AIQUILE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,10,9,5,5,0,2,0,0,0,0,0,2,0,0,0,0,15,18,33
ALALAY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ALTO BENI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
ANCORAIMES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,3,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,7,11
ANDAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3
ANTEQUERA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ANZALDO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,11,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
ARAMPAMPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,6,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
ARBIETO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,12,4,7,4,0,0,1,1,0,0,1,0,0,0,1,0,22,9,31
ARQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,23,24,17,17,2,0,5,5,1,2,6,5,1,0,2,0,57,53,110
ATOCHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,8,11,2,4,0,0,0,1,0,0,0,0,0,0,0,0,10,16,26
AUCAPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,3,7
AYO AYO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
AZURDUY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BATALLAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,12,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
BAURES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BELLA FLOR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,1,0,2,0,0,4,2,0,0,1,0,0,0,1,1,6,6,12
BERMEJO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,12,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,19,32
BETANZOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,10,11,4,5,1,0,0,0,0,0,0,0,1,0,0,0,16,16,32
BOLIVAR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BOLPEBRA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BOYUIBE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BUENA VISTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,7,6,4,7,0,1,0,0,0,0,0,0,0,0,1,0,12,14,26
CABEZAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,16,16,12,5,3,1,5,2,0,0,2,3,0,0,0,2,38,29,67
CAIROMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,8,6,14
"CAIZA ""D""",vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
CAJUATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
CALACOTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CALAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-08-01,0,0,0,0,11,8,1,0,2,2,1,1,0,1,0,0,0,0,0,0,15,12,27
