,group,variable,month,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3,11
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,35,31,6,13,2,3,6,6,1,1,7,5,0,0,4,2,0,1,3,0,64,62,126
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,8,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,12,8,20
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,41,46,5,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,49,54,103
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,25,12,12,7,0,1,3,4,0,0,2,0,1,0,0,0,0,0,0,0,43,24,67
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,32,33,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,38,72
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,7,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,14,20
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,16,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,8,26
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,7,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,10,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,12,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,8,22
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,10,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,14,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,14,28
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,932,996,22,40,20,9,9,6,3,5,6,3,1,7,2,1,1,1,1,3,997,1071,2068
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,14,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,7,8,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,11,24
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,18,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,26,24,4,7,0,0,0,2,0,1,1,0,1,0,0,0,0,0,2,0,34,34,68
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,6,2,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,5,16
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,189,157,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,161,354
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,8,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,106,109,8,11,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,116,121,237
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,3,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,12,21
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,14
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,24,28,12,9,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,38,40,78
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,8,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,4,7
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,74,83,0,2,3,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,80,90,170
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,23,29,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,55
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,20,23,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,24,47
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,31,29,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,37,76
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,27,26,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,28,65
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,72,64,10,5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,85,72,157
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,24,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,37
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,20,16,15,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,28,64
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,113,106,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,119,108,227
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,31,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32,33,65
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,15,15,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,44
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-06-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,12,8,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,15,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,24,40
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,8,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,10,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,31
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,16,16,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,17,37
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,29,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,55
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,8,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,26,23,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27,25,52
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,7,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BOLPEBRA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,11,18
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
