,group,variable,month,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - D,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - D,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - F,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - F,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - D,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - D,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - F,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - F,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
EXALTACION,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
FILADELFIA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
GIA-TIM,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
GUANAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
GUAQUI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
GUAYARAMERIN,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,28,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,57
GUTIERREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
HUACARAJE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUACARETA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
HUANUNI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
HUARINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUATAJATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUMANATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
ICHOCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ICLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
INCAHUASI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,6,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,9,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
IXIAMAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
LA ASUNTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,33,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,63
LA GUARDIA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,97,104,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,105,211
LA PAZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,362,332,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,334,698
LAGUNILLAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
LAJA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
LAS CARRERAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
LLALLAGUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,15,7,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,74
LLICA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LORETO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LURIBAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MACHACAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
MACHARETI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
MAGDALENA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11
MAIRANA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,9,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
MALLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,17,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
MECAPACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
MINEROS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,9,18,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,32
MIZQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25
MOCOMOCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
MOJOCOYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MONTEAGUDO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
MONTERO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,104,94,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,98,204
MORO MORO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MOROCHATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
OCURI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
OKINAWA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,10,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
OMEREQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ORURO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,196,201,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,206,411
PADCAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
PADILLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PAILON,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,20,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40
PALCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,8,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
PALOS BLANCOS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,12,14,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PAMPA GRANDE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PAPEL PAMPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PATACAMAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,11,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
PAZÑA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
PELECHUCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
POCOATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
POCONA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POJO (CBBA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
POOPO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PORCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
POROMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
PORONGO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PORTACHUELO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
PORVENIR,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
POSTRER VALLE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
POTOSI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,142,124,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,137,298
PRESTO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUCARANI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,12,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PUERTO PEREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
PUERTO RICO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,14,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,38,52,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,107
PUNA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
PUNATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,11,15,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,52
QUIABAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,49,56,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,106,197
QUIME,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
QUIRUSILLAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
RAVELO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
REYES,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
RIBERALTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,83,82,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,92,182
ROBORE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,12,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
RURRENABAQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,10,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32
SABAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SACABA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,81,72,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,94,191
SACABAMBA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
SAIPINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAMAIPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN AGUSTIN,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANDRES,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN BENITO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN BORJA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,35,31,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44,85
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAN CARLOS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
SAN IGNACIO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,41,46,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,98
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SAN JOAQUIN,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,25,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,56
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN JULIAN,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,32,33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,71
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,3,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,16,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
SAN LUCAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,7,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
SAN MATIAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,10,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,5,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN PEDRO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,10,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN RAMON BENI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
SANTA ANA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-06-01,956,1015,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,1053,2031
