,group,variable,month,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHALLAPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,26,15,4,2,1,2,2,3,0,1,4,4,1,2,7,11,45,40,85
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,5,5,14,20,0,0,3,4,0,0,4,3,1,0,8,5,35,37,72
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
CHIMORE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,19,23,31,43,19,10,18,15,0,0,0,0,0,1,1,1,88,93,181
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,4,3,5,8
CHUA COCANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,10,4,0,0,2,0,0,0,0,1,0,2,1,1,3,6,16,14,30
CHUMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CKOCHAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CLIZA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,5,1,2,2,2,1,1,5,0,0,0,0,0,0,0,0,10,9,19
COBIJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,17,22,16,13,8,3,1,5,3,3,3,8,1,6,4,2,53,62,115
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,385,401,97,77,51,55,120,112,12,11,20,15,18,11,25,22,728,704,1432
COLCAPIRHUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,21,20,11,5,2,1,2,3,0,0,0,0,0,0,0,0,36,29,65
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
COLOMI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,12,19,2,9,6,3,1,0,4,5,1,2,2,2,2,3,30,43,73
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COLQUECHACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,8
COLQUENCHA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,5,4,6,1,4,2,0,0,1,4,0,1,0,0,0,0,16,12,28
COMANCHE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19
COMBAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,14,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,15,6,21
COPACABANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,3,1,10,4,14
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,18,14,3,1,4,7,1,4,3,1,4,12,7,5,19,7,59,51,110
CORO CORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COROICO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,5,1,5,0,0,0,2,0,1,2,0,0,0,1,0,8,13,21
CORQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,4,1,4,0,0,2,0,0,0,1,1,0,0,0,0,4,9,13
COTAGAITA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,2,1,0,0,3,7,10
COTOCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,20,28,3,6,0,0,0,0,0,0,0,0,0,0,0,0,23,34,57
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
CULPINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,5,4,3,1,0,0,0,1,0,0,0,0,0,0,0,7,8,15
CURVA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
DESAGUADERO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,1,0,0,2,1,18,15,0,0,0,0,0,0,0,0,21,17,38
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,415,389,149,122,59,54,21,27,42,43,21,13,50,36,23,41,780,725,1505
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,3,1,2,1,1,1,3,1,1,3,2,1,2,1,2,11,16,27
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,54
EL VILLAR,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,2,0,0,2,3,0,0,2,0,1,0,0,1,1,0,9,6,15
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,8,5,13
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,1,4,0,0,0,1,0,0,1,1,1,0,6,1,11,8,19
EUCALIPTUS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,5,5,10
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,0,6,0,0,3,1,0,1,7,1,1,1,0,1,11,12,23
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,3,3,5,3,2,1,0,6,0,0,1,0,0,0,13,14,27
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5,3,8
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,12,1,0,10,5,2,0,4,4,1,3,5,1,2,1,29,26,55
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,8,0,1,2,0,2,0,0,0,0,0,1,0,0,0,9,9,18
GUANAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,34,32,7,16,4,6,15,20,7,5,9,10,4,5,10,8,90,102,192
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,8,2,10
HUARINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
HUATAJATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,6,3,9
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,2,2,4,7,11
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,2,1,0,0,0,0,1,1,0,0,0,0,0,1,2,7,5,12
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5,5,10
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,3,3,2,3,4,1,0,4,1,2,2,3,5,7,19,24,43
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,3,6,7,1,0,0,0,0,0,0,0,0,0,0,0,9,10,19
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,45,30,7,20,27,17,11,17,10,8,0,2,9,12,11,12,120,118,238
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,27,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,29,17,46
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,278,285,25,32,78,86,20,14,46,59,23,13,45,39,18,26,533,554,1087
LAGUNILLAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LAJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,11,12,26,26,0,1,3,0,0,0,4,1,0,0,2,1,46,41,87
LLICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
LORETO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,1,0,1,2,2,0,0,0,1,0,0,0,1,0,0,3,6,9
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
MAIRANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,5,0,0,5,10,15
MAPIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,19,25,6,4,0,0,0,0,0,0,0,0,0,0,0,0,25,29,54
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
MINEROS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,14,15,8,12,7,5,7,5,2,1,0,2,0,1,1,0,39,41,80
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,0,0,2,3,0,0,4,3,2,5,1,3,14,6,24,20,44
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,2,4,6
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,8,15
MONTERO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,67,55,5,7,13,1,3,2,0,0,0,0,1,0,0,0,89,65,154
MORO MORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,0,1,4,1,3,1,3,1,1,2,1,0,2,3,14,10,24
OCURI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
OMEREQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
ORURO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,211,187,4,9,26,27,1,3,19,17,4,2,13,5,14,15,292,265,557
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,2,1,1,2,2,0,1,2,1,2,1,5,2,0,1,14,11,25
PAILON,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,8,8,3,5,3,4,5,3,0,1,2,0,0,2,2,0,23,23,46
PALCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,5,2,2,0,1,2,5,0,3,2,1,0,0,4,3,17,20,37
PALOS BLANCOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,1,18,20,0,0,0,0,0,0,0,0,0,0,0,0,25,21,46
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,17,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41
PAZÑA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POCOATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,3,4,10,14
POCONA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,1,4,2,6,8,10,9,0,0,0,0,0,0,2,3,23,23,46
POJO (CBBA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,3,0,0,0,0,1,1,5,3,5,6,0,1,1,2,15,16,31
POOPO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
PORCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POROMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,4,4,2,1,1,0,0,0,0,0,0,0,2,0,0,6,9,15
PORONGO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PORVENIR,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,4,3,0,0,3,1,0,0,2,0,0,0,1,0,12,5,17
POTOSI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,86,66,14,13,14,7,3,4,10,10,4,3,1,5,3,3,135,111,246
PRESTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,3,1,1,2,0,0,0,3,0,0,0,0,0,0,5,6,11
PUCARA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,8,5,2,5,1,0,3,4,2,2,3,5,0,0,0,4,19,25,44
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,1,6,4,2,0,3,3,0,1,5,3,1,3,11,16,30,31,61
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
PUERTO PEREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,10
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PUERTO RICO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,6,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
PUERTO SILES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31
PUNA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUNATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,13,9,44,31,0,0,0,0,0,0,0,0,0,0,0,0,57,40,97
QUILLACOLLO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,94,78,180,192,27,23,185,175,0,0,1,1,0,0,1,1,488,470,958
QUIME,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,1,0,1,5,6,9,12,21
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,5,6
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,4,2,1,0,1,2,1,0,0,0,1,0,0,0,0,6,8,14
RAVELO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
REYES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,4,3,1,0,2,1,1,1,0,3,4,0,0,4,1,14,13,27
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,33,46,9,3,1,2,0,0,3,1,3,2,0,5,3,1,52,60,112
ROBORE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,4,2,0,1,2,2,1,1,1,3,2,2,2,2,2,1,14,14,28
RURRENABAQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,24,16,16,19,7,4,13,15,3,4,2,1,1,2,2,2,68,63,131
SABAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SACABA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,89,114,41,41,27,19,20,25,4,2,3,1,0,0,0,2,184,204,388
SACACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,6
SAMAIPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,37,51,33,28,9,6,5,4,5,4,5,6,4,2,3,8,101,109,210
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,8,9,3,1,1,0,0,0,0,0,0,0,0,0,0,17,12,29
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,21,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,14,10,6,0,4,3,8,6,4,5,3,2,2,4,5,7,46,37,83
SAN JAVIER(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,7,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,12,3,15
SAN JOAQUIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,1,3,9,6,1,2,3,3,1,2,3,5,0,0,3,3,21,24,45
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-08-01,0,0,0,0,16,5,10,9,0,1,4,5,0,0,1,3,1,3,5,1,37,27,64
