,group,variable,month,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,6,5,11
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,10,12,6,6,0,1,2,1,0,0,3,0,0,0,0,0,21,20,41
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,11,20
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,8,3,7,1,1,0,0,0,0,0,0,1,1,0,1,7,18,25
COMANCHE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
COMARAPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,8,14
COMBAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COPACABANA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,5,5,10
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,8,7,5,4,3,2,2,3,0,0,1,1,0,0,0,0,19,17,36
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,7,6,0,1,1,0,0,1,0,0,1,0,0,0,0,13,9,22
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,3,1,8,2,0,0,0,0,1,1,3,0,0,0,0,7,15,22
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,14,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,42,41,6,7,4,3,3,2,2,2,1,3,0,0,0,0,58,58,116
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,10,3,2,0,0,1,0,0,0,0,1,0,0,0,0,13,13,26
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,11,12,3,2,0,1,0,0,0,0,0,0,0,0,0,0,14,15,29
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2,6
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,257,250,114,126,34,19,19,25,16,13,21,18,22,16,16,11,499,478,977
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,8,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,10,8,18
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,41,29,0,0,2,2,1,1,1,0,0,0,1,0,0,0,46,32,78
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,17,11,1,2,0,2,0,0,0,1,0,0,0,0,0,0,18,16,34
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,36,31,15,11,2,1,4,5,0,1,3,1,0,0,0,0,60,50,110
ESCARA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ESMERALDA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,2,6,3,0,0,1,3,0,0,0,0,0,0,0,0,11,8,19
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,7,3,0,0,0,0,0,0,1,0,0,0,2,1,11,5,16
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,13,8,3,0,1,2,0,1,0,0,1,0,0,0,1,0,19,11,30
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,5,7
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,7,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,9,4,13
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,9,18,4,0,0,1,0,0,0,0,0,0,0,0,0,24,13,37
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,6,11
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,15,17,8,6,2,1,8,6,1,0,4,1,0,0,1,1,39,32,71
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,12,17
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
HUACHACALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,11,11,15,0,3,1,1,0,0,1,2,1,0,0,1,23,33,56
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,5
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,5,4,1,0,1,1,0,0,0,0,0,0,0,0,0,8,7,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,3,2,2,1,2,1,0,0,1,0,1,0,0,0,0,8,9,17
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,7,5,2,1,1,1,1,0,0,1,0,0,0,0,2,17,13,30
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,2,8,3,2,0,3,3,1,0,2,1,0,0,0,0,21,9,30
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,5,4,1,1,0,0,2,1,0,0,0,0,0,0,0,8,8,16
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,32,25,8,2,2,6,1,0,3,1,3,0,0,1,0,0,49,35,84
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,73,70,11,4,5,4,8,2,3,3,4,2,0,2,4,2,108,89,197
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,258,236,12,25,37,30,10,7,23,13,15,22,10,8,22,24,387,365,752
LA RIVERA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4,9,13
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,10,5,3,1,0,1,1,0,0,0,1,0,0,0,0,0,15,7,22
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,17,13,26,17,1,0,2,1,0,0,1,0,0,0,1,0,48,31,79
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,13
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,5,0,0,0,1,0,0,0,0,2,1,0,4,4,3,12,14,26
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,12,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,10,26
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,17,10,4,3,3,1,7,3,0,0,0,0,0,0,0,0,31,17,48
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,8,6,14
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,12,22,26,1,1,4,7,0,0,2,0,0,0,5,0,43,46,89
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,14,4,3,1,0,2,4,0,0,0,0,0,0,0,0,16,21,37
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,7,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,11,14,0,1,0,2,0,0,0,0,0,0,0,0,0,0,11,17,28
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,79,86,30,29,5,6,14,15,1,2,2,0,1,1,1,0,133,139,272
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,10,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,17,9,26
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,10,2,12
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,153,179,7,11,18,18,8,8,5,6,3,3,6,2,5,5,205,232,437
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,1,1,1,1,1,0,0,1,0,1,0,0,2,0,0,10,5,15
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,16,14,4,8,1,2,1,3,0,0,1,0,1,1,0,0,24,28,52
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,11,10,2,1,0,1,1,0,2,0,0,1,0,0,0,0,16,13,29
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,20,13,14,12,0,1,0,2,0,0,3,2,0,0,0,0,37,30,67
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,9,10,6,1,2,2,15,10,0,0,0,0,0,0,0,0,32,23,55
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,3,7,6,1,1,0,1,0,0,0,0,0,0,0,0,12,11,23
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,8,7,8,10,0,0,0,2,0,0,0,0,0,0,0,0,16,19,35
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,7,1,2,0,1,0,0,0,0,0,0,1,0,0,0,7,10,17
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,4,7,11
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,3,2,1,0,0,0,1,1,0,0,0,1,0,0,0,10,5,15
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,6,0,4,4,1,0,1,0,1,0,0,1,0,0,0,10,13,23
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,15,13,0,1,0,2,0,0,0,0,0,0,1,1,0,0,16,17,33
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,6
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,185,113,16,20,5,10,12,10,4,1,3,6,4,2,4,1,233,163,396
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,10,8,7,10,0,0,4,2,0,1,2,3,0,0,0,0,23,24,47
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,8,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,12,22
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,1,8,5,13
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,17,12,3,2,2,0,0,0,0,0,0,3,0,2,0,0,22,19,41
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,41,46,25,33,2,4,11,12,4,0,10,10,1,1,9,7,103,113,216
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,6,8,16,14,0,1,5,2,0,0,3,0,0,0,0,1,30,26,56
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,57,55,59,61,6,7,9,6,1,0,8,4,4,0,3,5,147,138,285
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,5,3,1,2,0,0,0,0,0,1,0,0,0,0,0,10,6,16
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,4,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,8,2,10
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,5,5,4,0,0,1,2,0,1,0,1,0,0,0,0,0,13,6,19
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,57,62,3,6,11,11,6,2,4,3,3,5,0,1,1,1,85,91,176
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,7,11,0,2,1,1,0,1,0,0,0,0,0,0,0,0,8,15,23
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,17,13,4,2,0,0,0,2,0,0,0,0,1,0,0,1,22,18,40
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-08-01,0,0,0,0,2,3,2,2,0,0,2,0,0,2,1,2,0,0,0,0,7,9,16
