,group,variable,month,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LLALLAGUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,18,22,12,24,4,0,4,2,0,1,1,2,0,0,1,1,40,52,92
LLICA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4
LURIBAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MACHACAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5
MACHARETI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MAGDALENA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MAIRANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,10,13,2,1,0,0,1,2,0,0,0,0,0,0,0,0,13,16,29
MALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MAPIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,18,3,1,2,2,2,1,0,0,0,0,0,0,0,0,15,22,37
MECAPACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MINEROS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,28,15,2,0,0,1,0,0,0,0,1,0,0,0,0,0,31,16,47
MIZQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,8,1,4,2,0,2,3,1,0,0,0,0,1,1,0,20,16,36
MOCOMOCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,10
MOJOCOYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,6,10
MONTEAGUDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
MONTERO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,55,47,3,0,3,7,1,1,1,0,0,0,0,8,0,1,63,64,127
MORO MORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
OCURI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,4,7,11
OKINAWA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,5,5,5,2,0,1,1,0,0,0,1,0,0,0,0,16,12,28
OMEREQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ORURO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,193,162,27,19,15,25,25,28,12,7,19,15,11,4,6,9,308,269,577
PADCAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,2,1,0,0,9,10,19
PADILLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PAILON,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,13,9,6,1,3,9,5,0,1,1,5,0,0,2,2,36,35,71
PALCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,16,6,0,2,0,0,0,0,0,0,0,0,0,0,0,21,16,37
PALOS BLANCOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,14,10,10,0,0,1,0,0,0,0,0,0,0,0,0,22,24,46
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,9,1,1,0,1,1,2,0,0,0,1,0,0,0,0,13,14,27
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PASORAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,16,11,3,3,2,2,4,1,0,0,1,0,0,0,0,0,26,17,43
PAZÑA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,4,4,8
PELECHUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POCOATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,5,2,3,1,1,0,1,0,0,1,1,0,0,0,0,13,11,24
POCONA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
POJO (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,11,9,20
POOPO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,4,7,11
PORCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3,20
POROMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
PORONGO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,5,9,1,1,0,1,0,1,0,0,0,0,0,0,0,23,6,29
PORTACHUELO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,13,1,0,2,0,0,0,0,0,1,0,0,3,0,1,18,17,35
PORVENIR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
POTOSI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,151,168,18,22,16,10,5,2,4,5,4,1,7,6,4,7,209,221,430
PRESTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,9
PUCARANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,12,13,9,1,1,0,1,3,0,0,0,0,1,0,0,0,24,17,41
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,5,5,10
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,8,2,0,1,0,3,0,0,0,0,0,0,0,0,0,14,8,22
PUERTO RICO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
PUERTO SILES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,24,4,1,2,2,0,0,1,0,0,0,2,0,0,0,18,27,45
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,37,39,21,23,5,1,11,15,0,1,4,4,1,3,6,6,85,92,177
PUNA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,4,3,7,0,0,0,0,0,0,0,1,0,0,0,0,7,12,19
PUNATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,13,13,14,2,0,1,1,1,0,0,1,0,0,1,1,32,30,62
QUIABAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,34,60,59,60,7,5,5,6,2,0,2,5,2,2,3,3,114,141,255
QUIME,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,3,6,9
RAVELO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
REYES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,10
RIBERALTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,52,54,1,3,9,9,3,1,4,2,0,3,2,4,0,0,71,76,147
ROBORE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,12,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,15,28
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,15,4,4,1,0,1,2,0,0,0,0,0,0,0,0,17,21,38
SABAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,4,6
SACABA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,90,81,23,29,5,9,4,0,2,8,1,2,0,4,2,0,127,133,260
SACABAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SACACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,9,9,6,0,0,1,0,0,0,0,0,1,0,0,0,17,15,32
SAIPINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,6,7,13
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAMAIPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,5,4,1,0,1,0,0,1,0,0,0,0,1,0,0,9,8,17
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN ANDRES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,7,2,1,1,1,1,1,0,0,0,1,0,0,0,1,6,12,18
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,7,2,2,1,0,0,0,0,0,1,1,0,0,0,0,15,10,25
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,29,24,15,17,7,4,4,6,2,0,6,5,2,0,2,0,67,56,123
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,4,6,1,0,1,1,0,0,1,0,0,0,0,0,0,13,7,20
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,10,13,4,4,2,0,0,1,0,0,3,1,0,0,0,0,19,19,38
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,21,11,7,8,2,4,2,1,1,1,0,0,1,0,0,1,34,26,60
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,1,0,0,2,0,1,0,1,0,1,0,1,0,0,0,10,1,11
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,13,27
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,11,9,11,2,1,8,12,1,0,5,5,1,1,5,2,45,43,88
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,38,31,9,8,2,4,0,0,1,0,0,1,1,0,0,0,51,44,95
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,7,8
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,12,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,25
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,10,7,9,1,1,0,2,0,1,0,0,0,0,0,0,15,23,38
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,11,23
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,12,8,2,2,1,0,0,0,0,0,0,0,0,0,0,1,15,11,26
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,8,14,15,1,1,0,3,0,0,0,0,0,0,0,0,28,27,55
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,9
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,10,6,16
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,6,3,1,0,0,3,4,1,0,0,0,0,0,0,0,14,11,25
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,674,672,36,42,86,71,23,35,34,38,21,27,35,29,17,20,926,934,1860
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,4,0,0,1,1,0,0,1,2,0,0,0,0,0,0,6,7,13
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,5,0,0,1,2,0,0,0,0,0,0,1,0,0,0,13,7,20
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,6,10
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SENA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,19,21,6,2,2,3,0,1,0,2,1,1,0,0,0,0,28,30,58
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,6,2,0,0,2,1,1,1,0,2,4,0,0,0,0,15,13,28
SICAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,25,19,6,7,3,3,4,1,0,1,0,2,0,0,0,2,38,35,73
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SORATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,4,1,2,0,2,0,0,1,1,0,0,0,0,0,0,5,9,14
SUCRE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,191,204,8,13,8,7,1,1,3,6,0,0,4,3,1,1,216,235,451
TACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,4,8,12
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,8,9,11,0,0,0,0,0,0,0,0,0,0,0,1,22,20,42
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TARACO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,3,6,9
TARATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TARIJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,116,77,27,22,11,8,7,9,3,6,6,3,2,2,3,5,175,132,307
TARVITA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,9,4,13
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,5,10,0,0,0,1,0,0,0,0,0,0,0,0,7,12,19
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,3,5,7,0,0,2,0,0,0,0,0,0,0,0,0,9,10,19
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,19,21,6,13,1,4,5,2,0,1,1,1,0,1,0,1,32,44,76
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,6,7,7,0,0,1,0,0,0,0,0,0,0,0,1,9,14,23
TOCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TOLATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,9
TOMINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
