,group,variable,month,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CARIPUYO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CHALLAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CHIMORE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,16,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,50
CHOQUE COTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHUMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CKOCHAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CLIZA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
COBIJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,39,30,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,89
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,287,269,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,292,607
COLCAPIRHUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,14,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COLOMI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,12,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLQUECHACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUENCHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18
COMANCHE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
COMBAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,14,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
COPACABANA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
CORO CORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COROICO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CORQUE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
COTOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,38,40,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,82
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CUEVO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CULPINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
DESAGUADERO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,294,272,114,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,381,789
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,55
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EUCALIPTUS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,5,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GUANAY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,27,17,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,51
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
HUARINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUATAJATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
INCAHUASI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,45,30,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,32,83
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,34,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,75
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,273,243,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,251,539
LAGUNILLAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
LAJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
LICOMA PAMPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,9,10,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,46
LLICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
MAPIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,21,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
MINEROS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,10,17,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,40
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
MONTERO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,106,86,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,87,198
MORO MORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
OCURI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
ORURO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,146,162,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,167,319
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PAILON,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,14,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36
PALCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
PALOS BLANCOS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,4,6,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
PAZÑA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POCOATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
POCONA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POJO (CBBA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
POOPO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
PORCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
POROMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PORONGO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PORVENIR,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
POTOSI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,89,81,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,88,189
PRESTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO PEREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO RICO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
PUERTO SILES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,16,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,9,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
PUNA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUNATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,8,14,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,49
QUILLACOLLO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,52,40,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,101,228
QUIME,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RAVELO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
REYES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,49,39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,92
ROBORE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
