,group,variable,month,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
YUNCHARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ACACIO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ACHACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,23,10,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27,15,42
ACHOCALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,24,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,20,45
AIQUILE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
ALALAY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ALTO BENI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
ANCORAIMES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANTEQUERA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ANZALDO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
APOLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,17,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ARANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,9,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,14,28
ARQUE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,19,16,10,4,0,0,5,5,0,0,2,2,0,0,1,1,0,0,0,0,37,28,65
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,14,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
AYATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,11,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,19,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
BAURES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,20,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,29
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BOLPEBRA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOYUIBE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CABEZAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,15,18,12,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,59
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
CAMARGO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
CAPINOTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,10,16,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,18,30
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CARACOLLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
CARANAVI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,27,26,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,61
CARAPARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CARIPUYO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CATACORA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHACARILLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHALLAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,21,21,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,49
CHAQUI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12
CHARAGUA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,13,11,13,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27,26,53
CHARAÑA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CHAYANTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
CHIMORE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,21,20,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,48
CHIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHOQUE COTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,9,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
CHUMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,7
CKOCHAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CLIZA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,13,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
COBIJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,26,24,15,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,33,74
COCAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,13,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
COCHABAMBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,340,313,9,15,1,0,3,2,1,0,3,2,2,0,2,3,0,1,1,2,362,338,700
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,21,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,41
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
COLOMI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,19,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
COLQUECHACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,5,9,3,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,16,24
COLQUENCHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
COLQUIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
COMANCHE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COMARAPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
COMBAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,15,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29
COPACABANA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CORIPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,14,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,10,28
CORO CORO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
COROICO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,11,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,9,21
CORQUE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
COTAGAITA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
COTOCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,66,65,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,69,140
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,17,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,37
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CUEVO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CULPINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CURVA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
DESAGUADERO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
EL ALTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,393,387,141,137,5,1,5,5,1,1,4,5,2,0,0,4,1,0,1,1,553,541,1094
EL CHORO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
EL PUENTE(TJA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EL TORNO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,25,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,57
EL VILLAR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,37,39,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,46,88
ESCARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
EUCALIPTUS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EXALTACION,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
FILADELFIA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
GIA-TIM,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
GUANAY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,5,4,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,11,25
GUAQUI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
GUAYARAMERIN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,16,29,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,18,34,52
GUTIERREZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,9,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
HUACARAJE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUACARETA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
HUACHACALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUANUNI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
HUARINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUATAJATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUMANATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICHOCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ICLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
INCAHUASI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
INQUISIVI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
IXIAMAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
JESUS DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
LA ASUNTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,36,25,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,29,71
LA GUARDIA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,85,79,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92,83,175
LA PAZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,374,342,9,11,2,1,1,0,1,3,0,0,1,2,0,0,3,0,0,1,391,360,751
LAGUNILLAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
LAJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,17,8,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,11,30
LAS CARRERAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,13,19,25,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,39,41,80
LLICA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LORETO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
