,group,variable,month,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LA ASUNTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,26,27,2,0,4,0,0,0,3,0,0,0,0,1,0,0,35,28,63
LA GUARDIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,123,79,8,8,2,4,2,3,0,0,1,0,0,0,1,0,137,94,231
LA PAZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,281,288,9,13,15,24,8,11,10,14,14,7,15,22,21,20,373,399,772
LAGUNILLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
LAJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
LAS CARRERAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,4
LLALLAGUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,23,16,20,24,1,0,0,0,0,1,0,0,0,0,0,0,44,41,85
LORETO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LURIBAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
MACHACAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MACHARETI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
MAGDALENA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
MAIRANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,16
MALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
MAPIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,8,9,3,1,1,1,1,0,0,0,0,0,0,0,0,18,13,31
MECAPACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MINEROS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,19,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31
MIZQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,2,9,8,0,1,0,1,0,0,0,0,0,0,0,0,16,12,28
MOCOMOCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,3,3,10,0,1,0,0,3,0,2,0,0,1,2,0,12,15,27
MOJINETE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3
MOJOCOYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,14,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
MONTERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,90,89,8,17,4,3,4,3,0,1,0,0,1,0,3,0,110,113,223
MORO MORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MOROCHATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4
OCURI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
OKINAWA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
OMEREQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ORURO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,149,137,6,7,5,4,1,1,1,2,0,0,1,1,1,0,164,152,316
PADCAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
PADILLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,7,7,14
PAILON,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,12,7,6,4,0,0,0,1,0,0,0,1,1,0,0,0,19,13,32
PALCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,17,1,5,0,0,0,0,0,0,0,1,0,0,0,0,8,23,31
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,14,7,24,19,1,0,0,0,0,0,0,0,0,0,0,0,39,26,65
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PASORAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,13,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,18,28
PAZÑA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,9,16
POCOATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,2,9,7,0,0,0,0,0,0,2,0,0,0,0,0,15,9,24
POCONA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
POJO (CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6,7,13
POOPO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
PORCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,8,13
POROMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
PORONGO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,7,4,2,0,0,0,0,0,1,0,0,0,0,0,0,10,10,20
PORTACHUELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,14,21
PORVENIR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POSTRER VALLE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,121,136,12,6,2,3,2,1,2,4,2,0,1,2,0,2,142,154,296
PRESTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
PUCARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,10,8,5,8,0,0,0,1,0,0,0,0,0,0,1,0,16,17,33
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,3,7,0,0,0,0,1,0,0,1,0,0,0,2,1,15,5,20
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,2,3,6,0,0,0,1,0,0,3,0,0,0,1,2,9,11,20
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,15
PUERTO RICO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,1,0,0,0,18,6,24
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,22,23,4,9,0,0,0,0,0,0,0,0,0,0,0,0,26,32,58
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,45,51,4,5,0,0,0,3,1,0,0,1,0,1,0,0,50,61,111
PUNA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
PUNATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,15,8,5,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
QUIABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,59,45,54,43,1,2,5,3,4,0,3,2,0,0,1,1,127,96,223
QUIME,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,8,2,0,0,2,1,0,0,0,0,2,0,0,0,0,10,12,22
QUIRUSILLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,4,6,10
RAVELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
REYES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
RIBERALTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,94,87,7,19,6,2,1,0,1,1,0,0,0,1,0,0,109,110,219
ROBORE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,25
SABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SACABA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,77,73,30,24,3,1,0,0,2,1,0,2,3,0,0,3,115,104,219
SACABAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SACACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,8,6,4,0,0,0,0,0,0,0,1,0,0,0,0,12,13,25
SAIPINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAMAIPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
SAN AGUSTIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN ANDRES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,8,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,12,14
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,10,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27
SAN BENITO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN BORJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,44,40,20,16,2,1,3,1,2,2,1,1,0,1,2,3,74,65,139
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,1,5,3,0,0,0,1,1,0,0,1,0,0,0,0,12,6,18
SAN CARLOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
SAN IGNACIO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,14,17,3,5,3,5,3,1,2,2,1,0,0,0,0,0,26,30,56
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,38,31,9,14,0,3,2,0,0,0,1,0,1,0,0,0,51,48,99
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,21,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,15,37
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,15,17,16,15,2,0,3,0,1,0,0,0,0,0,0,0,37,32,69
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JULIAN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,49,44,1,5,0,1,0,0,0,0,0,0,0,0,0,0,50,50,100
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,2,6,8,0,0,0,0,0,0,1,0,0,0,1,0,12,10,22
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,12,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,20,12,32
SAN LUCAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,22,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,41
SAN MATIAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,10,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,8,21
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3,5,8
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,6
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
SANTA ANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,6,15
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,836,778,52,40,22,27,14,7,11,17,6,6,12,12,4,13,957,900,1857
SANTA ROSA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,10,3,2,0,0,0,1,0,0,0,0,0,0,0,0,7,13,20
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2,8
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,7,2,4,0,0,2,2,1,0,3,2,2,1,1,1,12,17,29
SENA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,12,7,4,0,0,0,0,1,1,1,0,1,0,1,1,16,18,34
SHINAOTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,17,22,3,1,0,0,0,0,0,0,0,1,0,0,0,0,20,24,44
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,6,8,14
SICAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,6,5,11
SIPE SIPE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,45,32,7,11,0,0,0,1,0,0,1,0,0,0,0,0,53,44,97
SOPACHUY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
SORACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,13
SORATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,3,8,9,1,1,1,0,0,1,0,2,0,0,0,0,15,16,31
SUCRE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,172,188,7,10,1,1,0,0,0,0,1,0,1,0,1,0,183,199,382
TACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
TACOBAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TACOPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TAHUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TAPACARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,6,7,13
TARACO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TARATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
TARIJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,107,103,11,14,1,1,0,0,0,2,0,0,0,0,0,2,119,122,241
TARVITA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
TEOPONTE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
TIAHUANACU,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,6,2,4,0,6,0,1,4,0,4,4,0,0,2,1,14,22,36
TINGUIPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,1,6,9,0,0,1,0,0,0,0,0,0,0,0,2,13,12,25
TIPUANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,6,6,12
