,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LA PAZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,274,267,14,24,50,42,15,14,22,21,14,25,36,33,62,69,487,495,982
LAGUNILLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,2,5,3,0,0,0,0,0,0,0,0,0,0,2,1,10,6,16
LAJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,10,5,3,1,2,2,1,0,0,0,1,0,1,0,1,2,19,10,29
LAS CARRERAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,10
LICOMA PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,5,7
LLALLAGUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,13,24,13,1,0,2,1,0,0,1,0,0,0,1,0,44,27,71
LLICA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,7
LORETO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,5
LURIBAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,11
MACHACAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6
MACHARETI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,4,5,11,2,0,0,0,0,0,0,0,0,0,0,0,11,15,26
MAGDALENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,4,2,0,0,0,0,0,0,0,1,0,0,0,2,2,9,6,15
MAIRANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
MAPIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,11,7,2,5,1,3,3,0,0,0,0,0,1,1,0,29,18,47
MECAPACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,4,2,0,0,1,0,0,0,1,0,1,0,0,0,0,8,7,15
MINEROS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,32,20,34,55,1,2,5,4,0,0,5,2,2,1,7,1,86,85,171
MIZQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,18,5,5,1,1,2,3,0,0,0,0,0,1,0,0,21,28,49
MOCOMOCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,10,11,21
MOJOCOYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,19,13,2,3,0,2,0,1,0,0,0,0,1,0,0,0,22,19,41
MONTERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,169,180,47,45,4,9,10,12,1,2,3,2,3,1,5,5,242,256,498
MORO MORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
MOROCHATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,2,1,0,0,0,1,0,0,1,3,1,0,0,0,5,7,12
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
OCURI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,4,2,3,2,0,0,0,1,1,0,0,2,1,0,0,9,9,18
OKINAWA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,11,4,6,1,0,1,0,0,0,0,0,0,0,0,0,15,17,32
OMEREQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
ORURO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,224,220,13,17,18,19,14,13,10,9,6,3,7,12,11,15,303,308,611
PADCAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,9,3,12
PADILLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,10,20
PAILON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,12,5,8,8,1,4,2,2,0,1,1,0,0,2,3,1,27,23,50
PALCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,7,4,2,0,1,2,0,2,0,1,0,2,0,1,0,23,10,33
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,21,12,14,12,0,1,0,2,0,0,3,2,0,0,0,0,38,29,67
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PASORAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,10,6,1,2,2,15,10,0,0,0,0,0,0,0,0,32,23,55
PAZÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PELECHUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,11,20
POCOATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,3,7,10,3,0,0,0,0,0,2,0,0,0,0,0,18,13,31
POCONA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,4,8,9,0,0,0,3,0,0,0,0,0,0,0,0,13,16,29
POJO (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,6,10,16
POOPO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
PORCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,10,14,4,3,0,0,0,0,0,1,0,0,1,0,0,0,15,18,33
POROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,12,8,10,5,0,0,0,1,1,0,0,0,1,0,0,0,24,14,38
PORONGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,4,1,5,2,1,0,1,0,1,0,0,1,0,0,0,7,12,19
PORTACHUELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,24,26,2,0,2,1,0,0,1,0,0,0,1,0,0,0,30,27,57
PORVENIR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,4,6,10
POSTRER VALLE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,200,140,22,21,8,11,4,9,2,2,6,5,2,7,3,3,247,198,445
PRESTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
PUCARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,8,6,9,3,0,4,3,0,0,1,2,0,0,0,0,25,22,47
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,11,1,0,1,0,0,1,0,0,0,0,2,0,0,2,12,14,26
PUERTO RICO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,6,4,10
PUERTO SILES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,30,28,9,10,4,1,2,1,0,1,1,4,0,0,3,5,49,50,99
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,41,46,23,31,2,6,14,13,3,0,10,8,2,2,9,11,104,117,221
PUNA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUNATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,7,16,14,0,1,5,2,0,0,3,0,0,1,0,2,29,27,56
QUIABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,70,56,66,62,9,11,15,10,2,0,9,5,4,2,10,16,185,162,347
QUIME,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,4,2,3,2,0,0,0,0,0,1,0,0,0,0,0,9,7,16
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,9,5,4,2,0,2,0,1,1,0,0,1,0,2,1,26,15,41
RAVELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
REYES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,10,2,3,0,0,1,3,0,1,0,0,0,0,0,0,0,17,3,20
RIBERALTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,57,57,2,4,10,11,8,1,2,5,3,4,3,1,1,3,86,86,172
ROBORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,14,10,0,5,1,1,0,1,0,0,0,0,0,0,0,0,15,17,32
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,14,3,2,0,1,0,2,0,0,0,0,0,1,0,2,18,22,40
SABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,2,1,2,1,0,3,0,0,0,1,0,1,2,0,0,10,6,16
SACABA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,100,119,36,29,3,1,5,3,3,1,2,2,2,2,7,4,158,161,319
SACABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,1,5
SACACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,5,5,6,0,0,0,0,1,0,0,0,0,0,0,0,11,11,22
SAIPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAMAIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,12,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,4,18
SAN AGUSTIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,2,5,7
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,5,1,6
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,8
SAN BENITO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,12,8,5,1,2,0,1,2,0,0,0,0,0,1,0,1,20,13,33
SAN BORJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,29,29,11,18,7,9,3,1,3,1,1,1,2,1,5,5,61,65,126
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,9,3,1,0,0,1,3,0,0,2,6,0,0,1,0,9,19,28
SAN CARLOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,16,20,1,2,0,0,0,0,0,0,0,1,0,0,0,0,17,23,40
SAN IGNACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,41,31,14,14,9,4,10,8,3,2,4,5,1,4,4,4,86,72,158
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,6,20
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,12,12,7,10,1,0,11,3,0,1,4,1,4,1,3,4,42,32,74
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN JULIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,44,39,11,9,3,0,7,2,4,0,1,0,1,2,0,0,71,52,123
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,3,4,7
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
SAN LUCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,17,19,5,5,1,0,0,1,0,0,0,0,0,0,0,0,23,25,48
SAN MATIAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,9,1,1,0,1,3,5,0,0,0,0,0,0,2,1,17,17,34
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,3,5
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,12,23,11,1,1,1,1,0,0,1,1,0,0,0,0,41,26,67
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,13,11,16,1,0,0,0,1,0,2,3,0,0,0,1,23,33,56
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,10,7,17
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,20
SANTA ANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,9,11,3,0,1,9,6,0,1,6,5,0,0,3,3,35,28,63
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,699,712,52,59,93,92,66,52,34,27,49,30,44,52,40,44,1077,1068,2145
SANTA ROSA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,4,2,1,1,0,0,0,0,0,1,1,5,4,1,0,15,10,25
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,20,24,7,8,1,1,0,0,0,0,0,0,0,0,0,0,28,33,61
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,0,1,0,0,0,2,6,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,10,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,11,4,15
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,2,1,0,0,2,0,0,1,0,0,0,0,1,0,6,2,8
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,6,6,12
SENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,6,7,2,1,0,3,1,1,1,0,0,3,0,6,3,22,13,35
SHINAOTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,34,7,8,1,2,4,0,0,0,1,2,2,1,2,2,32,49,81
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,7,1,1,0,0,1,1,0,1,0,0,0,0,0,1,9,11,20
SICAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,60,53,23,21,3,6,7,5,0,2,8,6,3,2,5,1,109,96,205
SOPACHUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SORACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,5,12
SORATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,6,2,6,1,1,0,2,0,0,0,0,0,0,0,0,14,15,29
SUCRE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,280,270,11,17,8,9,0,2,3,8,2,3,4,2,0,0,308,311,619
TACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TACACOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,6
TACOBAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
TACOPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAHUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TAPACARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,10,7,6,0,0,1,0,1,0,0,0,0,0,2,0,22,16,38
TARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,15,6,6,0,2,0,1,0,0,0,0,0,0,0,0,17,24,41
TARACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,2,1,0,4,5,9
TARATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,7,8,7,1,0,1,0,0,0,1,0,0,0,1,1,14,15,29
TARIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,91,82,27,25,9,6,11,11,3,1,8,5,3,2,10,4,162,136,298
TARVITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
TEOPONTE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,7,1,3,0,0,0,3,0,0,0,0,0,0,1,0,10,13,23
TIAHUANACU,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,8,0,2,1,1,2,0,0,1,1,2,2,0,1,3,14,17,31
TINGUIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,7,13,19,0,0,1,1,0,0,0,0,0,0,0,0,17,27,44
TIPUANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,3,4,2,1,1,3,3,0,0,0,0,1,0,1,6,14,15,29
TIQUIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,26,26,9,16,0,1,2,0,0,3,2,0,1,3,1,3,41,52,93
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,3,9,6,0,0,0,0,0,0,1,1,0,0,0,0,17,10,27
