,group,variable,month,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,23,27,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,31,57
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,13,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,14,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,10,9,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,13,26
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,12,5,11,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,14,38
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,11,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,14,10,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,12,28
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,819,807,29,44,38,31,13,16,16,5,5,6,5,7,4,5,6,6,5,5,940,932,1872
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,12
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,4,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,7,17
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,7,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,11,20
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,25,9,5,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,33,16,49
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,8,19
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,33,37,2,5,5,1,2,0,0,2,0,0,0,1,1,1,1,1,0,0,44,48,92
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,16
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,5,4,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,11,8,19
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,204,163,3,6,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,212,173,385
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,12,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,116,108,14,20,3,0,5,1,1,0,1,0,0,0,0,0,1,0,0,0,141,129,270
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,4,8,10,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,25,31,10,11,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,38,44,82
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,5,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,8,20
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5,6,11
TODOS SANTOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,10,3,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,12,17,29
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,57,63,1,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63,66,129
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,31,25,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,62
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,18,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,19,38
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,35,35,9,13,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,48,50,98
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,33,21,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41,23,64
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,77,61,7,7,3,1,3,1,1,2,1,0,0,0,2,0,1,0,0,0,95,72,167
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,23,17,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,46
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,21,15,19,14,0,1,0,1,0,0,1,3,1,0,3,0,0,0,0,0,45,34,79
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,86,95,6,0,1,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,98,97,195
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,35,32,18,16,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,54,50,104
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,25,18,28,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,54,39,93
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,16,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,16,22,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,24,43
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,6,5,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,9,20
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,13,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,8
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,15,9,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,13,30
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,26,13,4,6,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,32,23,55
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,13,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,6,8,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,17,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,17,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,9
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,9,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,16,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,6,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,7,2,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,4,16
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,20,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,21,14,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,26,16,42
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,11,4,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,14,9,23
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,22,20,11,4,1,1,0,0,1,1,1,1,0,1,2,1,0,0,0,0,38,29,67
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,6,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,4,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
CATACORA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
