,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,21,29,21,25,42,54,96
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,5,11,9,20,14,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,342,353,5,12,347,365,712
COIPASA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,0,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,16,16,2,3,18,19,37
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,12,8,1,0,13,8,21
COLLANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,0,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,11,9,1,0,12,9,21
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,4,0,9,3,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,7,1,6,7,13,20
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,10,0,0,6,10,16
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,2,6,6,13,8,21
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,10,8,4,3,14,11,25
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,1,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,8,11,12,20,20,40
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,4,5,2,6,6,12
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,14,8,7,8,21,16,37
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,3,2,1,4,4,8
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,1,2,5,6,11
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,0,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,8,0,1,7,9,16
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,29,37,4,4,33,41,74
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,16,14,4,2,20,16,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,0,0,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,2,2,0,4,2,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,10,3,5,12,15,27
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,0,0,0,3,0,3
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,2,1,1,2,3,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,322,337,171,167,493,504,997
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,0,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,5,7,1,9,6,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,5,1,6,5,11,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,35,45,6,1,41,46,87
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,2,0,0,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,16,5,6,3,22,8,30
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,23,22,1,3,24,25,49
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,1,1,0,4,1,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,2,0,0,2,2,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,3,0,0,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,5,2,6,8,11,19
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,4,0,5,1,9,10
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,10,7,7,1,17,8,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,3,3,2,4,5,9
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,10,0,2,8,12,20
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,3,2,3,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,17,10,1,0,18,10,28
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,7,1,3,6,10,16
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,1,1,1,8,2,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,4,4,1,12,5,17
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,2,0,0,2,2,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,0,3,2,9,2,11
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,2,2,0,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,4,1,2,2,6,8
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,2,1,3,1,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,1,1,0,3,1,4
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,4,2,2,7,6,13
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,4,5,5,6,11
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,2,5,0,5,2,7
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,4,0,4,5,8,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,1,1,5,5,10
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,5,4,6,5,11
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,4,1,2,3,6,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,20,22,4,0,24,22,46
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,75,88,4,4,79,92,171
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,274,277,84,67,358,344,702
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,2,1,2,5,4,9
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,5,0,1,9,6,15
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,2,0,0,0,2,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,2,0,0,1,2,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,10,9,11,17,21,26,47
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,0,0,0,3,0,3
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,1,0,0,4,1,5
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,4,0,0,3,4,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,3,2,1,4,4,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,5,2,6,8,11,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,7,0,0,1,7,8
MALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,4,2,4,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,9,1,0,8,9,17
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,9,0,3,4,12,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,12,13,7,9,19,22,41
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,7,3,4,7,11,18
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,5,6,2,8,7,15
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,1,1,6,4,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,14,11,3,0,17,11,28
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,65,71,23,23,88,94,182
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,0,0,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,2,1,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,0,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,0,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,5,3,1,6,6,12
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,11,3,0,5,11,16
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,4,1,3,6,7,13
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,143,137,5,3,148,140,288
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,10,10,3,4,13,14,27
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,4,1,2,6,6,12
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,8,15,11,23,19,42
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,7,3,1,10,8,18
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,15,20,3,1,18,21,39
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,0,0,5,3,8
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,1,1,2,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,3,0,1,2,4,6
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,14,9,1,0,15,9,24
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,3,0,0,4,3,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,6,0,1,3,7,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,6,6,4,9,10,19
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,3,8,9,11,12,23
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,4,0,2,3,6,9
POOPO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,2,0,0,3,2,5
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,3,0,4,4,7,11
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,2,1,6,5,11
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,5,2,2,8,7,15
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,9,1,1,10,10,20
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,1,3,2,6,3,9
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,1,1,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,100,116,15,12,115,128,243
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,1,2,0,5,1,6
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,1,1,2,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,10,12,6,7,16,19,35
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,4,0,2,7,6,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,9,1,3,5,12,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,2,2,2,4
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,3,4,3,4,6,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,4,3,1,5,5,10
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,1,2,6,5,11
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,25,13,4,3,29,16,45
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,42,32,2,3,44,35,79
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,6,7,7,8,15
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,17,20,8,11,25,31,56
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,0,3,0,4,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,38,43,52,65,90,108,198
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,5,0,2,2,7,9
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,0,2,0,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,3,2,1,2,4,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,6,3,2,7,8,15
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,46,44,0,0,46,44,90
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,9,1,1,9,10,19
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,19,14,2,0,21,14,35
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,1,0,0,3,1,4
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,77,71,25,22,102,93,195
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,0,0,4,4,8
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,8,4,1,7,9,16
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,4,2,2,3,6,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,1,5,6,8,14
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,34,4,2,0,36,4,40
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,5,2,1,5,6,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,2,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,6,1,2,6,8,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,4,3,1,8,5,13
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,15,16,3,1,18,17,35
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,2,2,7,5,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,14,14,1,2,15,16,31
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,12,8,9,1,21,9,30
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,38,31,23,19,61,50,111
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,15,0,0,8,15,23
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,3,0,0,3,3,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,1,5,6,8,14
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,14,2,1,9,15,24
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,33,38,5,6,38,44,82
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,1,5,5,7,6,13
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,14,23,0,0,14,23,37
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,13,11,7,8,20,19,39
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,25,34,16,18,41,52,93
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,2,1,2,6,4,10
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,10,1,1,7,11,18
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,7,8,11,16,18,34
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,3,0,0,0,3,3
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,6,6,7,11,13,24
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,0,0,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,10,2,10,3,13
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,4,3,3,6,7,13
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,5,1,7,1,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,2,0,0,5,2,7
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,5,3,2,11,7,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,677,594,149,168,826,762,1588
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,5,0,0,2,5,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,6,3,1,8,7,15
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,4,0,0,0,4,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,0,2,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,0,1,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,2,0,0,4,2,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,2,0,2,1,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,2,0,1,1,3,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,7,0,0,5,7,12
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,1,0,0,2,1,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,15,14,1,1,16,15,31
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,3,2,4,9,7,16
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,40,45,3,7,43,52,95
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,1,2,0,4,1,5
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,3,3,1,8,4,12
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,156,142,5,2,161,144,305
TACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,7,0,1,3,8,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,3,1,3,4,6,10
