municipality,group,variable,month,Pulpotomías,TOTAL
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-08-01,142,142
SAN LUCAS,consultas odontologicas,pulpotomias,2007-08-01,65,65
SAN MATIAS,consultas odontologicas,pulpotomias,2007-08-01,84,84
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-08-01,170,170
SAN PABLO DE LIPEZ,consultas odontologicas,pulpotomias,2007-08-01,5,5
SAN PEDRO,consultas odontologicas,pulpotomias,2007-08-01,24,24
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-08-01,20,20
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-08-01,26,26
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-08-01,16,16
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2007-08-01,15,15
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-08-01,63,63
SAN RAMON,consultas odontologicas,pulpotomias,2007-08-01,10,10
SAN RAMON,consultas odontologicas,pulpotomias,2007-08-01,99,99
SANTA ANA,consultas odontologicas,pulpotomias,2007-08-01,79,79
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-08-01,1999,1999
SANTA ROSA,consultas odontologicas,pulpotomias,2007-08-01,45,45
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-08-01,167,167
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-08-01,12,12
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-08-01,80,80
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-08-01,24,24
SANTIVAÑES,consultas odontologicas,pulpotomias,2007-08-01,21,21
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-08-01,18,18
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-08-01,29,29
SENA,consultas odontologicas,pulpotomias,2007-08-01,22,22
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-08-01,48,48
SICAYA,consultas odontologicas,pulpotomias,2007-08-01,12,12
SIPE SIPE,consultas odontologicas,pulpotomias,2007-08-01,56,56
SOPACHUY,consultas odontologicas,pulpotomias,2007-08-01,64,64
SORACACHI,consultas odontologicas,pulpotomias,2007-08-01,51,51
SORATA,consultas odontologicas,pulpotomias,2007-08-01,30,30
SUCRE,consultas odontologicas,pulpotomias,2007-08-01,910,910
TACACOMA,consultas odontologicas,pulpotomias,2007-08-01,86,86
TACOPAYA,consultas odontologicas,pulpotomias,2007-08-01,35,35
TAHUA,consultas odontologicas,pulpotomias,2007-08-01,16,16
TAPACARI,consultas odontologicas,pulpotomias,2007-08-01,37,37
TARABUCO,consultas odontologicas,pulpotomias,2007-08-01,87,87
TARACO,consultas odontologicas,pulpotomias,2007-08-01,16,16
TARATA,consultas odontologicas,pulpotomias,2007-08-01,10,10
TARIJA,consultas odontologicas,pulpotomias,2007-08-01,629,629
TARVITA,consultas odontologicas,pulpotomias,2007-08-01,41,41
TEOPONTE,consultas odontologicas,pulpotomias,2007-08-01,23,23
TIAWANACU,consultas odontologicas,pulpotomias,2007-08-01,207,207
TIPUANI,consultas odontologicas,pulpotomias,2007-08-01,15,15
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-08-01,89,89
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-08-01,106,106
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2007-08-01,10,10
TOCO,consultas odontologicas,pulpotomias,2007-08-01,18,18
TOLATA,consultas odontologicas,pulpotomias,2007-08-01,8,8
TOLEDO,consultas odontologicas,pulpotomias,2007-08-01,60,60
TOMAVE,consultas odontologicas,pulpotomias,2007-08-01,33,33
TOMINA,consultas odontologicas,pulpotomias,2007-08-01,68,68
TORO TORO,consultas odontologicas,pulpotomias,2007-08-01,23,23
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-08-01,52,52
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-08-01,4,4
TRIGAL,consultas odontologicas,pulpotomias,2007-08-01,19,19
TRINIDAD,consultas odontologicas,pulpotomias,2007-08-01,408,408
TUPIZA,consultas odontologicas,pulpotomias,2007-08-01,250,250
TURCO,consultas odontologicas,pulpotomias,2007-08-01,18,18
UMALA,consultas odontologicas,pulpotomias,2007-08-01,11,11
UNCIA,consultas odontologicas,pulpotomias,2007-08-01,113,113
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-08-01,126,126
URUBICHA,consultas odontologicas,pulpotomias,2007-08-01,20,20
UYUNI,consultas odontologicas,pulpotomias,2007-08-01,153,153
VACAS,consultas odontologicas,pulpotomias,2007-08-01,14,14
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-08-01,161,161
VIACHA,consultas odontologicas,pulpotomias,2007-08-01,198,198
VILLA MONTES,consultas odontologicas,pulpotomias,2007-08-01,53,53
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2007-08-01,1,1
VILLA SERRANO,consultas odontologicas,pulpotomias,2007-08-01,22,22
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-08-01,209,209
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-08-01,69,69
VILLAZON,consultas odontologicas,pulpotomias,2007-08-01,172,172
VINTO,consultas odontologicas,pulpotomias,2007-08-01,32,32
VITICHI,consultas odontologicas,pulpotomias,2007-08-01,13,13
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-08-01,13,13
WARNES,consultas odontologicas,pulpotomias,2007-08-01,58,58
YACO,consultas odontologicas,pulpotomias,2007-08-01,33,33
YACUIBA,consultas odontologicas,pulpotomias,2007-08-01,187,187
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-08-01,38,38
YANACACHI,consultas odontologicas,pulpotomias,2007-08-01,11,11
YAPACANI,consultas odontologicas,pulpotomias,2007-08-01,135,135
YOCALLA,consultas odontologicas,pulpotomias,2007-08-01,16,16
YOTALA,consultas odontologicas,pulpotomias,2007-08-01,33,33
YUNCHARA,consultas odontologicas,pulpotomias,2007-08-01,62,62
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-08-01,26,26
ACACIO,consultas odontologicas,pulpotomias,2007-09-01,20,20
ACHACACHI,consultas odontologicas,pulpotomias,2007-09-01,212,212
ACHOCALLA,consultas odontologicas,pulpotomias,2007-09-01,51,51
AIQUILE,consultas odontologicas,pulpotomias,2007-09-01,42,42
ALCALA,consultas odontologicas,pulpotomias,2007-09-01,44,44
ANCORAIMES,consultas odontologicas,pulpotomias,2007-09-01,49,49
ANDAMARCA,consultas odontologicas,pulpotomias,2007-09-01,24,24
ANTEQUERA,consultas odontologicas,pulpotomias,2007-09-01,20,20
ANZALDO,consultas odontologicas,pulpotomias,2007-09-01,25,25
APOLO,consultas odontologicas,pulpotomias,2007-09-01,58,58
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-09-01,4,4
ARANI,consultas odontologicas,pulpotomias,2007-09-01,17,17
ARBIETO,consultas odontologicas,pulpotomias,2007-09-01,10,10
ARQUE,consultas odontologicas,pulpotomias,2007-09-01,12,12
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-09-01,40,40
ATOCHA,consultas odontologicas,pulpotomias,2007-09-01,136,136
AYATA,consultas odontologicas,pulpotomias,2007-09-01,50,50
AYO AYO,consultas odontologicas,pulpotomias,2007-09-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-09-01,74,74
AZURDUY,consultas odontologicas,pulpotomias,2007-09-01,21,21
BATALLAS,consultas odontologicas,pulpotomias,2007-09-01,73,73
BAURES,consultas odontologicas,pulpotomias,2007-09-01,54,54
BELEN DE URMIRI,consultas odontologicas,pulpotomias,2007-09-01,13,13
BELLA FLOR,consultas odontologicas,pulpotomias,2007-09-01,13,13
BERMEJO,consultas odontologicas,pulpotomias,2007-09-01,303,303
BETANZOS,consultas odontologicas,pulpotomias,2007-09-01,74,74
BOLIVAR,consultas odontologicas,pulpotomias,2007-09-01,43,43
BOLPEBRA,consultas odontologicas,pulpotomias,2007-09-01,20,20
BOYUIBE,consultas odontologicas,pulpotomias,2007-09-01,36,36
BUENA VISTA,consultas odontologicas,pulpotomias,2007-09-01,63,63
CABEZAS,consultas odontologicas,pulpotomias,2007-09-01,45,45
CAIROMA,consultas odontologicas,pulpotomias,2007-09-01,75,75
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-09-01,17,17
CAJUATA,consultas odontologicas,pulpotomias,2007-09-01,11,11
CALACOTO,consultas odontologicas,pulpotomias,2007-09-01,116,116
CALAMARCA,consultas odontologicas,pulpotomias,2007-09-01,57,57
CAMARGO,consultas odontologicas,pulpotomias,2007-09-01,88,88
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-09-01,21,21
CAMIRI,consultas odontologicas,pulpotomias,2007-09-01,197,197
CAPINOTA,consultas odontologicas,pulpotomias,2007-09-01,48,48
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-09-01,54,54
CARACOLLO,consultas odontologicas,pulpotomias,2007-09-01,160,160
CARANAVI,consultas odontologicas,pulpotomias,2007-09-01,170,170
CARAPARI,consultas odontologicas,pulpotomias,2007-09-01,138,138
CARIPUYO,consultas odontologicas,pulpotomias,2007-09-01,21,21
CHALLAPATA,consultas odontologicas,pulpotomias,2007-09-01,162,162
CHAQUI,consultas odontologicas,pulpotomias,2007-09-01,10,10
CHARAGUA,consultas odontologicas,pulpotomias,2007-09-01,331,331
CHAYANTA,consultas odontologicas,pulpotomias,2007-09-01,45,45
CHIMORE,consultas odontologicas,pulpotomias,2007-09-01,48,48
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-09-01,164,164
CHUMA,consultas odontologicas,pulpotomias,2007-09-01,92,92
CLIZA,consultas odontologicas,pulpotomias,2007-09-01,23,23
COBIJA,consultas odontologicas,pulpotomias,2007-09-01,162,162
COCHABAMBA,consultas odontologicas,pulpotomias,2007-09-01,2989,2989
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-09-01,95,95
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-09-01,15,15
COLLANA,consultas odontologicas,pulpotomias,2007-09-01,14,14
COLOMI,consultas odontologicas,pulpotomias,2007-09-01,55,55
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-09-01,26,26
COLQUECHACA,consultas odontologicas,pulpotomias,2007-09-01,84,84
COLQUENCHA,consultas odontologicas,pulpotomias,2007-09-01,24,24
COLQUIRI,consultas odontologicas,pulpotomias,2007-09-01,41,41
COMARAPA,consultas odontologicas,pulpotomias,2007-09-01,261,261
COMBAYA,consultas odontologicas,pulpotomias,2007-09-01,15,15
CONCEPCION,consultas odontologicas,pulpotomias,2007-09-01,50,50
COPACABANA,consultas odontologicas,pulpotomias,2007-09-01,51,51
CORIPATA,consultas odontologicas,pulpotomias,2007-09-01,42,42
CORO CORO,consultas odontologicas,pulpotomias,2007-09-01,18,18
COROICO,consultas odontologicas,pulpotomias,2007-09-01,112,112
CORQUE,consultas odontologicas,pulpotomias,2007-09-01,50,50
COTAGAITA,consultas odontologicas,pulpotomias,2007-09-01,100,100
COTOCA,consultas odontologicas,pulpotomias,2007-09-01,58,58
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-09-01,13,13
CUEVO,consultas odontologicas,pulpotomias,2007-09-01,6,6
CULPINA,consultas odontologicas,pulpotomias,2007-09-01,79,79
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-09-01,55,55
CURVA,consultas odontologicas,pulpotomias,2007-09-01,16,16
DESAGUADERO,consultas odontologicas,pulpotomias,2007-09-01,80,80
EL ALTO,consultas odontologicas,pulpotomias,2007-09-01,3504,3504
EL PUENTE(STC),consultas odontologicas,pulpotomias,2007-09-01,27,27
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2007-09-01,66,66
EL TORNO,consultas odontologicas,pulpotomias,2007-09-01,95,95
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-09-01,233,233
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-09-01,12,12
EUCALIPTUS,consultas odontologicas,pulpotomias,2007-09-01,12,12
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2007-09-01,68,68
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2007-09-01,114,114
FILADELFIA,consultas odontologicas,pulpotomias,2007-09-01,16,16
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2007-09-01,74,74
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2007-09-01,75,75
GUANAY,consultas odontologicas,pulpotomias,2007-09-01,39,39
GUAQUI,consultas odontologicas,pulpotomias,2007-09-01,44,44
GUAYARAMERIN,consultas odontologicas,pulpotomias,2007-09-01,139,139
GUTIERREZ,consultas odontologicas,pulpotomias,2007-09-01,111,111
HUACARETA,consultas odontologicas,pulpotomias,2007-09-01,71,71
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2007-09-01,46,46
HUACHACALLA,consultas odontologicas,pulpotomias,2007-09-01,14,14
HUANUNI,consultas odontologicas,pulpotomias,2007-09-01,97,97
HUARACAJE,consultas odontologicas,pulpotomias,2007-09-01,10,10
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2007-09-01,24,24
ICLA,consultas odontologicas,pulpotomias,2007-09-01,39,39
INCAHUASI,consultas odontologicas,pulpotomias,2007-09-01,122,122
INQUISIVI,consultas odontologicas,pulpotomias,2007-09-01,184,184
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-09-01,33,33
IXIAMAS,consultas odontologicas,pulpotomias,2007-09-01,41,41
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-09-01,127,127
LA ASUNTA,consultas odontologicas,pulpotomias,2007-09-01,40,40
LA GUARDIA,consultas odontologicas,pulpotomias,2007-09-01,83,83
LA PAZ,consultas odontologicas,pulpotomias,2007-09-01,2935,2935
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-09-01,51,51
LAJA,consultas odontologicas,pulpotomias,2007-09-01,81,81
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-09-01,27,27
LICOMA PAMPA,consultas odontologicas,pulpotomias,2007-09-01,22,22
LLALLAGUA,consultas odontologicas,pulpotomias,2007-09-01,107,107
LLICA,consultas odontologicas,pulpotomias,2007-09-01,51,51
LORETO,consultas odontologicas,pulpotomias,2007-09-01,17,17
LURIBAY,consultas odontologicas,pulpotomias,2007-09-01,29,29
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-09-01,46,46
MACHARETI,consultas odontologicas,pulpotomias,2007-09-01,24,24
MAGDALENA,consultas odontologicas,pulpotomias,2007-09-01,40,40
MAIRANA,consultas odontologicas,pulpotomias,2007-09-01,11,11
MALLA,consultas odontologicas,pulpotomias,2007-09-01,13,13
MAPIRI,consultas odontologicas,pulpotomias,2007-09-01,67,67
MECAPACA,consultas odontologicas,pulpotomias,2007-09-01,88,88
MINEROS,consultas odontologicas,pulpotomias,2007-09-01,110,110
MIZQUE,consultas odontologicas,pulpotomias,2007-09-01,51,51
MOCOMOCO,consultas odontologicas,pulpotomias,2007-09-01,109,109
MOJOCOYA,consultas odontologicas,pulpotomias,2007-09-01,32,32
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-09-01,78,78
MONTERO,consultas odontologicas,pulpotomias,2007-09-01,258,258
MORO MORO,consultas odontologicas,pulpotomias,2007-09-01,12,12
MOROCHATA,consultas odontologicas,pulpotomias,2007-09-01,94,94
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2007-09-01,26,26
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2007-09-01,37,37
OKINAWA,consultas odontologicas,pulpotomias,2007-09-01,16,16
OMEREQUE,consultas odontologicas,pulpotomias,2007-09-01,17,17
ORURO,consultas odontologicas,pulpotomias,2007-09-01,1496,1496
PADCAYA,consultas odontologicas,pulpotomias,2007-09-01,223,223
PADILLA,consultas odontologicas,pulpotomias,2007-09-01,104,104
PAILON,consultas odontologicas,pulpotomias,2007-09-01,60,60
PALCA,consultas odontologicas,pulpotomias,2007-09-01,18,18
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-09-01,144,144
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-09-01,11,11
PAMPA GRANDE,consultas odontologicas,pulpotomias,2007-09-01,13,13
PAPEL PAMPA,consultas odontologicas,pulpotomias,2007-09-01,6,6
PASORAPA,consultas odontologicas,pulpotomias,2007-09-01,9,9
PATACAMAYA,consultas odontologicas,pulpotomias,2007-09-01,2,2
PAZÑA,consultas odontologicas,pulpotomias,2007-09-01,43,43
PELECHUCO,consultas odontologicas,pulpotomias,2007-09-01,32,32
POCOATA,consultas odontologicas,pulpotomias,2007-09-01,40,40
POCONA,consultas odontologicas,pulpotomias,2007-09-01,7,7
POJO (CBBA),consultas odontologicas,pulpotomias,2007-09-01,56,56
POOPO,consultas odontologicas,pulpotomias,2007-09-01,145,145
PORCO,consultas odontologicas,pulpotomias,2007-09-01,23,23
POROMA,consultas odontologicas,pulpotomias,2007-09-01,64,64
PORONGO,consultas odontologicas,pulpotomias,2007-09-01,55,55
PORTACHUELO,consultas odontologicas,pulpotomias,2007-09-01,55,55
PORVENIR,consultas odontologicas,pulpotomias,2007-09-01,10,10
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-09-01,21,21
POTOSI,consultas odontologicas,pulpotomias,2007-09-01,535,535
PRESTO,consultas odontologicas,pulpotomias,2007-09-01,35,35
PUCARA,consultas odontologicas,pulpotomias,2007-09-01,11,11
PUCARANI,consultas odontologicas,pulpotomias,2007-09-01,357,357
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-09-01,215,215
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-09-01,70,70
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-09-01,19,19
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-09-01,1,1
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-09-01,19,19
PUERTO RICO,consultas odontologicas,pulpotomias,2007-09-01,128,128
PUERTO SILES,consultas odontologicas,pulpotomias,2007-09-01,39,39
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-09-01,65,65
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-09-01,89,89
PUNA,consultas odontologicas,pulpotomias,2007-09-01,115,115
PUNATA,consultas odontologicas,pulpotomias,2007-09-01,59,59
QUIABAYA,consultas odontologicas,pulpotomias,2007-09-01,12,12
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-09-01,187,187
QUIME,consultas odontologicas,pulpotomias,2007-09-01,202,202
RAVELO,consultas odontologicas,pulpotomias,2007-09-01,23,23
REYES,consultas odontologicas,pulpotomias,2007-09-01,55,55
RIBERALTA,consultas odontologicas,pulpotomias,2007-09-01,365,365
ROBORE,consultas odontologicas,pulpotomias,2007-09-01,136,136
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-09-01,94,94
SABAYA,consultas odontologicas,pulpotomias,2007-09-01,25,25
SACABA,consultas odontologicas,pulpotomias,2007-09-01,178,178
SACACA,consultas odontologicas,pulpotomias,2007-09-01,19,19
SAIPINA,consultas odontologicas,pulpotomias,2007-09-01,84,84
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-09-01,21,21
SAMAIPATA,consultas odontologicas,pulpotomias,2007-09-01,6,6
SAN AGUSTIN,consultas odontologicas,pulpotomias,2007-09-01,18,18
SAN ANDRES,consultas odontologicas,pulpotomias,2007-09-01,54,54
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-09-01,48,48
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-09-01,41,41
SAN BENITO,consultas odontologicas,pulpotomias,2007-09-01,31,31
SAN BORJA,consultas odontologicas,pulpotomias,2007-09-01,293,293
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-09-01,17,17
SAN CARLOS,consultas odontologicas,pulpotomias,2007-09-01,69,69
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-09-01,52,52
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-09-01,169,169
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2007-09-01,28,28
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-09-01,191,191
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-09-01,211,211
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-09-01,64,64
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-09-01,10,10
SAN JULIAN,consultas odontologicas,pulpotomias,2007-09-01,23,23
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-09-01,191,191
SAN LUCAS,consultas odontologicas,pulpotomias,2007-09-01,66,66
SAN MATIAS,consultas odontologicas,pulpotomias,2007-09-01,29,29
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-09-01,92,92
SAN PEDRO,consultas odontologicas,pulpotomias,2007-09-01,24,24
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-09-01,66,66
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-09-01,14,14
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-09-01,47,47
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-09-01,24,24
SAN RAMON,consultas odontologicas,pulpotomias,2007-09-01,8,8
SANTA ANA,consultas odontologicas,pulpotomias,2007-09-01,77,77
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-09-01,2453,2453
SANTA ROSA,consultas odontologicas,pulpotomias,2007-09-01,14,14
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-09-01,118,118
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-09-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-09-01,19,19
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-09-01,19,19
SANTIVAÑES,consultas odontologicas,pulpotomias,2007-09-01,21,21
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-09-01,22,22
