,group,variable,month,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,TOTALES
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
HUANUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,14,14
HUARINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
HUATAJATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
HUMANATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
ICLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,17,17
INQUISIVI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
IXIAMAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,15,15
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,11,11
LA ASUNTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,56,56
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,204,204
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1054,1054
LAGUNILLAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
LAJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,36,36
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
LICOMA PAMPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
LLALLAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,108,108
LLICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
MAGDALENA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,12,12
MAPIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,26,26
MINEROS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,64,64
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,28,28
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,34,34
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,193,193
MOROCHATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
OCURI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
OKINAWA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,19,19
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
ORURO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1164,1164
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,23,23
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,11,11
PAILON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,90,90
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,37,37
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
PAMPA GRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,23,23
PAPEL PAMPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
PASORAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
PATACAMAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,40,40
PAZÑA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
PELECHUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,45,45
POCONA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,21,21
POJO (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
POOPO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
PORCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,29,29
POROMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,21,21
PORTACHUELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
PORVENIR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,430,430
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
PUCARANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,14,14
PUERTO CARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,8,8
PUERTO GONZALO MORENO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,8,8
PUERTO QUIJARRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,42,42
PUERTO RICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
PUERTO SUAREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,38,38
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,294,294
PUNA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
PUNATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,182,182
QUILLACOLLO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,424,424
QUIRUSILLAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
RAQAYPAMPA(ETA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,15,15
REYES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,20,20
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,477,477
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,15,15
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,40,40
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
SACABA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,483,483
SACACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,19,19
SAIPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,10,10
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,21,21
SAN AGUSTIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
SAN ANDRES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,14,14
SAN BENITO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,92,92
SAN BUENA VENTURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,10,10
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,45,45
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,21,21
SAN IGNACIO DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,208,208
SAN JAVIER(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,29,29
SAN JOAQUIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,22,22
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,149,149
SAN LORENZO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,22,22
SAN LORENZO(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,33,33
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,36,36
SAN MATIAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,41,41
SAN MIGUEL DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,14,14
SAN PABLO DE LIPEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,23,23
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,41,41
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,16,16
SAN PEDRO DE TIQUINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
SAN PEDRO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
SAN RAFAEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,18,18
SAN RAMON BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,17,17
SAN RAMON SCZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,11,11
SANTA ANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,48,48
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3553,3553
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,20,20
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,15,15
SANTIAGO DE CALLAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
SANTIAGO DE HUARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
SANTIAGO DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
SANTIVAÑES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,8,8
SAPAHAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,8,8
SHINAOTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,100,100
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,22,22
SICAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
SIPE SIPE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,147,147
SOPACHUY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,11,11
SORATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,21,21
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,537,537
TACACOMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
TACOBAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
TACOPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,10,10
TAHUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
TARACO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
TARATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,26,26
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,246,246
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,9,9
TEOPONTE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,14,14
TIAHUANACU,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,13,13
TIPUANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
TIQUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,147,147
TIRAQUE (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,10,10
TOCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,12,12
TOLATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,11,11
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
TOMAVE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,63,63
TOTORA(ORR),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,108,108
TUPIZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,48,48
TURCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
UMALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,31,31
URIONDO (A. CONCEPCION),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,32,32
URUBICHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,104,104
VACAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,8,8
VALLEGRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,44,44
VIACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,198,198
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,2,2
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,11,11
VILLA MONTES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,59,59
VILLA NUEVA (LOMA ALTA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,330,330
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,7,7
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,72,72
VINTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,105,105
VITICHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
WALDO BALLIVIAN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
WARNES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,194,194
YACUIBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,194,194
YAMPARAEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,3,3
YANACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,1,1
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
YOCALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,6,6
YUNCHARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,4,4
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-07-01,0,5,5
ACACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,7,7
ACHACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,27,27
AIQUILE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,54,54
ALALAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,2,2
ALCALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,2,2
ALTO BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,8,8
ANCORAIMES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,6,6
ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,2,2
ANTEQUERA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,2,2
ANZALDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,12,12
ARANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-08-01,0,27,27
