,group,variable,month,7. Nº DE PERSONAS CON PRUEBA RÁPIDA DE VIH CANTIDAD,7. Nº DE PERSONAS CON PRUEBA RÁPIDA DE VIH CANTIDAD,TOTALES
EUCALIPTUS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
FERNANDEZ ALONSO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,64,130,194
FILADELFIA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,4,5
GENERAL SAAVEDRA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,9,9,18
GRAL. J.J. PEREZ (CHARAZANI),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,5,5
GUAYARAMERIN,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,117,87,204
HUACHACALLA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,3,5
HUANUNI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,64,73,137
HUAYLLAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,4,5
ICLA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,14,16
INCAHUASI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,11,11,22
IRUPANA (VILLA DE LANZA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,15,16
IXIAMAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,42,36,78
JESUS DE MACHACA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,9,21,30
LA ASUNTA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,28,70,98
LA GUARDIA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,141,135,276
LA PAZ,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1399,2340,3739
LAGUNILLAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
LAJA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,3,6
LLALLAGUA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,6,18,24
LLICA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
LURIBAY,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,5,7
MACHACAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,25,9,34
MACHARETI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,44,25,69
MAIRANA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,17,22
MAPIRI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,111,167,278
MIZQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,28,45,73
MOJOCOYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,1,3
MONTEAGUDO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,36,35,71
MONTERO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,226,342,568
MORO MORO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,2,2
OCURI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,4,7,11
OKINAWA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,6,11,17
OMEREQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,9,10
ORURO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,589,1192,1781
PADCAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,1,2
PADILLA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,50,29,79
PAILON,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,78,237,315
PALOS BLANCOS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,79,169,248
PAMPA AULLAGAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,11,9,20
PAMPA GRANDE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,11,16
PASORAPA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
PATACAMAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,6,5,11
PAZÑA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,18,4,22
POCOATA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,28,46,74
POCONA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,3,6
POJO (CBBA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,3,4
POOPO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,19,38,57
PORCO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
POROMA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,3,5
PORONGO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,6,11,17
PORTACHUELO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,3,8
PORVENIR,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,15,1,16
POSTRER VALLE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
POTOSI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,60,77,137
PRESTO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,2,4
PUERTO GONZALO MORENO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,4,9
PUERTO RICO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
PUERTO SUAREZ,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,22,57,79
PUERTO VILLARROEL,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,267,361,628
PUNA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
PUNATA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,140,202,342
QUILLACOLLO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,461,947,1408
QUIME,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,6,8
QUIRUSILLAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
RAQAYPAMPA(ETA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
RAVELO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,7,17,24
REYES,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,3,6
RIBERALTA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,351,481,832
ROBORE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,13,12,25
RURRENABAQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,20,39,59
SABAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,24,28,52
SACABA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,469,493,962
SACABAMBA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,1,2
SACACA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,3,6
SAIPINA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,7,10
SALINAS DE GARCI MENDOZA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,1,4
SAMAIPATA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,6,11
SAN BENITO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,31,33,64
SAN BORJA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,25,54,79
SAN BUENA VENTURA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,21,36,57
SAN CARLOS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,18,42,60
SAN IGNACIO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,17,17,34
SAN IGNACIO DE VELASCO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,29,46,75
SAN JAVIER(BNI),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,5,6
SAN JAVIER(STC),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,6,13,19
SAN JOAQUIN,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,7,7
SAN JOSE DE CHIQUITOS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,69,69
SAN JUAN DE YAPACANI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,2,4
SAN JULIAN,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,98,196,294
SAN LORENZO(PND),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,16,25,41
SAN LORENZO(TJA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,0,5
SAN LUCAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,17,44,61
SAN MATIAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,19,14,33
SAN MIGUEL DE VELASCO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,5,10
SAN PEDRO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,67,68,135
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,11,22,33
SAN PEDRO DE CURAHUARA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,3,3
SAN PEDRO DE TIQUINA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,18,8,26
SAN RAFAEL,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,1,3
SAN RAMON BENI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,7,7
SAN RAMON SCZ,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,1,6
SANTA ANA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,14,35,49
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1915,2530,4445
SANTA ROSA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,2,4
SANTA ROSA DEL SARA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,13,13,26
SANTIAGO DE CALLAPA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,8,18,26
SANTIAGO DE HUARI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,7,11,18
SANTIAGO DE MACHACA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,4,7
SANTIVAÑES,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,4,5
SANTUARIO DE QUILLACAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
SAPAHAQUI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,3,3
SENA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
SHINAOTA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,60,164,224
SICA SICA (VILLA AROMA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,6,11
SICAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,4,12,16
SIPE SIPE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,31,82,113
SOPACHUY,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,21,37,58
SORATA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,5,10
SUCRE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,170,424,594
TACACOMA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,4,9
TACOPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,8,29,37
TAPACARI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,13,13,26
TARABUCO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,12,49,61
TARACO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
TARATA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,5,8
TARIJA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,159,321,480
TARVITA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,9,12,21
TEOPONTE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,2,2,4
TIAHUANACU,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,4,9
TINGUIPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
TIPUANI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,4,9
TIQUIPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,59,127,186
TITO YUPANQUI (PARQUIPUJIO),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,0,1
TOCO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,0,5
TODOS SANTOS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,16,0,16
TOLATA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,5,10
TOLEDO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,5,6
TOMINA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,1,2
TORO TORO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,8,15,23
TOTORA(CBBA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,9,86,95
TOTORA(ORR),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,3,4
TRINIDAD,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,210,104,314
TUPIZA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,22,22
UNCIA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,11,18,29
URIONDO (A. CONCEPCION),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
URUBICHA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,5,8
UYUNI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,37,129,166
VALLEGRANDE,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,15,31,46
VIACHA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,100,259,359
VILLA CHARCAS,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,11,16
VILLA MONTES,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,41,175,216
VILLA SERRANO,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,5,27,32
VILLA TUNARI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,282,430,712
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,13,41,54
VILLAZON,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,53,70,123
WARNES,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,21,42,63
YACUIBA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,106,157,263
YAMPARAEZ,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,7,7
YAPACANI,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,94,158,252
YOTALA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,0,1,1
YUNCHARA,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,1,2,3
ZUDAÑEZ,vih - sifilis,no de personas con prueba rapida de vih,2024-08-01,3,11,14
ACACIO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,1,1
AIQUILE,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,43,49,92
ALALAY,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,3,4
ALCALA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,3,20,23
ALTO BENI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,24,18,42
ANCORAIMES,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,3,4
ANTEQUERA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,10,10
ANZALDO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,17,16,33
ARANI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,5,9
ARBIETO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,20,22
ARQUE,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,5,7
ASCENCION DE GUARAYOS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,44,64,108
ATOCHA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,3,4,7
AYATA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,9,13
AZURDUY,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,8,43,51
BATALLAS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,8,10
BERMEJO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,47,40,87
BETANZOS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,11,15
BOLIVAR,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,0,1
BOYUIBE,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,1,2
BUENA VISTA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,3,5
CABEZAS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,20,16,36
"CAIZA ""D""",vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,5,6,11
CALAMARCA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,9,13,22
CAMARGO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,18,27,45
CAMATAQUI (C. VILLA ABECIA),vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,3,3
CAMIRI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,20,30,50
CAPINOTA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,8,26,34
CARACOLLO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,20,14,34
CARANAVI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,108,59,167
CARANGAS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,0,4
CARAPARI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,9,13
CARIPUYO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,10,12
CARMEN RIVERO TORREZ,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,1,2
CHALLAPATA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,31,108,139
CHARAGUA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,8,8,16
CHIMORE,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,37,69,106
CHIPAYA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,2,2
CHOQUE COTA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,14,19,33
CHUQUIHUTA AYLLU JUCUMANI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,3,2,5
CKOCHAS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,1,2
CLIZA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,5,5,10
COBIJA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,88,147,235
COCAPATA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,1,2
COCHABAMBA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2182,3481,5663
COLCAPIRHUA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,106,155,261
COLLANA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,2,6
COLOMI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,8,12
COLPA BELGICA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,0,1
COLQUECHACA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,9,13
COLQUENCHA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,5,7
COLQUIRI,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,2,3
COMARAPA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,32,22,54
CONCEPCION,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,12,15,27
CORO CORO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,0,3,3
COROICO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,20,19,39
COTAGAITA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,5,5,10
COTOCA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,41,90,131
CUATRO CAÑADAS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,37,48,85
CUCHUMUELA (V. G. VILLARROEL),vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,1,3,4
CUEVO,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,2,0,2
CULPINA,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,4,5,9
CURAHUARA DE CARANGAS,vih - sifilis,no de personas con prueba rapida de vih,2024-09-01,7,4,11
