,group,variable,month,L 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS,L 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,15,5,15,5,20
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,3,3,3,3,6
VACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,3,1,3,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,30,0,30,0,30
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,5,25,5,25,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,63,61,63,61,124
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,9,3,9,3,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,2,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,49,0,49,0,49
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,40,0,40,0,40
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,68,73,68,73,141
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,0,1,0,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,13,15,13,15,28
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,12,1,12,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-11-01,1,2,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,16,9,16,9,25
ALCALA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,3,2,3,5
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,4,2,4,6
AZURDUY,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,3,1,3,4
BAURES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,10,13,10,13,23
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,14,19,14,19,33
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,6,2,6,2,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,7,5,7,5,12
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,4,4,4,8
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,6,0,6,0,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,32,9,32,9,41
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,3,4,3,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,6,1,6,7
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,19,9,19,9,28
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,11,4,11,15
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,283,3,283,3,286
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,29,0,29,0,29
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,9,12,9,12,21
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,9,1,9,1,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,4,3,4,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,24,4,24,28
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,9,9,9,9,18
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,11,5,11,5,16
CULPINA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,8,1,8,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,98,6,98,6,104
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,8,1,8,1,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,89,13,89,13,102
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,7,2,7,2,9
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,12,4,12,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,15,5,15,5,20
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,44,102,44,102,146
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,9,1,9,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,3,0,3,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,126,1,126,1,127
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,6,1,6,1,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,8,39,8,39,47
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,5,0,5,0,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,22,7,22,7,29
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,59,3,59,3,62
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,1,1,1,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,14,0,14,0,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,5,2,5,7
ORURO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,157,8,157,8,165
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,11,6,11,6,17
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,15,6,15,6,21
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,7,0,7,0,7
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,6,0,6,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,6,4,6,10
POROMA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,7,1,7,8
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,2,4,2,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,0,4,0,4
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,88,4,88,4,92
PRESTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,1,0,1,1
PUCARA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,27,0,27,0,27
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,20,21,20,21,41
PUNA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,7,0,7,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,19,7,19,7,26
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,0,3,0,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,3,0,3,3
REYES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,18,9,18,9,27
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,20,3,20,3,23
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,15,10,15,10,25
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,9,13,9,13,22
SACABA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,41,9,41,9,50
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,28,21,28,21,49
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,30,10,30,10,40
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,16,0,16,0,16
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,11,10,11,10,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,10,0,10,0,10
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,5,1,5,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,19,4,19,4,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,19,24,19,24,43
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,17,14,17,14,31
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,0,3,0,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,5,0,5,0,5
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,22,4,22,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,14,0,14,0,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,407,165,407,165,572
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,13,11,13,11,24
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,2,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,1,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,1,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,7,1,7,1,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,67,3,67,3,70
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,4,1,4,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,5,4,5,9
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,0,4,0,4
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,1,4,1,5
TARATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,29,0,29,29
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,111,29,111,29,140
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,12,19,12,19,31
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,2,2,2,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,3,6,3,6,9
TOMAVE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,5,14,5,14,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,9,1,9,1,10
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,0,6,0,6,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,57,20,57,20,77
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,16,10,16,10,26
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,1,2,1,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,22,4,22,4,26
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,46,19,46,19,65
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,17,11,17,11,28
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,16,0,16,0,16
WARNES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,39,0,39,0,39
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,49,24,49,24,73
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,2,0,2,0,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,9,9,9,9,18
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-12-01,4,2,4,2,6
