,group,variable,month,L 1910 ANTI AMARÍLICA CANTIDAD,L 1910 ANTI AMARÍLICA CANTIDAD,TOTALES
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,0,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,4,1,5
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,6,9,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,7,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,52,52
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,307,293,600
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,4,5
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,5,10
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,8,9
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,38,45,83
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,2,4
SORATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,20,4,24
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,36,70,106
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,6,1,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,35,36
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,0,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,51,41,92
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,10,2,12
UNCIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,3,4
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,14,11,25
VACAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,14,19
VILA VILA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,1,4
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,5,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,8,22,30
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,6,6,12
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,4,2,6
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,16,2,18
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,7,3,10
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,5,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,8,8,16
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,5,5
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,6,7
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,10,0,10
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
AYATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
AYO AYO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,8,8
BAURES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,8,0,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,3,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,6,5,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,9,9
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,10,0,10
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,3,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,1,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,5,8
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,2,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,4,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,8,1,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,0,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,5,6
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,4,6
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,2,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,120,62,182
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,36,15,51
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,6,2,8
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,8,15,23
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,1,3
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,14,13,27
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,6,6
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,12,1,13
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,7,7
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,158,158,316
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,13,16
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,10,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,5,3,8
ESCOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,1,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,3,4
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,1,3
ICLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,5,5
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,7,0,7
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,14,0,14
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,161,167,328
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,3,5
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,6,6
MECAPACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,2,3
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,7,9
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,8,8
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,20,11,31
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,12,12
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,11,11
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,43,0,43
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,19,19
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,0,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,13,45,58
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,7,7
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,4,29,33
PUNA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,7,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,37,17,54
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,2,3
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,5,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,21,49,70
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,1,2
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,19,262,281
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,5,4,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,6,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,4,0,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,5,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,6,15,21
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,13,15
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,2,4
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,6,7
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,5,2,7
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,1,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,234,145,379
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,3,4,7
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,5,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,25,10,35
SORATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,20,35,55
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,3,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,11,12
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,22,43,65
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,6,7
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,8,48,56
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,6,6
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,0,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,6,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,2,1,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,10,10,20
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,6,35,41
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,4,4
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,6,0,6
VACAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,9,9,18
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,5,3,8
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,11,5,16
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,0,2,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,7,0,7
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,13,0,13
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,7,2,9
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-11-01,9,81,90
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,3,6
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,6,2,8
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,2,3
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,5,5
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,14,14
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,3,3
AYATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
AYO AYO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,8,10
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,7,14,21
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,6,8
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,5,30,35
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,50,50
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,0,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,4,5
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,1,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,3,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,3,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,5,8
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,3,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,0,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,117,7,124
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,27,16,43
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,4,16,20
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,15,17
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,1,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,3,0,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,2,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,0,9,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,8,9,17
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,116,20,136
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-12-01,8,1,9
