,group,variable,month,VAGINALES < A 10,VAGINALES < A 10,VAGINALES 10 A 14,VAGINALES 10 A 14,VAGINALES 15 A 19,VAGINALES 15 A 19,VAGINALES 20 A 34,VAGINALES 20 A 34,VAGINALES 35 A 49,VAGINALES 35 A 49,VAGINALES 50 Y +,VAGINALES 50 Y +,TOTALES,TOTALES,TOTALES
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
SAN AGUSTIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,6,0,1,0,0,0,7,1,8
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,4,0,3,0,0,0,9,0,9
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,7,1,19,15,5,4,0,0,31,20,51
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,1,0,8,0,0,0,0,0,10,0,10
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,6,1,0,0,0,0,8,1,9
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,10,6,10,1,4,0,0,10,24,34
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,2,0,8,3,42,3,7,0,0,0,59,6,65
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,12,0,0,0,0,0,14,0,14
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,3,0,2,0,0,0,7,0,7
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,10,0,2,0,0,0,13,0,13
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,31,1,4,0,0,0,39,1,40
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,1,2,1,0,0,0,0,4,2,6
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,2,5,6,1,3,0,0,9,11,20
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,5,0,0,0,0,0,9,0,9
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,6,1,1,0,0,0,12,1,13
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,6,3,9,1,2,0,0,7,17,24
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,2,10,4,3,2,0,0,18,8,26
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,5,0,0,0,0,0,9,0,9
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,2,0,65,1,386,1,65,0,0,0,518,2,520
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,1,7,1,0,0,0,0,9,2,11
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,2,3,0,1,0,0,3,5,8
SANTIAGO DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,1,3,0,0,0,0,3,3,6
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,1,16,1,5,0,0,0,25,2,27
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,1,6,7,0,1,0,0,8,9,17
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,2,23,4,4,0,0,0,31,6,37
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,2,1,0,0,0,1,2,3
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,4,2,0,0,0,0,5,3,8
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,28,0,109,1,26,0,0,0,164,1,165
TACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,3,1,0,0,0,0,4,2,6
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,4,0,1,0,0,1,5,6
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,2,1,12,1,8,0,0,4,22,26
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,4,0,2,0,0,0,8,0,8
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,4,0,1,0,0,0,9,0,9
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,19,0,98,2,15,0,0,0,132,2,134
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,4,2,1,0,0,0,10,2,12
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,5,2,0,0,0,0,6,3,9
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,1,2,1,0,3,0,0,4,5,9
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,7,0,15,5,3,1,0,0,25,6,31
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10
TITO YUPANQUI (PARQUIPUJIO),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,1,0,1,0,0,0,4,0,4
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,2,2,0,0,0,0,5,2,7
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,4,2,2,0,0,3,6,9
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,4,2,2,0,0,0,9,2,11
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,15,1,65,0,11,0,0,0,91,1,92
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,29,4,5,0,0,0,39,4,43
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,13,4,2,1,0,0,17,5,22
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,18,1,4,1,0,0,25,2,27
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,7,0,32,3,6,1,0,0,45,4,49
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,0,0,7,3,1,2,0,0,9,5,14
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,7,0,14,0,3,0,0,0,24,0,24
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,2,0,10,2,49,4,8,1,0,0,69,7,76
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,0,0,2,0,0,0,4,0,4
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,16,1,2,0,0,0,22,1,23
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,6,1,32,3,7,0,0,0,45,4,49
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,1,0,3,1,0,1,0,0,5,2,7
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,6,0,38,3,4,0,0,0,48,3,51
YACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,1,0,3,1,4,1,0,0,0,2,8,10
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,11,0,34,1,6,0,0,0,51,1,52
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,6,0,31,0,8,0,0,0,45,0,45
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,2,0,20,7,1,1,0,0,23,8,31
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,1,6,1,0,0,0,0,6,2,8
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,1,1,1,0,5,0,1,0,0,0,8,1,9
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ALTO BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,0,0,3,1,0,0,0,1,3,4
ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,2,7,5,0,0,0,0,8,7,15
ARAMPAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
ARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,6,1,1,0,2,0,0,1,9,10
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,3,0,8,0,3,0,0,0,14,0,14
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,0,4,0,2,0,0,0,6,0,6
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,1,3,3,0,0,0,0,3,4,7
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,0,2,2,1,0,0,0,4,2,6
AYO AYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,2,0,2,1,0,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,7,2,8,9,2,5,0,0,17,16,33
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,0,4,2,0,0,0,0,5,2,7
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,0,1,3,6,0,0,0,0,3,7,10
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-07-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
