,group,variable,month,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,1,0,13,0,42,0,19,0,0,0,75,0,75
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,4,0,27,0,3,0,0,0,34,0,34
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ARAMPAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,1,0,3,0,8,0,3,0,0,0,15,0,15
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,2,1,7,0,4,0,0,3,13,16
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
BOLIVAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,3,0,2,0,0,0,6,6
BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,12,0,3,0,0,0,16,0,16
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,4,0,7,0,2,0,0,0,13,0,13
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,5,0,36,2,6,0,0,0,47,2,49
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,1,5,2,1,0,0,0,7,3,10
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,1,4,0,5,1,3,0,0,0,12,2,14
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,4,0,16,2,0,0,0,0,20,2,22
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,8,0,14,0,4,0,0,0,26,0,26
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,1,1,0,0,0,1,2,3
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,2,0,48,0,281,0,43,0,0,0,374,0,374
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,0,2,0,1,0,0,2,3,5
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,0,1,0,2,0,0,1,3,4
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,13,0,4,0,0,0,19,0,19
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
CORO CORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
CUEVO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,7,0,91,1,18,1,0,0,116,2,118
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
EL VILLAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
FERNANDEZ ALONSO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
GENERAL SAAVEDRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,6,1,0,0,0,0,6,1,7
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,1,0,19,0,34,0,0,0,0,0,54,0,54
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,3,0,2,1,0,0,7,1,8
HUACARAJE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
HUACAYA (VILLA DE HUACAYA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,1,1,0,1,0,0,2,2,4
HUAYLLAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,1,1,0,1,0,0,0,3,1,4
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INGAVI (HUMAITA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,3,1,3,0,0,0,7,1,8
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,1,2,0,1,0,0,3,3,6
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,8,2,2,0,0,0,11,2,13
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,12,0,120,1,32,0,0,0,164,1,165
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,0,2,1,0,0,0,2,2,4
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,1,0,29,0,86,0,2,0,0,0,118,0,118
MORO MORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
NAZACARA DE PACAJES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,2,0,4,0,1,0,0,0,7,7
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,2,0,2,1,1,0,0,0,5,1,6
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,1,0,6,0,1,0,0,0,8,0,8
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-07-01,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
