,group,variable,month,CESAREAS < A 10,CESAREAS < A 10,CESAREAS 10 A 14,CESAREAS 10 A 14,CESAREAS 15 A 19,CESAREAS 15 A 19,CESAREAS 20 A 34,CESAREAS 20 A 34,CESAREAS 35 A 49,CESAREAS 35 A 49,CESAREAS 50 Y +,CESAREAS 50 Y +,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,10,0,20,0,5,0,0,0,35,0,35
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,3,0,2,0,1,0,0,0,6,0,6
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,14,0,0,0,0,0,14,0,14
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,3,0,27,0,2,0,0,0,32,0,32
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,5,0,1,0,0,0,7,0,7
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,3,0,4,0,0,0,7,0,7
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,3,0,7,0,1,0,0,0,12,0,12
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,7,0,115,0,847,0,193,0,0,0,1162,0,1162
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,13,0,4,0,0,0,18,0,18
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,1,0,1,0,0,0,4,0,4
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,3,0,19,0,151,0,43,0,0,0,216,0,216
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,8,0,103,0,43,0,0,0,154,0,154
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,3,0,24,0,0,0,0,0,27,0,27
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,15,0,65,0,16,0,0,0,97,0,97
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,10,0,2,0,0,0,12,0,12
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,9,0,4,0,0,0,13,0,13
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,20,0,0,0,0,0,22,0,22
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,20,0,4,0,0,0,25,0,25
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,4,0,14,0,2,0,0,0,20,0,20
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,7,0,33,0,12,0,0,0,52,0,52
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,8,0,6,0,0,0,15,0,15
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,4,0,15,0,5,0,0,0,24,0,24
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,3,0,42,0,10,0,0,0,55,0,55
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,4,0,49,0,1,0,0,0,54,0,54
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,5,0,22,0,2,0,0,0,30,0,30
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,2,0,11,0,1,0,0,0,14,0,14
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,6,0,11,0,5,0,0,0,23,0,23
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,6,0,10,0,0,0,0,0,16,0,16
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,5,0,23,0,3,0,0,0,32,0,32
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,11,0,1,0,0,0,13,0,13
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,6,0,3,0,0,0,9,0,9
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,9,0,2,0,0,0,12,0,12
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,8,0,52,0,2,0,0,0,63,0,63
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,2,0,26,0,472,0,187,0,0,0,687,0,687
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,13,0,1,0,0,0,15,0,15
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,6,0,3,0,0,0,9,0,9
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,6,0,3,0,0,0,9,0,9
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,6,0,17,0,3,0,0,0,26,0,26
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,2,0,26,0,264,0,79,0,0,0,371,0,371
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,3,0,21,0,3,0,0,0,27,0,27
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,9,0,31,0,1,0,0,0,42,0,42
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,7,0,1,0,0,0,8,0,8
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,2,0,29,0,3,0,0,0,34,0,34
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,16,0,413,0,156,0,0,0,585,0,585
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,6,0,21,0,4,0,0,0,31,0,31
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,5,0,1,0,0,0,7,0,7
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,3,0,9,0,3,0,0,0,15,0,15
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,14,0,115,0,9,0,0,0,139,0,139
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,17,0,184,0,49,0,0,0,250,0,250
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,11,0,2,0,0,0,14,0,14
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,2,0,5,0,3,0,0,0,10,0,10
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,9,0,116,0,43,0,1,0,170,0,170
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,7,0,5,0,1,0,0,0,13,0,13
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,10,0,23,0,6,0,0,0,39,0,39
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,12,0,52,0,17,0,0,0,81,0,81
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,2,0,11,0,54,0,8,0,0,0,75,0,75
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,1,0,7,0,1,0,0,0,10,0,10
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,10,0,5,0,0,0,16,0,16
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,7,0,95,0,12,0,0,0,115,0,115
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,6,0,3,0,0,0,9,0,9
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,4,0,14,0,4,0,0,0,22,0,22
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,2,0,3,0,2,0,0,0,7,0,7
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,2,0,8,0,27,0,4,0,0,0,41,0,41
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,2,0,4,0,8,0,2,0,0,0,16,0,16
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,4,0,22,0,6,0,0,0,32,0,32
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,1,0,2,0,2,0,0,0,6,0,6
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,72,0,655,0,221,0,0,0,948,0,948
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,4,0,15,0,4,0,0,0,23,0,23
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,21,0,154,0,36,0,0,0,211,0,211
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,6,0,104,0,45,0,0,0,155,0,155
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,3,0,23,0,7,0,0,0,34,0,34
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,3,0,5,0,2,0,0,0,11,0,11
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,5,0,1,0,11,0,65,0,14,0,0,0,96,0,96
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,1,0,10,0,5,0,0,0,17,0,17
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,1,0,16,0,4,0,0,0,21,0,21
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,5,0,22,0,2,0,0,0,29,0,29
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,1,0,8,0,38,0,10,0,0,0,57,0,57
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,0,0,4,0,2,0,0,0,6,0,6
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,6,0,18,0,3,0,0,0,27,0,27
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,8,0,47,0,8,0,0,0,63,0,63
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,2,0,49,0,14,0,0,0,65,0,65
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-12-01,0,0,0,0,5,0,30,0,5,0,0,0,40,0,40
