,group,variable,month,PRIMER CONTROL POST PARTO < A 10,PRIMER CONTROL POST PARTO < A 10,PRIMER CONTROL POST PARTO 10 A 14,PRIMER CONTROL POST PARTO 10 A 14,PRIMER CONTROL POST PARTO 15 A 19,PRIMER CONTROL POST PARTO 15 A 19,PRIMER CONTROL POST PARTO 20 A 34,PRIMER CONTROL POST PARTO 20 A 34,PRIMER CONTROL POST PARTO 35 A 49,PRIMER CONTROL POST PARTO 35 A 49,PRIMER CONTROL POST PARTO 50 Y +,PRIMER CONTROL POST PARTO 50 Y +,TOTALES,TOTALES,TOTALES
LAGUNILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,2,0,9,0,1,0,0,1,12,13
LICOMA PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,10,0,0,0,0,0,11,0,11
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,2,0,0,1,0,0,2,1,3
MACHARETI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,8,1,0,0,0,0,10,1,11
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,5,0,2,0,0,0,10,0,10
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MAPIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,10,0,2,0,0,0,14,0,14
MECAPACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,1,0,1,0,0,0,4,0,4
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,17,0,3,0,0,0,22,0,22
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,0,6,1,0,0,0,1,7,8
MOJOCOYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,45,0,8,0,0,0,53,0,53
MORO MORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
NAZACARA DE PACAJES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,1,4,6,0,0,0,0,5,7,12
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,38,1,237,4,40,0,0,0,315,5,320
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,12,0,3,0,0,0,18,0,18
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,12,1,3,1,0,0,17,2,19
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,3,1,6,1,2,0,0,3,11,14
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,1,4,1,13,11,2,4,0,0,19,17,36
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,18,4,3,0,0,0,24,4,28
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,2,0,1,0,0,1,3,4
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,3,1,10,1,1,0,0,5,14,19
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,4,0,1,0,0,0,5,1,6
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,3,0,2,0,0,0,5,0,5
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,1,7,1,1,0,0,0,10,2,12
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,2,1,0,1,0,0,3,2,5
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,6,0,9,0,0,0,0,0,15,0,15
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,1,0,30,0,251,3,41,1,0,0,323,4,327
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,4,2,1,1,0,0,0,4,5,9
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,2,4,3,0,1,0,0,5,6,11
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,2,5,0,3,0,0,2,9,11
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,1,3,2,0,1,0,0,3,4,7
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,5,0,2,0,0,0,9,0,9
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,13,0,4,0,0,0,19,0,19
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,2,0,4,1,2,0,0,0,8,1,9
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,6,0,21,0,4,0,0,0,31,0,31
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,24,0,116,2,26,0,0,0,166,2,168
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,1,2,1,2,0,0,3,4,7
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,4,0,42,0,110,0,16,0,0,0,172,0,172
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,5,0,5,0,1,0,0,0,11,0,11
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,4,0,14,2,4,0,0,0,22,2,24
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,16,1,80,0,15,1,0,0,111,2,113
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,3,7,3,1,1,0,0,11,7,18
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,2,0,0,2,0,0,3,2,5
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,9,0,0,0,0,0,10,0,10
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,16,5,27,9,6,1,0,0,49,15,64
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,3,1,1,0,0,0,7,1,8
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,18,0,3,0,0,0,24,0,24
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,4,0,1,0,21,0,3,0,0,0,29,0,29
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,1,0,14,1,57,0,8,0,0,0,80,1,81
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,7,0,3,0,0,0,13,0,13
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,11,0,35,1,5,0,0,0,51,1,52
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,7,2,16,6,3,2,0,0,26,10,36
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,4,0,8,0,0,0,0,0,12,0,12
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,3,0,5,0,1,0,0,0,9,0,9
SAN PABLO DE LIPEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,0,3,0,2,0,0,0,6,0,6
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,1,3,6,9,8,2,0,0,0,14,15,29
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,1,1,5,4,1,1,0,0,7,6,13
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,1,0,61,0,325,1,82,0,0,0,469,1,470
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,4,0,5,0,0,0,0,0,9,0,9
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,7,0,24,0,6,0,0,0,37,0,37
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,11,4,0,1,0,0,11,5,16
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",primer control post parto,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
