,group,variable,month,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
IXIAMAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,5,0,0,0,0,0,7,0,7
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,7,3,0,0,0,0,9,4,13
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,0,30,1,2,0,0,0,36,1,37
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,0,60,0,12,0,0,0,76,0,76
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,2,0,28,0,658,0,211,0,0,0,899,0,899
LAGUNILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,1,7,0,0,0,0,1,8,9
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,9,0,52,0,5,0,0,0,66,0,66
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
MACHARETI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,8,0,1,0,0,0,10,0,10
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,0,2,0,1,0,0,0,7,0,7
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
MAPIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,8,2,0,0,0,0,10,2,12
MECAPACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,5,0,9,0,1,0,0,0,15,0,15
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,2,0,3,0,0,1,5,6
MOJOCOYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,2,0,16,0,6,0,0,0,25,0,25
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,8,0,2,0,0,0,10,0,10
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,3,6,1,1,0,0,0,10,4,14
OMEREQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,36,1,341,2,108,0,0,0,486,3,489
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,12,0,0,0,0,0,13,0,13
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,9,0,24,0,8,0,0,0,41,0,41
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,4,0,1,0,0,1,5,6
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,10,4,1,2,0,0,14,6,20
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,1,12,0,2,0,0,0,18,1,19
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,0,2,1,0,0,0,1,3,4
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,3,1,0,1,0,0,5,2,7
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,3,0,1,0,0,0,7,0,7
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,10,1,0,0,0,0,12,1,13
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,2,3,2,2,0,0,0,5,4,9
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,12,0,1,0,0,0,16,0,16
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,30,0,130,1,34,0,0,0,194,1,195
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,1,4,0,1,0,0,1,6,7
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,3,4,10,0,2,0,0,5,15,20
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,19,0,78,0,13,0,0,0,111,0,111
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,3,0,3,0,0,0,7,0,7
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,2,0,22,0,57,0,10,0,0,0,91,0,91
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,23,0,128,2,25,0,0,0,176,2,178
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,2,0,0,0,0,0,4,1,5
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,0,10,0,1,0,0,0,15,0,15
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,3,0,45,0,102,1,13,0,0,0,163,1,164
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,8,0,16,0,1,0,0,0,25,0,25
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,24,0,151,0,24,1,0,0,200,1,201
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,1,1,1,2,0,0,0,7,2,9
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,4,0,3,0,0,0,9,0,9
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,9,0,32,2,5,1,0,0,46,3,49
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,1,0,2,0,0,0,0,0,4,0,4
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,10,0,1,0,0,0,14,0,14
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,4,0,15,0,62,0,10,0,0,0,91,0,91
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,16,0,0,0,0,0,18,0,18
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,5,0,57,0,8,0,0,0,71,0,71
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,2,1,0,0,0,0,4,2,6
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,7,2,2,1,0,0,11,4,15
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,5,0,6,0,1,0,0,0,12,0,12
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,2,2,1,0,0,0,5,3,8
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,6,3,2,1,0,0,11,4,15
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,6,0,13,0,0,0,0,0,20,0,20
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,114,0,909,0,179,0,1,0,1203,0,1203
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,7,0,0,0,0,0,9,0,9
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,1,2,3,0,0,0,0,3,4,7
SANTIAGO DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,1,3,0,0,0,0,3,3,6
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,5,0,25,0,11,0,0,0,41,0,41
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,5,6,0,1,0,0,7,8,15
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,0,23,0,4,0,0,0,31,0,31
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,2,1,0,0,0,1,2,3
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,1,4,1,0,0,0,0,5,2,7
