,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
LAJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,11,18,24,22,0,0,1,0,38,45,83
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,6,2,1,0,0,0,0,4,11,15
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,11,20,27,29,3,5,6,3,1,3,5,7,14,18,50,105,27,51,181,199,0,0,8,4,333,444,777
LLICA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,3,6,4,3,3,7,3,0,0,0,0,0,14,16,30
LORETO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,6,10,16
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,1,2,4,9,7,16
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,8,8
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,2,0,4,6,11,13,24
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,1,1,5,0,2,0,0,1,0,5,2,1,5,6,15,0,0,1,1,15,31,46
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,3,0,1,0,0,0,0,4,9,13
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,1,1,24,25
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,3,4,1,0,5,9,14
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,9,14,0,0,0,1,0,0,2,1,0,5,11,23,6,13,21,38,3,2,0,0,52,98,150
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,13,35,15,41,0,0,0,0,30,83,113
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,4,34,31,0,0,6,8,0,0,6,7,1,7,46,45,6,14,15,17,0,0,0,0,115,133,248
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,2,0,0,0,2,10,12
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,9,14,2,0,1,1,0,0,1,1,1,0,9,9,2,1,35,43,54,15,0,2,12,11,126,97,223
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,46,66,80,89,12,16,16,13,7,9,14,17,40,60,42,137,121,275,984,357,0,0,0,0,1362,1039,2401
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,6,3,0,0,0,0,11,7,18
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,6,3,7,8,15
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
OCURI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,4,6,1,1,2,0,0,0,0,1,3,2,8,8,4,14,10,16,3,1,3,2,38,51,89
ORURO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,7,7,1,2,1,1,0,1,0,4,1,0,25,17,10,6,117,152,170,147,29,43,1,7,362,387,749
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,9,3,8,8,5,17,30,47
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,3,5,8
PAILON,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,38,49,0,0,2,0,45,55,100
PALCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,0,0,0,0,1,0,0,0,0,0,0,0,1,16,16,7,5,10,18,2,1,4,1,40,43,83
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,7,14,13,2,0,0,0,20,24,44
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,16,11,9,6,2,3,1,0,1,1,3,1,9,13,3,20,16,28,37,105,3,7,0,0,100,195,295
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,4,9,13
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,0,3,1,0,0,0,0,0,14,17,31
POCONA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,2,8,10
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,23,17,30,32,63,0,0,0,1,57,119,176
POOPO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,6,1,7
PORCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,13,18,4,9,58,109,77,139,216
POROMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,4,5,5,10
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,10,3,6,6,4,0,1,24,23,47
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,3,3,3,2,1,0,1,0,1,0,2,5,8,3,8,16,29,10,24,6,6,5,8,52,94,146
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,10,0,0,4,3,6,18,24
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,42,49,14,7,8,8,2,2,8,13,0,1,46,91,20,36,138,258,319,277,12,8,11,13,620,763,1383
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,2,8,10
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,4,3,9,12
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,3,8,7,0,1,4,1,0,0,1,3,1,3,31,34,13,24,67,85,5,5,10,11,142,177,319
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,3,4,0,1,0,4,0,0,1,2,0,0,10,6,117,2,14,24,34,25,7,3,0,1,186,72,258
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,14,7,14,21
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,42,57,2,10,8,6,4,4,10,20,2,0,35,67,113,8,40,116,35,21,3,6,9,12,303,327,630
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,15,11,17,19,25,24,1,2,0,3,59,63,122
PUNA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,6,4,3,0,0,0,1,8,12,20
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,7,3,0,0,0,0,0,0,3,1,7,3,43,55,35,67,62,93,16,28,8,11,181,261,442
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,4,6
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,9,6,38,53,44,98,195,284,0,0,0,0,286,441,727
QUIME,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,23,3,0,0,0,0,27,5,32
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,2,9,15,0,0,0,3,0,0,2,2,0,0,5,4,0,0,6,13,0,0,1,1,25,40,65
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,10,14,0,0,0,0,22,39,61
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,10
REYES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,6,3,9
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,15,17,6,8,2,6,1,3,3,1,2,2,13,25,30,14,61,97,96,98,6,11,2,4,237,286,523
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,0,1,1,0,0,0,0,0,0,0,1,3,1,1,1,5,14,11,14,1,2,2,0,26,34,60
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,1,1,1,2,3,0,0,2,0,0,3,13,4,7,6,10,2,0,20,35,55
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,4
SACABA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,18,30,64,83,86,148,71,124,15,22,2,2,256,411,667
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,7,0,3,0,0,0,0,4,14,18
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,2,27,43,0,0,6,5,0,1,6,4,0,2,11,8,5,13,61,97,0,0,1,3,119,178,297
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,1,4
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,2,0,0,0,0,3,5,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,2,6,8
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,3,4,7
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,2,3,7,0,0,0,2,0,0,0,1,2,1,6,10,9,11,31,73,5,6,19,19,75,132,207
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,0,1,1,9,10
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,0,1,1,0,0,51,44,0,0,22,19,0,0,11,1,0,1,2,1,0,0,88,67,155
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,0,10,5,0,0,1,4,1,0,5,6,1,1,8,20,7,12,57,106,0,0,4,11,95,165,260
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,4,2,9,10,8,10,4,7,0,0,0,0,25,30,55
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,4,0,0,2,9,11
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,7,0,0,0,4,0,0,2,16,18
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,10,6,18,16,1,3,1,3,1,0,1,3,10,11,8,9,15,28,16,37,1,0,1,2,83,118,201
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,6,6,4,20,0,0,0,0,16,30,46
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,25,34,16,12,2,1,4,1,56,52,108
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,8,31,0,0,0,0,13,32,45
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,2,0,0,0,0,1,0,0,0,1,4,2,4,8,7,17,8,5,4,6,29,40,69
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,6,9,15
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,25,53,0,0,0,0,32,63,95
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,4,6,19,45,52,4,5,10,8,67,92,159
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,3,9,3,6,4,16,0,0,12,34,46
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,1,2,8,10
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,5,1,0,0,1,0,1,0,3,0,2,0,13,9,3,5,3,4,2,0,0,0,33,19,52
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,10,22,0,1,2,8,17,36,53
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,0,0,14,12,20,21,41
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,6,3,1,0,0,0,0,0,1,0,1,0,1,3,0,0,3,10,4,5,0,0,0,0,17,21,38
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,258,303,80,108,58,59,23,23,52,55,15,42,324,470,158,208,1225,2033,917,1091,74,105,33,55,3217,4552,7769
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,9,9,28,37,0,3,7,2,1,1,4,3,2,18,17,23,19,30,42,79,0,0,0,0,129,205,334
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,4,6,10
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,7,9,0,0,0,0,7,14,21
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,3,5
SENA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,14,13,1,0,1,1,0,0,24,19,43
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,10,19,0,1,0,0,17,23,40
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,5,4,4,17,11,0,0,22,26,48
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,7
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,34,66,21,31,216,323,0,0,0,0,272,427,699
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,3,5,8
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SORATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,3,20,24,0,1,0,0,28,32,60
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,3,6,0,0,1,2,1,4,1,2,2,3,10,13,3,3,115,172,96,83,44,70,39,50,315,408,723
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,3,2,0,2,1,0,1,2,0,1,0,1,1,0,7,9,10,10,0,0,1,0,24,27,51
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,17,5,0,0,0,0,21,5,26
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,4,1,5
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,3,4
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,2,8,10
TARACO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,8,12,4,0,0,0,2,18,14,32
TARATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,0,0,0,0,4,4,8
