,group,variable,month,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - F,INFLUENZA ESTACIONAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PAZÑA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,8,15,9,24
POCOATA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,39,61,41,66,107
POCONA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,26,25,27,52
POJO (CBBA),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,61,72,86,99,185
POOPO,otras vacunaciones,influenza estacional,2024-07-01,2,0,8,7,0,0,1,1,0,0,1,1,2,0,27,4,4,7,28,21,1,1,17,12,91,54,145
PORCO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,10,5,13,18
POROMA,otras vacunaciones,influenza estacional,2024-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,0,3,23,28,25,28,52,67,119
PORONGO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,8,9
PORTACHUELO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,27,34,42,43,85
PORVENIR,otras vacunaciones,influenza estacional,2024-07-01,1,2,20,14,2,0,2,3,0,0,3,5,3,7,12,31,2,6,21,28,0,0,4,4,70,100,170
POTOSI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,101,59,57,152,158,310
PRESTO,otras vacunaciones,influenza estacional,2024-07-01,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,22,17,39
PUCARANI,otras vacunaciones,influenza estacional,2024-07-01,7,2,5,17,1,3,1,1,0,0,2,0,0,2,0,3,3,14,3,5,40,41,54,63,116,151,267
PUERTO ACOSTA,otras vacunaciones,influenza estacional,2024-07-01,1,0,12,13,0,0,7,2,0,0,6,4,1,0,1,0,0,0,0,0,6,3,53,74,87,96,183
PUERTO CARABUCO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,115,122,161,174,335
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,5
PUERTO PEREZ,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,7
PUERTO QUIJARRO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,8,6,14
PUERTO RICO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,5
PUERTO SUAREZ,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,2,1,24,21,45
PUERTO VILLARROEL,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,3,17,14,31
PUNA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,32,40,51,54,105
PUNATA,otras vacunaciones,influenza estacional,2024-07-01,19,27,82,67,1,5,29,30,2,1,30,39,12,15,93,94,50,78,22,43,57,96,83,164,480,659,1139
QUIABAYA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,6,5,11
QUILLACOLLO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,112,354,474,450,586,1036
QUIME,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,5,6,11
QUIRUSILLAS,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,29,28,49,59,108
RAVELO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,22,32,27,35,62
REYES,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
RIBERALTA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,8,14,37,37,74
ROBORE,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,9,9,23,24,47
RURRENABAQUE,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,12,18,62,51,113
SABAYA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,2,10,4,14
SACABA,otras vacunaciones,influenza estacional,2024-07-01,176,146,260,289,30,33,47,74,28,36,38,45,130,198,306,406,274,568,767,1038,197,229,261,354,2514,3416,5930
SACACA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,24,17,30,20,50
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,10,9,19
SAMAIPATA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,5,21,15,36
SAN ANDRES,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,34,26,40,32,72
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional,2024-07-01,2,0,7,13,0,0,0,1,0,1,1,1,0,1,12,15,1,3,22,27,10,10,44,55,99,127,226
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,5,8,6,14
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,6,2,18,21,39
SAN BENITO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,1,4,9,13
SAN BORJA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,43,56,57,68,125
SAN BUENA VENTURA,otras vacunaciones,influenza estacional,2024-07-01,1,0,1,3,2,0,1,0,0,0,0,0,0,1,3,1,2,6,6,6,9,10,5,6,30,33,63
SAN CARLOS,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,3,15,19,34
SAN IGNACIO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,39,46,48,62,110
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,19,38,51,61,112
SAN JAVIER(BNI),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SAN JAVIER(STC),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,4,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,14,8,27,18,45
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,8,3,11
SAN JULIAN,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,5,17,11,28
SAN LORENZO(PND),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,11,23
SAN LORENZO(TJA),otras vacunaciones,influenza estacional,2024-07-01,13,26,16,7,4,2,6,3,2,2,6,6,2,10,38,57,18,52,89,172,18,36,55,58,267,431,698
SAN LUCAS,otras vacunaciones,influenza estacional,2024-07-01,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,4,2,5,12,13,11,14,33,39,72
SAN MATIAS,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,26,34,33,39,72
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,4,11,6,17
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,11,2,13
SAN PEDRO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,39,52,52,62,114
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,36,47,46,56,102
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,0,0,26,16,42
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,14,20,34,39,73
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,13,11,18,29
SAN RAFAEL,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,5,8
SAN RAMON BENI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,9,4,13
SAN RAMON SCZ,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,6,11,23,36,59
SANTA ANA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,6,9,15
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,1350,500,649,1684,1999,3683
SANTA ROSA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,28,17,48,43,91
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,22,24,30,54
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,26,21,28,49
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,11,13,13,26
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,18,15,20,35
SAPAHAQUI,otras vacunaciones,influenza estacional,2024-07-01,0,1,3,1,0,0,0,4,0,0,1,2,1,0,1,2,2,2,0,3,1,0,26,10,35,25,60
SENA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
SHINAOTA,otras vacunaciones,influenza estacional,2024-07-01,4,5,68,64,0,2,3,25,0,0,23,16,5,7,16,21,24,40,30,75,10,9,25,30,208,294,502
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,28,18,48,31,79
SICAYA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,7
SIPE SIPE,otras vacunaciones,influenza estacional,2024-07-01,25,30,172,225,2,6,33,29,4,3,24,36,15,26,41,108,2,5,46,63,39,29,220,287,623,847,1470
SOPACHUY,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,2,12,12,13,18,31,35,66
SORACACHI,otras vacunaciones,influenza estacional,2024-07-01,1,1,10,14,0,0,4,3,0,1,3,3,1,0,0,1,14,3,0,0,10,8,26,28,69,62,131
SORATA,otras vacunaciones,influenza estacional,2024-07-01,4,3,2,8,2,2,0,1,0,0,0,0,1,3,3,7,5,5,6,10,7,9,35,47,65,95,160
SUCRE,otras vacunaciones,influenza estacional,2024-07-01,119,156,66,70,24,25,31,44,23,20,43,48,117,162,121,111,270,501,214,296,129,170,94,103,1251,1706,2957
TACACOMA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,7,8,8,11,19
TACOBAMBA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,22,13,28,41
TACOPAYA,otras vacunaciones,influenza estacional,2024-07-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,9,11,14,15,29
TAHUA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
TAPACARI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,29,27,35,62
TARABUCO,otras vacunaciones,influenza estacional,2024-07-01,1,0,15,13,0,1,1,1,0,0,5,3,2,3,6,13,8,19,25,45,18,25,39,56,120,179,299
TARACO,otras vacunaciones,influenza estacional,2024-07-01,0,4,3,5,0,2,0,0,1,1,2,0,3,0,3,0,6,9,30,22,0,4,31,36,79,83,162
TARATA,otras vacunaciones,influenza estacional,2024-07-01,2,2,5,3,0,2,1,1,1,0,0,0,3,1,3,2,3,0,0,0,1,4,1,1,20,16,36
TARIJA,otras vacunaciones,influenza estacional,2024-07-01,177,186,99,103,33,27,21,21,28,21,35,38,136,197,125,144,341,660,492,510,145,163,72,108,1704,2178,3882
TARVITA,otras vacunaciones,influenza estacional,2024-07-01,6,6,31,20,3,1,6,11,0,0,12,4,0,2,13,27,8,13,28,28,2,3,36,56,145,171,316
TEOPONTE,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,26,14,28,15,43
TIAHUANACU,otras vacunaciones,influenza estacional,2024-07-01,12,3,39,23,2,3,8,6,1,3,2,7,5,10,25,47,31,55,75,104,90,107,84,82,374,450,824
TINGUIPAYA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,60,31,65,96
TIPUANI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,9,20,13,33
TIQUIPAYA,otras vacunaciones,influenza estacional,2024-07-01,60,60,57,65,13,10,14,18,7,4,10,30,33,49,46,58,31,61,67,110,51,45,91,104,480,614,1094
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,14,8,17,25
TOCO,otras vacunaciones,influenza estacional,2024-07-01,3,1,1,5,2,7,1,1,13,3,0,1,1,1,0,0,0,0,0,0,6,1,14,20,41,40,81
TOLATA,otras vacunaciones,influenza estacional,2024-07-01,5,10,11,6,1,0,3,5,1,0,1,0,0,0,0,2,0,0,1,0,9,10,26,36,58,69,127
TOLEDO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,10,16,22,38
TOMAVE,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,23,17,28,45
TORO TORO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,16,22,21,43
TOTORA(ORR),otras vacunaciones,influenza estacional,2024-07-01,0,5,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,11,6,5,9,26,35
TRIGAL,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,6
TRINIDAD,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,10,16,42,45,87
TUPIZA,otras vacunaciones,influenza estacional,2024-07-01,13,14,2,1,2,1,2,0,3,1,2,0,6,12,0,0,28,41,0,0,87,93,26,34,171,197,368
TURCO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,10,13,23
UMALA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,4
UNCIA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,24,19,28,47
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,9,10,16,26
URUBICHA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,22,27,22,49
UYUNI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,19,12,29,29,58
VACAS,otras vacunaciones,influenza estacional,2024-07-01,1,1,8,6,0,0,0,1,0,0,1,1,0,3,0,0,1,1,0,0,16,19,8,10,35,42,77
VALLEGRANDE,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,5,1,16,19,35
VIACHA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,7,6,25,17,42
VILA VILA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,8,19
VILLA CHARCAS,otras vacunaciones,influenza estacional,2024-07-01,0,1,3,3,0,0,0,0,0,0,0,0,1,4,65,73,8,13,7,15,11,9,6,14,101,132,233
VILLA MONTES,otras vacunaciones,influenza estacional,2024-07-01,45,58,30,25,11,8,10,10,9,8,3,5,67,49,245,18,97,117,66,45,27,32,12,12,622,387,1009
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
VILLA RIVERO,otras vacunaciones,influenza estacional,2024-07-01,0,0,3,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,7,21,13,28,41
VILLA SERRANO,otras vacunaciones,influenza estacional,2024-07-01,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,11,7,18
VILLA TUNARI,otras vacunaciones,influenza estacional,2024-07-01,8,15,53,58,2,0,2,4,2,3,5,1,7,13,38,47,32,51,111,156,55,33,93,68,408,449,857
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional,2024-07-01,4,14,1,3,0,1,1,0,1,0,0,0,2,1,1,2,1,3,3,6,1,2,2,2,17,34,51
VILLAZON,otras vacunaciones,influenza estacional,2024-07-01,16,27,21,22,3,8,3,1,4,3,1,5,27,65,27,27,52,112,113,84,47,67,29,34,343,455,798
VINTO,otras vacunaciones,influenza estacional,2024-07-01,41,31,172,149,10,7,30,27,7,8,25,19,45,62,227,239,57,146,199,385,105,121,250,288,1168,1482,2650
VITICHI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,85,91,91,95,186
WALDO BALLIVIAN,otras vacunaciones,influenza estacional,2024-07-01,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,4,0,0,4,5,0,0,10,10,20
WARNES,otras vacunaciones,influenza estacional,2024-07-01,176,178,66,58,22,30,9,5,35,25,26,30,109,133,37,38,212,386,249,140,68,81,29,22,1038,1126,2164
YACO,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,21,27,28,37,65
YACUIBA,otras vacunaciones,influenza estacional,2024-07-01,26,27,54,64,4,3,10,19,3,6,7,16,12,13,23,50,36,47,74,127,36,36,109,84,394,492,886
YAMPARAEZ,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,22,32,36,68
YANACACHI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,6,11,9,20
YAPACANI,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,4,8
YOCALLA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,22,34,27,38,65
YOTALA,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,5,7,12,19
YUNCHARA,otras vacunaciones,influenza estacional,2024-07-01,1,4,18,15,0,0,3,4,0,0,2,2,1,0,1,4,3,4,4,8,6,8,16,15,55,64,119
ZUDAÑEZ,otras vacunaciones,influenza estacional,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,5,2,8,10
ACHACACHI,otras vacunaciones,influenza estacional,2024-08-01,0,3,32,48,0,0,6,1,0,1,8,2,2,3,63,47,2,7,23,47,11,8,74,83,221,250,471
ACHOCALLA,otras vacunaciones,influenza estacional,2024-08-01,12,13,164,153,2,1,28,47,1,1,33,40,10,14,102,213,19,49,35,69,10,15,16,14,432,629,1061
AIQUILE,otras vacunaciones,influenza estacional,2024-08-01,1,2,1,0,0,1,0,0,0,0,0,0,3,4,13,7,24,19,110,79,1,3,10,12,163,127,290
ALTO BENI,otras vacunaciones,influenza estacional,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,10,10,11,21
ANCORAIMES,otras vacunaciones,influenza estacional,2024-08-01,0,0,42,74,0,0,13,7,0,0,11,10,0,0,15,16,1,0,1,1,18,18,49,62,150,188,338
ANDAMARCA,otras vacunaciones,influenza estacional,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,12,21,15,36
ANTEQUERA,otras vacunaciones,influenza estacional,2024-08-01,1,0,1,4,0,2,6,0,0,0,1,0,7,1,9,12,0,0,1,1,1,0,1,0,28,20,48
ANZALDO,otras vacunaciones,influenza estacional,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,5,1,8,4,12
APOLO,otras vacunaciones,influenza estacional,2024-08-01,1,0,19,23,0,0,3,6,0,0,4,7,0,0,1,5,0,0,0,0,5,6,8,15,41,62,103
ARAMPAMPA,otras vacunaciones,influenza estacional,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,4,11,5,16
ATOCHA,otras vacunaciones,influenza estacional,2024-08-01,3,0,27,34,1,0,18,10,2,1,9,14,2,7,87,111,8,19,13,35,10,8,3,5,183,244,427
