,group,variable,month,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - F,DT 1RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SANTIVAÑES,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,9,8,0,1,0,0,0,0,11,11,22
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,4
SAPAHAQUI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,2,1,48,39,1,1,2,2,0,0,0,1,54,44,98
SENA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,3,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,4,11
SHINAOTA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,67,1,2,1,6,1,0,0,0,0,77,4,81
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,25,4,5,20,18,0,0,0,0,39,51,90
SIPE SIPE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,0,0,0,1,1,0,0,0,0,0,4,14,11,0,4,0,3,0,0,0,0,16,23,39
SOPACHUY,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,3,4,7
SORACACHI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,22,1,0,0,0,0,0,0,0,24,23,47
SORATA,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,4,1,0,0,0,0,7,7,14
SUCRE,otras vacunaciones,dt 1ra dosis,2024-06-01,18,8,49,41,2,0,1,0,2,2,0,0,28,16,1,4,58,56,17,27,16,4,0,1,192,159,351
TACACOMA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,0,2,2,0,0,0,0,0,0,3,8,11
TACOBAMBA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,0,2,0,0,0,0,2,8,10
TACOPAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,1,0,0,0,0,0,0,0,0,1,3,7,2,1,0,0,1,0,0,0,0,9,8,17
TAPACARI,otras vacunaciones,dt 1ra dosis,2024-06-01,4,0,7,6,1,0,2,2,2,0,0,0,26,23,36,38,1,6,5,15,1,1,0,0,85,91,176
TARABUCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,3,5,8
TARACO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,6,2,8
TARATA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,1,2,4,0,0,0,0,0,10,5,15
TARIJA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,1,0,0,0,1,1,0,0,16,39,13,14,67,205,31,24,0,1,0,0,129,285,414
TARVITA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,1,2,14,11,2,9,11,11,0,0,0,0,0,0,0,0,28,33,61
TIAHUANACU,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,9,0,4,0,0,0,0,3,14,17
TINGUIPAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,10,0,3,0,1,0,0,0,0,9,16,25
TIPUANI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TIQUIPAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,2,0,3,3,0,0,3,2,0,1,2,2,2,8,20,30,7,9,21,4,0,0,0,0,60,59,119
TIRAQUE (CBBA),otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,4,0,0,0,5,5,0,0,4,6,8,10,17,25,5,10,8,7,0,0,0,0,52,63,115
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,4
TOCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
TODOS SANTOS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOLATA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,22,3,2,121,26,0,0,0,0,342,50,392
TOLEDO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,4,9,13
TOMAVE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
TOMINA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4
TORO TORO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,2,0,0,7,4,6,0,7,0,0,0,0,0,0,7,20,27
TOTORA(CBBA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,4,1,1,0,0,0,0,5,10,15
TOTORA(ORR),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,7,9
TRIGAL,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TRINIDAD,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,25,12,21,1,32,91,14,12,3,4,5,24,101,144,245
TUPIZA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,3,0,0,0,2,2,3,3,0,2,0,73,8,12,8,76,42,16,13,1,2,1,2,186,83,269
TURCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,6,0,0,0,0,6,11,17
UMALA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,3,0,0,0,0,0,1,0,0,1,3,0,0,2,1,0,2,0,0,0,0,3,11,14
UNCIA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,5,21,5,9,0,0,0,0,12,48,60
URIONDO (A. CONCEPCION),otras vacunaciones,dt 1ra dosis,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,7,12,0,0,1,0,1,1,16,15,31
URUBICHA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,1,7,8
UYUNI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,0,1,0,0,0,0,0,0,1,2,4,1,18,28,15,4,0,2,2,1,40,40,80
VACAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,4,5,9
VALLEGRANDE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,1,0,0,0,0,0,0,4,3,0,0,4,2,1,0,1,0,0,0,11,7,18
VIACHA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,1,3,15,51,3,12,47,25,13,2,0,0,0,93,80,173
VILLA CHARCAS,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,4,1,0,0,0,0,0,6,6,12
VILLA MONTES,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,2,0,0,2,6,3,1,6,30,13,10,0,0,0,1,24,51,75
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,17,10,0,0,4,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,24,15,39
VILLA RIVERO,otras vacunaciones,dt 1ra dosis,2024-06-01,2,3,0,0,1,3,0,0,6,9,0,0,0,0,0,2,2,2,0,0,0,0,0,0,11,19,30
VILLA SERRANO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,dt 1ra dosis,2024-06-01,2,0,15,31,0,0,22,25,1,0,7,14,8,28,77,82,19,39,15,17,0,2,0,0,166,238,404
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0,2,1,2,0,0,0,0,0,7,5,12
VILLAZON,otras vacunaciones,dt 1ra dosis,2024-06-01,2,3,0,0,0,2,0,0,0,0,0,0,2,10,0,0,9,13,0,0,1,0,0,1,14,29,43
VINTO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,2,3,1,1,35,34,1,1,1,5,3,11,12,20,6,37,13,19,0,0,0,0,74,132,206
VITICHI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
WALDO BALLIVIAN,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
WARNES,otras vacunaciones,dt 1ra dosis,2024-06-01,7,1,4,2,2,3,2,4,0,0,4,0,17,23,30,27,35,29,4,2,0,0,4,6,109,97,206
YACO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,2,0,0,0,0,0,9,9
YACUIBA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,1,0,0,0,0,1,1,1,12,5,87,54,16,34,64,21,0,0,0,0,181,117,298
YAMPARAEZ,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YANACACHI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,7,10
YAPACANI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,3,1,0,0,0,0,0,0,0,0,6,32,2,9,17,48,6,27,0,0,0,0,34,118,152
YOCALLA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,3,6,9
YUNCHARA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
ZUDAÑEZ,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,4,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,13
ACACIO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
ACHACACHI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,0,0,0,1,0,1,0,2,0,0,2,4,2,15,2,13,3,4,1,0,0,0,10,41,51
ACHOCALLA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,20,0,0,0,0,0,0,8,23,31
AIQUILE,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,3,1,0,1,2,2,0,0,0,1,0,1,25,23,7,8,3,2,0,0,1,1,42,40,82
ALTO BENI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,4,2,5,2,0,0,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,12,21
ANCORAIMES,otras vacunaciones,dt 1ra dosis,2024-07-01,1,1,0,0,1,0,0,0,0,0,0,0,3,7,1,1,1,7,2,5,0,1,0,0,9,22,31
ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
ANTEQUERA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,1,0,0,0,1,0,0,0,1,0,2,5,1,0,0,0,3,0,0,0,0,5,9,14
ANZALDO,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,5
APOLO,otras vacunaciones,dt 1ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0,2,1,0,0,0,0,0,0,5,11,16
ARAMPAMPA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ARANI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,6,6,0,0,2,2,1,0,0,6,1,0,13,16,2,0,20,16,0,0,0,0,45,46,91
ARBIETO,otras vacunaciones,dt 1ra dosis,2024-07-01,1,1,3,0,0,1,3,3,0,0,0,1,5,3,1,5,3,3,0,3,0,0,0,0,16,20,36
ARQUE,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,4,5
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,2,4,0,0,0,2,0,0,0,0,3,14,1,0,11,18,2,3,0,2,0,0,19,44,63
ATOCHA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,2,0,0,0,0,3,9,12
AYO AYO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,6,0,0,0,0,2,10,12
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,1,0,0,0,1,0,0,0,0,1,5,6,6,3,8,2,5,0,0,0,0,12,26,38
AZURDUY,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BATALLAS,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,6,9,0,0,1,0,0,0,9,11,20
BAURES,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,4
BELEN DE URMIRI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3,1,4
BERMEJO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,1,19,56,0,1,4,3,0,0,29,70,99
BETANZOS,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,15,0,8,0,0,0,0,6,25,31
BOLIVAR,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4
BOLPEBRA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,4,6
BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,110,11,1,0,1,3,0,0,122,15,137
CABEZAS,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,1,0,1,0,0,0,2,2,2,1,1,5,6,24,1,1,0,0,0,34,14,48
CAIROMA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,3,1,0,0,0,0,11,5,16
"CAIZA ""D""",otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,0,0,5,9,14
CAJUATA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,1,1,0,0,0,0,5,9,14
CALACOTO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CALAMARCA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,6,0,0,0,0,0,0,5,9,14
CAMARGO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,7,0,0,0,0,0,0,4,9,13
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,4
CAMIRI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,4,5,23,0,15,11,4,0,5,2,0,1,52,19,71
CAPINOTA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,4,2,0,0,1,1,0,0,0,1,0,0,9,19,12,1,1,3,1,0,0,0,28,27,55
CAQUIAVIRI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,1,0,0,4,5,9
CARACOLLO,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,2,5,0,0,1,1,7,14,21
CARANAVI,otras vacunaciones,dt 1ra dosis,2024-07-01,1,1,2,1,0,0,0,1,0,0,2,0,3,11,5,3,5,38,13,4,0,1,0,0,31,60,91
CARAPARI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,7,0,0,0,0,0,0,5,8,13
CARIPUYO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,7,2,1,0,0,0,0,4,14,18
CATACORA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
CHACARILLA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,4
CHALLAPATA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,11,1,12,0,1,0,0,8,35,43
CHARAGUA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,2,0,0,0,0,0,0,1,0,9,11,59,6,5,24,28,8,0,1,3,0,106,52,158
CHARAÑA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
CHAYANTA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,7,0,0,0,0,0,0,1,13,14
CHIMORE,otras vacunaciones,dt 1ra dosis,2024-07-01,1,3,1,0,0,0,0,1,0,1,1,1,3,7,7,6,12,12,7,14,0,0,1,0,33,45,78
CHIPAYA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3
CHOQUE COTA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHUA COCANI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,1,0,0,0,0,0,98,0,98
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,2,5,0,4,1,0,0,0,4,15,19
CHUMA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,5,7,0,0,0,0,8,12,20
CKOCHAS,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,1,1,7,0,0,0,0,2,16,18
CLIZA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,8,3,0,0,1,1,1,0,0,1,3,2,2,4,0,2,1,2,0,0,0,0,16,15,31
COBIJA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,4,2,0,1,0,4,0,0,2,0,4,8,7,4,4,8,4,6,0,0,0,0,26,33,59
COCAPATA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,2,0,5,0,0,0,0,1,2,0,0,1,0,0,1,7,3,0,1,0,0,0,0,10,14,24
COCHABAMBA,otras vacunaciones,dt 1ra dosis,2024-07-01,37,40,40,59,17,19,23,20,15,23,29,22,147,218,306,393,324,557,763,804,13,8,15,15,1729,2178,3907
COIPASA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
COLCAPIRHUA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,1,3,0,0,1,3,1,1,0,2,4,3,12,11,0,0,8,5,0,0,0,0,27,28,55
"COLCHA ""K""",otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,1,1,1,0,5,4,1,1,14,19,2,3,0,1,0,0,24,29,53
COLLANA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,4,0,0,1,0,0,0,10,6,16
COLOMI,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,2,0,2,0,0,0,2,0,0,10,15,14,2,5,16,4,1,0,0,0,0,34,40,74
COLPA BELGICA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,5,0,0,0,0,2,13,15
COLQUECHACA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,1,1,11,1,2,8,13,5,15,0,0,0,0,15,45,60
COLQUENCHA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,5,3,4,0,0,0,0,6,11,17
COLQUIRI,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,4,0,6,10,7,0,0,0,0,17,17,34
COMBAYA,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,4
CONCEPCION,otras vacunaciones,dt 1ra dosis,2024-07-01,0,2,1,0,0,0,0,0,0,1,0,0,1,3,1,1,2,8,3,3,0,0,0,0,8,18,26
COPACABANA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,5,6
CORIPATA,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,1,0,0,0,0,4,5,9
CORO CORO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,4,6
COROICO,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,1,1,0,0,0,1,1,0,0,0,4,6,4,6,6,20,9,12,0,0,0,0,26,46,72
CORQUE,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,2,0,0,0,0,2,6,8
COTAGAITA,otras vacunaciones,dt 1ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,19,15,0,0,2,1,3,2,31,21,52
CUATRO CAÑADAS,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,1,7,5,1,0,0,0,0,7,14,21
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,2,4,6
CUEVO,otras vacunaciones,dt 1ra dosis,2024-07-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,8,10
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra dosis,2024-07-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
