,group,variable,month,COVID-19 DOSIS UNICA 5 A 9 - D,COVID-19 DOSIS UNICA 5 A 9 - D,COVID-19 DOSIS UNICA 5 A 9 - F,COVID-19 DOSIS UNICA 5 A 9 - F,COVID-19 DOSIS UNICA 10 AÑOS - D,COVID-19 DOSIS UNICA 10 AÑOS - D,COVID-19 DOSIS UNICA 10 AÑOS - F,COVID-19 DOSIS UNICA 10 AÑOS - F,COVID-19 DOSIS UNICA 11 AÑOS - D,COVID-19 DOSIS UNICA 11 AÑOS - D,COVID-19 DOSIS UNICA 11 AÑOS - F,COVID-19 DOSIS UNICA 11 AÑOS - F,COVID-19 DOSIS UNICA 12 A 20 - D,COVID-19 DOSIS UNICA 12 A 20 - D,COVID-19 DOSIS UNICA 12 A 20 - F,COVID-19 DOSIS UNICA 12 A 20 - F,COVID-19 DOSIS UNICA 21 A 59 - D,COVID-19 DOSIS UNICA 21 A 59 - D,COVID-19 DOSIS UNICA 21 A 59 - F,COVID-19 DOSIS UNICA 21 A 59 - F,COVID-19 DOSIS UNICA 60 Y MAS - D,COVID-19 DOSIS UNICA 60 Y MAS - D,COVID-19 DOSIS UNICA 60 Y MAS - F,COVID-19 DOSIS UNICA 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,25,0,25
EL ALTO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,7,2,2,9,13,1,2,0,0,44,24,68
EL CHORO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,1,0,0,0,0,0,0,14,1,15
HUACARETA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,4,5
LA GUARDIA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,13,8,0,1,0,0,0,0,14,11,25
LA PAZ,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,8,12,2,7,26,20,18,5,2,8,1,1,57,53,110
LAGUNILLAS,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,7,6,13
LLICA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,4,3,7
MACHACAMARCA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MONTERO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,4,7
MORO MORO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,4
ORURO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,3,25,16,0,7,2,2,0,0,44,28,72
PADCAYA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,7
POCONA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
POJO (CBBA),otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2
POOPO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,20,21,0,0,2,2,27,27,54
PORONGO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
PORTACHUELO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,6,0,0,0,0,1,11,12
PUERTO SUAREZ,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
RAVELO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,4,0,0,6,7,14,11,25
ROBORE,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,1,10,11
SABAYA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,7,0,7
SACABA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,9,6,8,8,0,0,7,7,28,23,51
SACACA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,2,3,8,7,15
SAN IGNACIO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN JAVIER(STC),otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
SAN JULIAN,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,31,22,5,3,3,1,1,1,41,41,82
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,3,3,1,3,1,18,15,33
SAN RAFAEL,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,25,46,56,23,134,192,249,57,13,10,25,7,502,335,837
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,3,3,6
SANTIVAÑES,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SENA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SIPE SIPE,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,3,4,7
SUCRE,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10
TARIJA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,1,1,0,0,0,10,2,12
TIQUIPAYA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,1,1,0,1,0,0,11,6,17
TOCO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
TOLATA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,1,0,0,0,0,11,1,12
TOLEDO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,5,6
TOTORA(CBBA),otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,5,2,7
TOTORA(ORR),otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3
TRIGAL,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
TUPIZA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,0,4
TURCO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,3
UNCIA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,2,0,3,2,3,0,0,0,0,18,9,27
UYUNI,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,5,1,6
VALLEGRANDE,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
VIACHA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,1,1,127,1,0,0,0,1,163,3,166
VILLA MONTES,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,4,3,7
VILLA RIVERO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
VILLAZON,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VINTO,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,6,5,4,3,2,1,0,0,0,31,17,48
YACUIBA,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,1,4
YAPACANI,otras vacunaciones,covid-19 dosis unica,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
ANTEQUERA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,4
ANZALDO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,5,1,6
BUENA VISTA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CABEZAS,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
CAMIRI,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,12,2,0,0,0,0,0,0,13,5,18
CAPINOTA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARIPUYO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHARAGUA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CLIZA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3
COCHABAMBA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,35,24,39,40,6,8,1,1,91,85,176
COLOMI,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,0,0,2,1,6,5,11
CONCEPCION,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,1,16,12,10,0,0,2,3,22,41,63
CORQUE,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTOCA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,3,0,1,0,2,0,0,9,8,17
CUATRO CAÑADAS,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,5,3,8
EL TORNO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1,0,0,2,9,11
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,2,4
LA PAZ,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,10,7,1,6,4,0,0,22,16,38
MACHACAMARCA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
MONTERO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,9
ORURO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,2,0,0,0,0,0,8,4,12
PAZÑA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
POCONA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,5,5
POJO (CBBA),otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POROMA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
POTOSI,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,2,8,10
PUNA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RAVELO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,10,13,23
ROBORE,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,6,0,0,0,0,0,17,1,18
SACABA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,8,6,7,4,0,1,0,0,23,15,38
SACACA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3
SAMAIPATA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,3
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,18,44,3,4,3,1,2,2,28,54,82
SAN MATIAS,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,36
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,4,3,7,6,13
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,6,56,28,24,15,129,96,77,46,7,4,1,1,294,196,490
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,4,2,6
SENA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TARIJA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,7,0,1,0,1,0,0,8,10,18
TOCO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,2,1,6,5,11
TOLEDO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
TOTORA(CBBA),otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3
TUPIZA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TURCO,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,2,5
VILLAZON,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YACUIBA,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,4,4,8
YAPACANI,otras vacunaciones,covid-19 dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,4
AIQUILE,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ANZALDO,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,3
ARBIETO,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,1,2,0,0,1,1,5,9,14
AUCAPATA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,2,2,0,0,0,0,12,8,20
BERMEJO,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,4,2,6
BOYUIBE,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,4,1,0,0,0,0,31,1,32
CABEZAS,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,15,0,15
CAMIRI,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,11,1,2,0,0,7,14,22,27,49
CAPINOTA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,3,3,6
CARACOLLO,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,0,0,1,4,6,10
CHIPAYA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,1,5,6
CHOQUE COTA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,7
CKOCHAS,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,2,4
COCHABAMBA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,19,14,42,32,0,0,3,4,69,59,128
COIPASA,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLOMI,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,6,2,8,10
CORQUE,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,2,4,6
EL ALTO,otras vacunaciones,covid-19 dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,5,6,2,0,0,0,12,17,29
