,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,11,16,27
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,4,22,26
SAN LUCAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTA ANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,125,6,2,0,0,1,1,58,128,186
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SICA SICA (VILLA AROMA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
SORACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SORATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,15,47,34,99,0,0,0,3,49,155,204
TAHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TAPACARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TARACO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TARATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
TARIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,1,2,1,0,0,0,5,29,34
TARVITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TIQUIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,1,14,15
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,2,7,9
TOLATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
TOLEDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TOMINA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,1,0,0,2,7,9
TUPIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TURCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
URUBICHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
UYUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,7,0,0,0,0,8,12,20
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,2,5
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,4,1,5
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,1,8,0,0,0,0,3,17,20
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,0,0,2,11,13
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
YAMPARAEZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YANACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
YAPACANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6
YOTALA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ALTO BENI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANCORAIMES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ANTEQUERA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,4,5
ARQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BAURES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,2,0,0,0,0,1,14,15
BETANZOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOLIVAR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOYUIBE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,3,7,10
CABEZAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CAIROMA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,3,3,6
CAJUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMARGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,5,5
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,4,4,8
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHARAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,4,3,7
CHIMORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CHUA COCANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,18,6,9,0,0,0,0,9,29,38
COCAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,1,0,0,0,0,2,12,14
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,16,35,0,0,0,0,23,45,68
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
COLLANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,2,4
COLQUENCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COLQUIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CORIPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CORO CORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
COROICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,16,20,37,21,31,1,1,0,0,51,86,137
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ESCARA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
EUCALIPTUS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
FILADELFIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,6,7
HUARINA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ICHOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
IXIAMAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
LA ASUNTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
LA GUARDIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,0,0,0,0,1,10,11
LA PAZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,18,69,19,41,5,1,4,8,49,128,177
LAJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,2,5
LLICA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,10,14
LURIBAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,11,0,0,0,0,2,14,16
MAIRANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MECAPACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
MOCOMOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,13,0,0,0,0,9,25,34
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
