,group,variable,month,COVID-19 DOSIS ANUAL 5 A 9 - D,COVID-19 DOSIS ANUAL 5 A 9 - D,COVID-19 DOSIS ANUAL 5 A 9 - F,COVID-19 DOSIS ANUAL 5 A 9 - F,COVID-19 DOSIS ANUAL 10 AÑOS - D,COVID-19 DOSIS ANUAL 10 AÑOS - D,COVID-19 DOSIS ANUAL 10 AÑOS - F,COVID-19 DOSIS ANUAL 10 AÑOS - F,COVID-19 DOSIS ANUAL 11 AÑOS - D,COVID-19 DOSIS ANUAL 11 AÑOS - D,COVID-19 DOSIS ANUAL 11 AÑOS - F,COVID-19 DOSIS ANUAL 11 AÑOS - F,COVID-19 DOSIS ANUAL 12 A 20 - D,COVID-19 DOSIS ANUAL 12 A 20 - D,COVID-19 DOSIS ANUAL 12 A 20 - F,COVID-19 DOSIS ANUAL 12 A 20 - F,COVID-19 DOSIS ANUAL 21 A 59 - D,COVID-19 DOSIS ANUAL 21 A 59 - D,COVID-19 DOSIS ANUAL 21 A 59 - F,COVID-19 DOSIS ANUAL 21 A 59 - F,COVID-19 DOSIS ANUAL 60 Y MAS - D,COVID-19 DOSIS ANUAL 60 Y MAS - D,COVID-19 DOSIS ANUAL 60 Y MAS - F,COVID-19 DOSIS ANUAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SICAYA,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,12,16,13,29
SORACACHI,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,8,1,0,3,0,0,0,15,9,24
SUCRE,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,0,0,1,2,0,0,8,18,26
TARIJA,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,13,21,9,2,2,3,2,4,30,38,68
TOCO,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,10,0,0,0,0,1,1,6,15,21
TOLATA,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TOLEDO,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,4,0,0,6,8,14
TUPIZA,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,0,0,1,3,6,10,16
TURCO,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,15,19,27,32,4,4,33,29,84,91,175
URUBICHA,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,11,0,0,0,0,0,0,37,11,48
VILLAZON,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
VITICHI,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,3,3,6
YACUIBA,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,2,9,1,7,0,2,0,0,0,52,3,55
YAPACANI,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 dosis anual,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,2,7
ACHACACHI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,2,2,0,0,0,0,6,9,15
AIQUILE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,8,12,12,24,7,2,7,9,36,59,95
ALALAY,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1,1,0,0,2,8,9,17
ANCORAIMES,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,0,0,0,0,8,5,13
APOLO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,4,6
ARANI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,0,0,1,11,8,13,21
ARQUE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
ATOCHA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,3,14,0,0,7,9,13,26,39
AYATA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,7,3,0,0,0,1,4,11,16,27
AYO AYO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,8,9,7,2,4,5,3,24,23,47
BATALLAS,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,7,4,10,14
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,3,5
BERMEJO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,1,2,3,0,0,0,21,8,29
BOLIVAR,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,0,0,0,0,3,5,8
BUENA VISTA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAIROMA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,3,4,7
CAJUATA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,6,2,8
CALAMARCA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,1,0,0,0,1,4,5,9
CAPINOTA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,1,3,5,8
CARAPARI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,8,1,0,0,0,0,0,17,8,25
CHACARILLA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,0,0,1,0,4,8,12
CHIMORE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,1,1,2,2,6,11,17
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,8,9,5,12,8,29,23,52
CHUMA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,1,4
COBIJA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,39,5,4,37,28,0,0,4,0,56,72,128
COCAPATA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,3,1,2,1,1,11,12,23
COCHABAMBA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,14,27,50,69,116,143,227,252,26,39,60,61,493,591,1084
COLCAPIRHUA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,14,18,25,49,41,3,2,4,5,99,91,190
COLLANA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,5,2,7
COLQUENCHA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,0,0,3,1,0,0,12,11,23
COLQUIRI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,8,7,9,8,11,2,0,1,1,23,34,57
COMARAPA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,12
CORO CORO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,0,6,3,37,32,69
COROICO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,10,3,4,2,1,6,5,18,21,39
COTAGAITA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,1,0,1,3,7,10
COTOCA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,1,1,0,0,0,0,5,7,12
CURVA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,5,2,7
EL ALTO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,36,61,31,39,143,264,200,192,51,36,36,37,497,629,1126
EL TORNO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,7,0,0,2,1,0,0,4,14,18
ENTRE RIOS TRJ,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,3,0,0,0,1,0,0,6,7,13
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,0,41,16,29,1,0,2,0,0,85,21,106
ESCOMA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,4
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,5,2,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,1,1,0,0,0,9,4,13
GUAQUI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,2,3,6,9
GUAYARAMERIN,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,1,1,2,0,0,18,16,34
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,0,0,5,0,11,8,19
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,13,3,4,2,2,9,12,17,36,53
LA ASUNTA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,7,1,2,1,0,4,2,25,19,44
LA GUARDIA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,21,1,7,0,0,2,1,31,29,60
LA PAZ,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,15,31,16,22,124,249,44,59,86,116,24,34,309,511,820
LAGUNILLAS,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
LAJA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,1,2,0,0,0,0,5,9,14
LICOMA PAMPA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,0,0,10,5,15,12,27
LLALLAGUA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,14,5,5,23,42,1,0,2,6,52,69,121
LLICA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,6,6,5,5,0,0,2,1,17,17,34
LURIBAY,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,0,0,0,0,6,6,12
MIZQUE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,6
MOCOMOCO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,2,1,0,4,4,11,11,22
MOROCHATA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,5,0,0,3,1,11,12,23
OCURI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
OKINAWA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,12,31,1,0,3,2,0,0,19,36,55
OMEREQUE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,10,14,15,29
ORURO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,10,22,1,7,0,1,0,2,13,35,48
PAPEL PAMPA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,7,18
PASORAPA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,4,6
PATACAMAYA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,44,103,9,0,0,9,12,141,65,206
PELECHUCO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,1,7,8
POCONA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8,3,3,0,1,0,16,8,24
PORTACHUELO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,17,13,17,9,32,53,93,0,0,19,30,97,189,286
PUCARANI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,3,4,2,0,3,7,12,20,32
PUERTO PEREZ,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,12,2,0,0,1,1,0,8,14,22
PUERTO SILES,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,9,6,6,7,2,0,0,0,19,14,33
QUILLACOLLO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,7,14,19,31,45,51,86,126,18,8,28,40,203,270,473
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,7,6,3,5,12,19,31
RAVELO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,4,7,7,0,0,14,14,26,29,55
RIBERALTA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,4,8,0,1,0,1,0,0,6,17,23
RURRENABAQUE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,25,45,34,36,2,5,9,6,79,108,187
SAIPINA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,13,12,15,18,33
SAN BENITO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,3,0,0,1,1,6,9,15
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,1,0,1,2,7,9
SAN CARLOS,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,3,9
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,2,0,0,1,7,4,11
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,2,1,6,7,13
SAN RAMON BENI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,25,58,16,17,421,276,164,115,32,17,23,28,681,511,1192
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,3,3,6
SANTIVAÑES,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,8,4,12
SAPAHAQUI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,1,3,1,10,5,15
SENA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,2,0,0,5,5,10
SHINAOTA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,1,4
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,20,41,9,10,9,5,4,4,43,70,113
SIPE SIPE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,8,11,25,18,25,1,0,13,21,55,86,141
SOPACHUY,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SUCRE,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,8,21,6,9,36,71,37,45,11,7,23,13,121,166,287
TACACHI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,4
TACOPAYA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,5,1,2,18,18,27,30,57
TAPACARI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,8,8,2,4,28,36,40,57,97
TARACO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,6,1,1,1,0,4,1,13,10,23
TARIJA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,12,15,11,18,4,2,4,6,35,43,78
TIAHUANACU,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,5,11,1,0,1,1,0,21,8,29
TINGUIPAYA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,12,17,24,43,62,0,4,3,5,71,109,180
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,9,5,11,27,28,1,1,13,16,51,70,121
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,17,0,0,1,4,12,27,39
TORO TORO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,0,0,1,4,6,10,16
TOTORA(CBBA),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
TOTORA(ORR),otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,1,2,4,17,15,21,26,47
TRINIDAD,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,4,5
TUPIZA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,41,32,5,24,0,4,0,3,0,2,47,68,115
UMALA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,7,6,10,1,1,3,4,12,24,36
VACAS,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,5,2,2,8,20,28
VILA VILA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,6,2,0,4,6,8,14,22
VILLA MONTES,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,20,2,6,0,0,0,0,0,84,2,86
VILLA RIVERO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,25,0,1,2,2,0,0,6,32,38
VILLA TUNARI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,0,0,0,3,4,7
VILLAZON,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,27,8,8,4,4,8,15,0,1,28,55,83
VINTO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,22,39,43,70,6,2,27,33,105,154,259
VITICHI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,5,8,13
WALDO BALLIVIAN,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,12,0,0,2,1,0,0,8,14,22
WARNES,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,22,10,1,4,1,0,0,1,27,23,50
YACO,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,7,0,0,1,4,7,12,19
YACUIBA,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0,0,0,0,4,5,9
YANACACHI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,4,4,7,2,4,1,1,11,19,30
YAPACANI,otras vacunaciones,covid-19 dosis anual,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,9,2,2,0,0,0,0,13,11,24
ACACIO,otras vacunaciones,covid-19 dosis anual,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,0,7,2,9
