,group,variable,month,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - F,DT 2DA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CONCEPCION,otras vacunaciones,dt 2da dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,1,2,0,0,0,0,3,12,15
COPACABANA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,1,0,0,3,3,0,0,2,5,1,3,0,3,0,3,0,0,0,0,0,0,7,18,25
CORIPATA,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,6,5,5,0,0,0,0,10,16,26
CORO CORO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,0,1,0,1,4,7,0,2,27,35,0,1,0,1,0,0,0,0,31,49,80
COROICO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,0,0,2,0,1,0,0,1,0,2,2,9,13,8,8,5,4,0,0,0,0,27,30,57
CORQUE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
COTAGAITA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,0,0,0,0,3,5,8
CUATRO CAÑADAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,2,0,0,3,2,0,1,4,6,2,1,11,16,1,4,5,2,0,0,0,0,28,34,62
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,3,4,7
CUEVO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,8,9
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,5,6
CURVA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,2,0,0,2,2,0,0,1,3,0,0,12,3,1,0,0,0,0,0,0,0,18,10,28
DESAGUADERO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
EL ALTO,otras vacunaciones,dt 2da dosis,2024-08-01,9,8,9,9,4,6,9,22,2,3,9,11,23,89,126,206,80,391,154,216,1,0,0,0,426,961,1387
EL CHORO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 2da dosis,2024-08-01,1,0,1,1,0,0,2,0,1,0,0,2,1,2,2,1,1,0,0,1,0,1,0,0,9,8,17
EL PUENTE(TJA),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2,4,1,5,12,5,0,0,0,0,18,16,34
EL TORNO,otras vacunaciones,dt 2da dosis,2024-08-01,2,2,0,0,0,0,0,0,1,0,0,0,3,4,3,7,15,3,0,2,0,0,0,0,24,18,42
EL VILLAR,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,5,0,0,0,0,1,11,12
ENTRE RIOS TRJ,otras vacunaciones,dt 2da dosis,2024-08-01,2,1,0,0,1,0,0,0,0,1,0,0,1,4,0,0,13,7,0,2,0,0,0,0,17,15,32
ENTRE RIOS CBBA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,4,2,0,0,3,6,1,8,1,1,8,24,15,21,0,0,0,0,32,62,94
ESCARA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
ESCOMA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ESMERALDA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da dosis,2024-08-01,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,10,0,0,0,1,0,0,0,0,5,13,18
EXALTACION,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FILADELFIA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,5,0,5
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,5,5,10
GENERAL SAAVEDRA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,4,0,0,1,0,0,0,0,1,2,4,2,0,0,8,0,0,0,0,0,0,7,17,24
GIA-TIM,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,6,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,4,6
GUANAY,otras vacunaciones,dt 2da dosis,2024-08-01,2,4,15,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,43
GUAQUI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,3,4,7
GUAYARAMERIN,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,2,1,1,0,1,0,0,0,0,1,0,5,0,0,1,22,0,1,0,0,0,0,6,30,36
GUTIERREZ,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
HUACARETA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,4
HUANUNI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,9,4,11,4,14,0,0,0,0,11,41,52
HUARINA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,1,0,5,2,1,1,1,5,3,0,0,0,0,9,11,20
HUATAJATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,7,0,0,0,0,7,9,16
ICHOCA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ICLA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
INCAHUASI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
INQUISIVI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,8,6,0,0,2,2,0,0,1,0,0,0,2,4,2,2,9,9,0,0,0,0,24,23,47
IXIAMAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,1,2,7,12,3,5,6,10,0,0,0,0,19,30,49
JESUS DE MACHACA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,2,1,0,0,0,0,4,8,12
LA ASUNTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,1,1,0,0,1,0,0,1,3,7,6,2,7,21,1,4,0,0,0,0,19,37,56
LA GUARDIA,otras vacunaciones,dt 2da dosis,2024-08-01,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,4,5,9
LA PAZ,otras vacunaciones,dt 2da dosis,2024-08-01,7,10,7,13,5,2,1,8,3,3,7,11,67,116,141,164,89,393,91,162,0,2,0,0,418,884,1302
LAGUNILLAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,6
LAJA,otras vacunaciones,dt 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,8,0,7,0,0,0,0,10,37,47
LAS CARRERAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
LICOMA PAMPA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LLALLAGUA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,16,4,26,16,22,0,0,0,0,27,68,95
LLICA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
LORETO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,3,6
LURIBAY,otras vacunaciones,dt 2da dosis,2024-08-01,1,2,0,0,2,2,0,0,2,3,0,0,3,0,0,0,0,2,2,0,0,0,0,0,10,9,19
MACHACAMARCA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0,0,3,10,13
MACHARETI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,0,0,3,4,7
MAGDALENA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,4,1,1,0,0,0,0,2,12,14
MAIRANA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
MALLA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
MAPIRI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
MECAPACA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,4,5
MINEROS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,1,10,2,3,0,0,0,0,4,25,29
MIZQUE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,1,0,0,2,2,0,0,1,1,0,0,10,6,0,1,0,0,0,0,0,0,15,11,26
MOCOMOCO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,6
MOJINETE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
MOJOCOYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,1,0,0,2,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4,7,11
MONTEAGUDO,otras vacunaciones,dt 2da dosis,2024-08-01,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,3,9
MONTERO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,1,0,0,3,0,0,0,1,1,4,33,0,6,11,84,19,19,0,0,0,0,39,144,183
MOROCHATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,3,5,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3
OCURI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,5,3,0,0,3,2,0,0,4,0,0,6,1,1,1,6,0,3,0,0,0,0,14,21,35
OKINAWA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,120,0,0,0,0,0,128,0,128
OMEREQUE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,8,6,8,2,2,0,0,0,0,13,21,34
ORURO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,1,0,0,0,15,52,29,53,106,231,25,93,0,0,0,0,177,430,607
PADCAYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,1,12,13
PADILLA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAILON,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,2,0,0,0,0,0,0,0,0,1,5,2,0,3,3,0,0,0,0,0,0,8,10,18
PALCA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,5,2,0,0,1,3,0,0,1,3,2,5,1,2,2,9,0,1,0,0,0,0,12,25,37
PALOS BLANCOS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,3,0,0,0,0,0,0,0,0,1,6,2,10,8,9,3,15,1,0,0,0,15,43,58
PAMPA AULLAGAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PAPEL PAMPA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
PASORAPA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,2,0,0,0,0,0,0,2,1,0,0,5,7,0,0,2,0,0,0,0,0,9,10,19
PATACAMAYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,2,0,0,11,18,0,24,12,20,0,0,0,0,25,64,89
PAZÑA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,10,0,1,0,0,0,0,0,0,4,14,18
PELECHUCO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
POCOATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,6,1,0,0,0,0,0,2,10,12
POCONA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,6,4,6,4,0,0,0,0,14,11,25
POJO (CBBA),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,1,2,3,0,0,0,0,9,4,13
POOPO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,2,4,1,0,0,0,0,18,3,21
PORCO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,3,0,0,0,0,0,21,21
POROMA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0,0,3,6,9
PORTACHUELO,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,3,14,0,0,0,0,0,0,8,17,25
PORVENIR,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,5,4,9
POTOSI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,1,6,0,1,6,4,0,0,15,67,4,10,28,186,6,10,0,0,0,0,60,284,344
PUCARA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 2da dosis,2024-08-01,1,1,3,9,0,0,0,1,0,0,7,3,0,4,16,22,3,7,3,7,0,0,0,0,33,54,87
PUERTO CARABUCO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,4,0,0,0,0,1,8,9
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,5,2,7
PUERTO QUIJARRO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,13,4,40,18,0,2,21,3,0,0,0,0,74,27,101
PUERTO RICO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,4
PUERTO SILES,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,24,11,2,2,1,0,0,0,30,19,49
PUERTO VILLARROEL,otras vacunaciones,dt 2da dosis,2024-08-01,0,2,14,15,0,0,12,3,1,0,8,5,10,15,106,100,10,59,22,18,0,0,0,0,183,217,400
PUNA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,4,0,5,0,0,0,0,5,19,24
PUNATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,1,0,0,1,0,0,0,1,2,0,1,1,4,7,14,8,16,0,0,0,0,19,38,57
QUIABAYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,2,3,5
QUILLACOLLO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,0,1,0,3,6,1,1,2,2,9,19,82,113,35,47,48,84,0,0,0,0,183,272,455
QUIME,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4,0,0,0,0,0,6,6,12
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da dosis,2024-08-01,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,2,0,2,1,0,0,0,0,0,5,7,12
RAVELO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,11,7,0,0,1,2,0,1,4,4,0,2,12,14,0,4,13,10,0,0,0,0,41,44,85
REYES,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,7,1,1,5,3,0,0,0,0,10,16,26
RIBERALTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,12,6,48,0,2,0,0,0,0,7,79,86
ROBORE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,3,0,0,0,0,0,5,5,10
RURRENABAQUE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,3,1,0,0,0,1,0,0,3,0,0,7,4,4,2,23,1,2,0,0,0,0,13,38,51
SABAYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SACABA,otras vacunaciones,dt 2da dosis,2024-08-01,3,4,10,12,1,4,0,26,0,4,11,16,10,33,156,276,36,110,121,119,0,0,0,0,348,604,952
SACABAMBA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,4,0,0,0,0,4,7,11
SACACA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,2,0,0,0,0,1,12,13
SAIPINA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,1,0,0,4,2,6,2,0,4,2,1,0,0,0,0,12,11,23
SAMAIPATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANDRES,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,2,1,1,2,3,2,1,3,2,1,0,2,0,0,0,0,0,0,9,12,21
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,2,9,11
SAN BENITO,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,6,8,0,0,12,17,1,0,9,9,3,6,11,36,4,10,7,22,0,0,0,0,54,108,162
SAN BORJA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,4,8,1,0,0,2,0,0,3,3,2,12,9,17,7,25,20,16,0,0,0,0,46,83,129
SAN BUENA VENTURA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,3,0,0,0,0,5,5,10
SAN CARLOS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,11,2,0,0,1,0,0,5,17,22
SAN IGNACIO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,1,0,1,1,0,0,0,0,3,9,1,1,9,0,3,1,0,0,0,0,18,12,30
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,4,3,7
SAN JAVIER(STC),otras vacunaciones,dt 2da dosis,2024-08-01,2,1,12,10,0,0,1,0,0,0,0,0,0,3,0,0,1,7,0,1,0,0,0,0,16,22,38
SAN JOAQUIN,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,1,0,0,0,1,0,0,0,2,2,0,104,7,0,3,4,4,0,0,0,0,112,18,130
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JULIAN,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,2,0,0,0,0,1,0,0,0,0,0,9,12,21,7,40,9,8,0,0,2,0,33,79,112
SAN LORENZO(PND),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,4
SAN LORENZO(TJA),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
SAN LUCAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,9,9
SAN MATIAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,1,1,6,0,0,0,2,0,2,6,3,0,3,50,48,1,4,2,3,0,0,0,0,60,72,132
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,2,1,0,0,1,2,0,1,8,9,1,5,0,0,0,0,0,0,12,18,30
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,5,6
SAN PEDRO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,12,0,4,0,0,0,0,0,26,26
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,1,0,0,0,0,1,10,11
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,2,6,0,4,1,9,1,5,0,0,0,0,5,25,30
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,1,0,0,0,0,1,0,0,0,0,0,10,16,0,1,0,0,0,0,0,0,13,18,31
SAN RAFAEL,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,1,1,0,0,1,0,0,2,3,1,0,4,2,0,0,0,0,0,7,9,16
