,group,variable,month,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TOMINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46
TORO TORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,1,9,3,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,9,14,23
TOTORA(CBBA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TOTORA(ORR),otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
TRINIDAD,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,1,6,21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,33
TUPIZA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,1,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,13
TURCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
UNCIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
URIONDO (A. CONCEPCION),otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
UYUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,7,15,15,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,30,52
VALLEGRANDE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,6,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26
VIACHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,2,125,73,0,2,0,16,0,2,0,2,0,0,0,0,0,0,0,0,125,97,222
VILLA CHARCAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
VILLA MONTES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,4,1,20,13,0,2,0,2,0,3,0,3,0,0,0,0,0,0,0,0,24,24,48
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,1,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21
VILLA RIVERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA SERRANO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,25
VILLA TUNARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,3,7,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,37
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
VILLAZON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,6,6,13,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,17,36
VINTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,2,5,11,0,0,0,4,0,2,0,43,0,0,0,0,0,0,0,0,5,62,67
VITICHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
WARNES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,23,26,48,61,0,5,0,30,0,11,0,17,0,0,0,0,0,0,0,0,71,150,221
YACUIBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,1,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,25
YAMPARAEZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
YANACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8
YAPACANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,27
YOTALA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
YUNCHARA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-06-01,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
ACACIO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
ACHOCALLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,3,6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
ANCORAIMES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANDAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTEQUERA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
ANZALDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,4,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,12
APOLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ARANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
ARBIETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,10
ARQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7
ATOCHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
AUCAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
AYO AYO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,2,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,16
AZURDUY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BATALLAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BERMEJO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,12
BETANZOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOLIVAR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOLPEBRA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BOYUIBE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,9
BUENA VISTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CAIROMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"CAIZA ""D""",otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAJUATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALACOTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CALAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CAMARGO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,6,2,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,9,18
CAPINOTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,3,2,11,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,17,19
CARANAVI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,3,3,4,8,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,7,15,22
CARAPARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,6,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15
CARIPUYO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CATACORA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CHARAGUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,4,6,13,18,0,1,0,8,0,3,0,12,0,0,0,0,0,0,0,0,17,48,65
CHAYANTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,4,1,3,3,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,7,10,17
CHUMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,3,15,7,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,15,15,30
CKOCHAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CLIZA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,5,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,14
COBIJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,3,2,12,7,0,0,0,4,0,4,0,14,0,0,0,0,0,0,0,0,15,31,46
COCAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,14
COCHABAMBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,86,98,86,84,0,48,0,42,0,47,0,82,0,0,0,0,0,0,0,0,172,401,573
COLCAPIRHUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,8,9,17,6,0,2,0,2,0,5,0,6,0,0,0,0,0,0,0,0,25,30,55
"COLCHA ""K""",otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COLPA BELGICA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
COLQUECHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUENCHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COMARAPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
COMBAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
COPACABANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
CORIPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COROICO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CORQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
COTAGAITA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
COTOCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,7,2,14,16,0,2,0,3,0,5,0,1,0,0,0,0,0,0,0,0,21,29,50
CUATRO CAÑADAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CUEVO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
CULPINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL ALTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,72,94,49,81,0,26,0,22,0,56,0,19,0,0,0,0,0,0,0,0,121,298,419
EL CHORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
EL PUENTE(TJA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL TORNO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,2,8,3,1,0,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,5,20,25
ENTRE RIOS CBBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
ESMERALDA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
FILADELFIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GIA-TIM,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,6,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,15
GUANAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
GUAQUI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6
GUTIERREZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
HUACARAJE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
HUANUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,1,7,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,8,9,17
HUARINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
HUATAJATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMANATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INCAHUASI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
INQUISIVI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
IXIAMAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LA ASUNTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,4
LA GUARDIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,4,7,7,5,0,3,0,2,0,8,0,4,0,0,0,0,0,0,0,0,11,29,40
LA PAZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,106,186,29,33,0,61,0,48,0,107,0,26,0,0,0,0,0,0,0,0,135,461,596
LAJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
LAS CARRERAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,2,5,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,12,18
LORETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
LURIBAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
MACHACAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
MACHARETI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MAIRANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
