,group,variable,month,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TACOPAYA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,3,5
TAPACARI,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARABUCO,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,7,8
TARATA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TARIJA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,1,3,0,0,2,0,0,0,0,1,0,0,42,37,4,2,39,74,3,13,0,0,0,0,91,130,221
TEOPONTE,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,2,0,0,0,0,2,2,0,0,0,0,5,2,0,0,5,4,0,0,0,0,12,10,22
TIAHUANACU,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,2,6,8
TIPUANI,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TIQUIPAYA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,1,0,0,0,0,10,8,18
TIRAQUE (CBBA),otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,6
TOCO,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,3,4,7
TOLATA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TOMINA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
TOTORA(CBBA),otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,2,6,8
TRINIDAD,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,13,7,0,0,0,0,0,0,13,15,28
TUPIZA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,9,1,1,0,0,0,0,6,12,18
TURCO,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,7,9
UNCIA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,2,5,7
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,10
UYUNI,otras vacunaciones,antiamarilica dosis unica,2024-07-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,7,3,10
VACAS,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,4,6
VALLEGRANDE,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
VIACHA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,3,0,1,0,0,2,0,0,0,0,0,0,2,2,3,0,6,21,1,2,0,0,0,0,16,27,43
VILA VILA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
VILLA CHARCAS,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6
VILLA MONTES,otras vacunaciones,antiamarilica dosis unica,2024-07-01,1,0,0,1,0,1,0,0,0,1,0,0,16,10,3,3,43,34,9,12,0,0,0,0,72,62,134
VILLA RIVERO,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,2,6
VILLA SERRANO,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,3,3,8,1,5,0,0,0,0,8,19,27
VILLA TUNARI,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,6,3,0,1,0,3,0,0,3,1,1,3,6,7,6,11,17,18,0,0,0,0,39,47,86
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,6,7
VILLAZON,otras vacunaciones,antiamarilica dosis unica,2024-07-01,2,1,2,1,0,0,0,0,0,1,0,0,5,21,1,0,9,20,0,2,0,0,0,0,19,46,65
VINTO,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,4,3,7
VITICHI,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,4,4,8
WARNES,otras vacunaciones,antiamarilica dosis unica,2024-07-01,2,0,1,0,0,0,0,1,1,0,0,0,2,4,0,14,25,24,1,0,0,0,0,0,32,43,75
YACUIBA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,10,3,2,1,0,0,0,0,15,5,20
YAPACANI,otras vacunaciones,antiamarilica dosis unica,2024-07-01,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,6,1,2,0,0,0,0,0,9,6,15
YOTALA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
YUNCHARA,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,5,6
ZUDAÑEZ,otras vacunaciones,antiamarilica dosis unica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
ACACIO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,14,1,1,1,7,0,0,0,0,3,27,30
ACHOCALLA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AIQUILE,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
ALTO BENI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,7,3,4,4,1,4,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
ANCORAIMES,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,3,6,9
APOLO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ARANI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,5,7
ARBIETO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,2,0,0,0,0,2,6,8
ARQUE,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,1,0,0,1,0,4,0,2,0,4,4,3,3,0,0,0,0,14,9,23
ATOCHA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,0,0,0,1,1,0,0,1,1,12,11,0,5,1,4,0,0,0,0,16,22,38
AYO AYO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BATALLAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,4,4,1,1,4,11,1,2,0,0,0,0,11,19,30
BAURES,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,1,3,0,0,0,0,7,7,14
BELEN DE URMIRI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
BELLA FLOR,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,11,23,0,0,0,0,0,0,14,25,39
BOLPEBRA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,1,3,6,0,0,0,0,5,12,17
BOYUIBE,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CABEZAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,5,1,0,0,0,0,11,8,19
CAIROMA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CALACOTO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CALAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMARGO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,6,9
CAMIRI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,10,12,3,3,0,0,0,0,16,19,35
CARACOLLO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0,0,0,4,4,8
CARANAVI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,0,2,9,1,1,0,1,1,0,1,2,1,11,4,3,18,19,11,17,0,0,0,0,40,63,103
CARAPARI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,17,4,12,7,0,0,0,0,33,13,46
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,12,2,14
CHACARILLA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,4,6
CHALLAPATA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,9,5,14
CHARAGUA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,1,0,1,1,0,0,0,0,10,4,14
CHARAÑA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CHIMORE,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,3,0,0,0,0,7,14,21
CHIPAYA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,5,6
CHUA COCANI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,2,1,3,0,0,0,0,1,0,2,0,0,0,5,2,13,12,6,10,0,0,0,0,28,29,57
CKOCHAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CLIZA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,5,5,10
COBIJA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,0,0,1,0,0,1,0,0,0,0,0,5,5,25,6,17,32,34,19,0,0,0,0,83,63,146
COCAPATA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
COCHABAMBA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,6,5,11,6,1,0,1,0,0,3,0,1,26,53,82,18,164,281,53,111,0,0,0,0,344,478,822
COLCAPIRHUA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,9,5,3,0,0,0,0,11,14,25
"COLCHA ""K""",otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,9,0,0,0,0,9,13,22
COLLANA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
COLOMI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,8,2,10
COLPA BELGICA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COLQUENCHA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLQUIRI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
COMANCHE,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,6,6
COPACABANA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
CORIPATA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,2,0,0,0,0,3,6,9
CORO CORO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,4,0,0,0,0,9,10,19
COROICO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,10,0,0,0,0,8,13,21
CORQUE,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,4,9
COTAGAITA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
COTOCA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,4,11,15
CUATRO CAÑADAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,1,0,0,0,0,0,2,9,11
CUEVO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CULPINA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,2,10,12
CURAHUARA DE CARANGAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
EL ALTO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,10,9,5,3,2,2,1,1,1,2,0,2,16,20,81,56,82,93,227,243,0,0,0,0,425,431,856
EL PUENTE(TJA),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
EL TORNO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,9,4,0,1,6,9,0,1,0,0,0,0,16,15,31
EL VILLAR,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,1,0,0,2,1,0,0,0,0,0,1,1,2,2,9,15,33,13,27,0,0,0,0,34,74,108
ESCARA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,2,0,0,0,0,0,0,5,4,9
ESCOMA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,3,5,2,3,0,0,0,0,7,13,20
EUREKA (SANTOS MERCADO),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,3,4,7
FILADELFIA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,1,8,4,0,0,0,0,11,8,19
GAIOC JATUN AYLLU YURA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,5,0,0,0,0,5,10,15
GIA-TIM,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
GUAQUI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
GUAYARAMERIN,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUANUNI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,5,1,10,0,0,0,0,7,16,23
HUARINA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,1,2,2,0,3,0,0,0,0,4,11,15
HUATAJATA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,9,9
INCAHUASI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,1,6,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,4,6
IXIAMAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,2,0,0,0,0,0,0,1,0,0,0,0,2,0,4,9,1,2,3,5,0,0,0,0,12,17,29
JESUS DE MACHACA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,3,0,0,0,0,7,5,12
LA ASUNTA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,6,4,9,9,0,0,0,0,19,15,34
LA GUARDIA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,1,0,0,0,1,0,0,4,3,0,0,20,29,1,2,0,0,0,0,25,36,61
LA PAZ,otras vacunaciones,antiamarilica dosis unica,2024-08-01,4,12,3,2,1,1,0,1,0,4,1,1,39,51,10,8,195,305,27,28,0,0,0,0,280,413,693
LAGUNILLAS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,10,12
LAJA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,2,8,10
LICOMA PAMPA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,4,14,0,2,0,0,0,0,11,17,28
LLALLAGUA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,1,0,0,0,0,0,1,0,7,4,8,16,21,42,55,49,0,0,0,0,93,111,204
LLICA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,2,5,7
LURIBAY,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,3,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,10,12
MACHACAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
MACHARETI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
MAGDALENA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,5,5,10
MAIRANA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,5,8
MECAPACA,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MINEROS,otras vacunaciones,antiamarilica dosis unica,2024-08-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4
