,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,14,4,5,0,0,0,0,12,19,31
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ICLA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,3,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,3,4,7
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,9,6,15
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,4,17,0,0,1,0,19,61,80
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,331,94,89,8,16,2,4,233,441,674
LAJA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,1,0,0,7,16,23
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,18,1,0,0,0,14,29,43
LLICA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,9,16
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,3
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,7,9
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,2,5,7
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5,11,16
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,10,11
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,152,9,7,0,0,0,0,87,159,246
OCURI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6,6
ORURO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,4,132,396,36,85,2,11,0,4,181,519,700
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
PAILON,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,3,0,0,0,0,4,11,15
PALCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,1,1,4,14,18
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,5,6
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,1,0,0,0,6,8,14
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
POOPO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
POROMA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,9,9
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,8,1,0,0,0,6,11,17
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,6,7
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,112,14,34,0,1,0,0,59,147,206
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,7,2,0,1,0,0,0,11,8,19
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,4,14,18
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,5,6
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,15,30,5,9,0,0,0,0,21,43,64
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,145,192,0,0,0,0,180,244,424
QUIME,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,3,4,7
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,3,2,1,0,0,17,32,49
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,1,0,10,6,16
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SACABA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,86,194,82,129,2,2,0,0,171,327,498
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SACACA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,3,5,8
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,4,0,0,0,0,2,11,13
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2,4,6
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,2,5,7
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,8,12,20
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,7
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,1,0,0,0,0,4,9,13
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,2,6,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,1,15,16
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,681,127,152,1,5,0,1,300,839,1139
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,4,7,11
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SENA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,0,0,0,0,0,0,7,15,22
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,29,12,42,0,0,0,0,26,77,103
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,5
SORATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,3,5,8
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,48,175,8,29,7,4,0,2,66,215,281
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,14
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
TARACO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
TARATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,1,34,99,12,19,1,2,0,0,51,130,181
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TIAHUANACU,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,2,0,0,0,6,10,16
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,7,20,0,0,0,0,18,53,71
TOCO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,3,5
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,8,6,14
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2,0,0,0,0,3,10,13
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,4,5
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,40,56,1,1,4,4,49,74,123
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,7,1,0,0,1,8,17,25
UMALA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,6,0,0,0,0,14,18,32
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,6,0,0,0,1,6,18,24
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,0,0,0,5,6,11
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,51,1,0,0,0,0,1,24,52,76
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,1,2,0,1,0,0,8,20,28
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,14,0,2,0,0,0,0,7,17,24
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,3,6
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,1,0,0,0,0,3,11,14
VINTO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,30,21,62,45,54,0,0,1,0,71,149,220
