,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,31,0,252,0,117,0,0,0,0,0,454,454
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,15,0,11,0,0,0,0,0,33,33
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,11,0,3,0,0,0,0,0,20,20
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,7,0,7,0,0,0,0,0,23,23
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,24
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,1,0,0,0,0,0,10,10
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,0,3,0,0,0,0,0,19,19
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,6,6
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,1,0,0,0,0,0,14,14
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,6
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,16,0,8,0,0,0,0,0,30,30
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,5,0,0,0,0,0,11,11
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,250,0,14,0,0,0,0,0,321,321
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,16,0,6,0,0,0,0,0,26,26
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,7,7
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,11,11
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,12,12
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,10,10
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,11,0,1,0,0,0,0,0,17,17
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,5,5
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,0,10,0,0,0,0,0,37,37
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,0,40,0,229,0,0,0,0,0,309,309
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,10,10
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,11,11
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,2,0,0,0,0,0,9,9
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,7,7
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,98,0,17,0,0,0,0,0,153,153
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,16,0,5,0,0,0,0,0,25,25
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,10,0,2,0,0,0,0,0,19,19
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,0,148,0,108,0,0,0,0,0,295,295
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,9,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,8
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,11,0,0,0,0,0,19,19
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,19,0,4,0,0,0,0,0,32,32
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,14,0,0,0,0,0,0,0,17,17
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,16,0,1,0,0,0,0,0,35,35
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,60,0,12,0,0,0,0,0,99,99
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,5,0,0,0,0,0,11,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,0,0,0,0,0,11,11
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,4,0,0,0,0,0,40,40
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,6,0,5,0,0,0,0,0,16,16
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,11,0,9,0,0,0,0,0,24,24
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,6,6
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,9,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,12,12
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,7,7
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,8,0,0,0,0,0,14,14
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,6,0,0,0,0,0,18,18
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,143,0,32,0,831,0,112,0,0,0,0,0,1119,1119
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,10,10
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,0,0,0,0,0,9,9
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,8,8
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,7,7
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,1,0,0,0,0,0,40,40
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,31,0,2,0,0,0,0,0,44,44
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,7
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,62,0,90,0,0,0,0,0,177,177
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,7,7
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,83,0,6,0,0,0,0,0,101,101
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,8,8
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,4
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,4,4
TAHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,9,9
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,11,11
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,119,0,17,0,0,0,0,0,159,159
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIAHUANACU,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,4,0,0,0,0,0,15,15
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,104,0,53,0,0,0,0,0,174,174
TOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOLATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,4
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,6,6
TRIGAL,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,107,0,5,0,0,0,0,0,133,133
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,30,0,3,0,0,0,0,0,41,41
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,11,0,0,0,0,0,22,22
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,0,9,9
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,7,0,0,0,0,0,17,17
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,19,19
VACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,25,0,0,0,0,0,0,0,41,41
VILA VILA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,4,0,0,0,0,0,12,12
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,38,0,3,0,0,0,0,0,49,49
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,62,0,12,0,0,0,0,0,91,91
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,34,0,3,0,0,0,0,0,48,48
VINTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,17,0,108,0,83,0,0,0,0,0,229,229
VITICHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,4
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,58,0,9,0,0,0,0,0,84,84
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,31,0,13,0,0,0,0,0,53,53
YAMPARAEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,1,0,0,0,0,0,13,13
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
YUNCHARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,5,5
ZUDAÑEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,11,11
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,20,0,1,0,0,0,0,0,34,34
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,14,0,0,0,0,0,24,24
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
