municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
SENA,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-08-01,26,26
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
SICAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-08-01,26,26
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
SORATA,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
SUCRE,atencion de partos en servicios,nacidos vivos,2014-08-01,553,553
TACACHI,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-08-01,8,8
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
TARACO,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
TARATA,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
TARIJA,atencion de partos en servicios,nacidos vivos,2014-08-01,484,484
TARVITA,atencion de partos en servicios,nacidos vivos,2014-08-01,20,20
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-08-01,11,11
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,83,83
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
TOCO,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
TOLATA,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
TOMINA,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-08-01,36,36
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-08-01,349,349
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-08-01,64,64
TURCO,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
UNCIA,atencion de partos en servicios,nacidos vivos,2014-08-01,36,36
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
UYUNI,atencion de partos en servicios,nacidos vivos,2014-08-01,63,63
VACAS,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-08-01,32,32
VIACHA,atencion de partos en servicios,nacidos vivos,2014-08-01,49,49
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-08-01,20,20
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-08-01,91,91
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-08-01,8,8
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-08-01,137,137
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-08-01,52,52
VINTO,atencion de partos en servicios,nacidos vivos,2014-08-01,80,80
VITICHI,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
WARNES,atencion de partos en servicios,nacidos vivos,2014-08-01,110,110
YACO,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-08-01,112,112
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-08-01,79,79
YOTALA,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-08-01,15,15
ACACIO,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-09-01,29,29
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-09-01,30,30
ALCALA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
APOLO,atencion de partos en servicios,nacidos vivos,2014-09-01,8,8
ARANI,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-09-01,15,15
ARQUE,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-09-01,60,60
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-09-01,10,10
AYATA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-09-01,16,16
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
BAURES,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
BELEN DE ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-09-01,64,64
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-09-01,16,16
BOLPEBRA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-09-01,25,25
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-09-01,18,18
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-09-01,18,18
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-09-01,80,80
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-09-01,23,23
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-09-01,20,20
CARANAVI,atencion de partos en servicios,nacidos vivos,2014-09-01,88,88
CARAPARI,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
CARIPUYO,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
CHACARILLA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2014-09-01,58,58
CHAQUI,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos vivos,2014-09-01,33,33
CHAYANTA,atencion de partos en servicios,nacidos vivos,2014-09-01,11,11
CHIMORE,atencion de partos en servicios,nacidos vivos,2014-09-01,11,11
CHIPAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2014-09-01,31,31
CHUMA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
CKOCHAS,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
CLIZA,atencion de partos en servicios,nacidos vivos,2014-09-01,32,32
COBIJA,atencion de partos en servicios,nacidos vivos,2014-09-01,139,139
COCAPATA,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2014-09-01,1649,1649
COIPASA,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2014-09-01,32,32
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
COLOMI,atencion de partos en servicios,nacidos vivos,2014-09-01,15,15
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2014-09-01,18,18
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
COLQUIRI,atencion de partos en servicios,nacidos vivos,2014-09-01,14,14
COMANCHE,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
COMARAPA,atencion de partos en servicios,nacidos vivos,2014-09-01,23,23
COMBAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos,2014-09-01,29,29
COPACABANA,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-09-01,8,8
CORO CORO,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
COROICO,atencion de partos en servicios,nacidos vivos,2014-09-01,33,33
CORQUE,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-09-01,10,10
COTOCA,atencion de partos en servicios,nacidos vivos,2014-09-01,64,64
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-09-01,16,16
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
CUEVO,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
CULPINA,atencion de partos en servicios,nacidos vivos,2014-09-01,13,13
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-09-01,1268,1268
EL CHORO,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-09-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-09-01,13,13
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-09-01,85,85
EL VILLAR,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-09-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-09-01,27,27
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
FILADELFIA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos,2014-09-01,15,15
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-09-01,104,104
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-09-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
HUACHACALLA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-09-01,39,39
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
HUARINA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
HUATAJATA,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
ICLA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
INQUISIVI,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-09-01,12,12
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-09-01,12,12
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-09-01,46,46
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-09-01,53,53
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-09-01,1691,1691
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
LAJA,atencion de partos en servicios,nacidos vivos,2014-09-01,11,11
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-09-01,72,72
LLICA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
LORETO,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-09-01,17,17
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-09-01,30,30
MALLA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-09-01,20,20
MINEROS,atencion de partos en servicios,nacidos vivos,2014-09-01,13,13
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-09-01,31,31
MOJINETE,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-09-01,44,44
MONTERO,atencion de partos en servicios,nacidos vivos,2014-09-01,302,302
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
OCURI,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-09-01,11,11
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2014-09-01,648,648
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,19,19
PADILLA,atencion de partos en servicios,nacidos vivos,2014-09-01,18,18
PAILON,atencion de partos en servicios,nacidos vivos,2014-09-01,35,35
PALCA,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-09-01,23,23
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-09-01,12,12
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,25,25
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
POCOATA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
POCONA,atencion de partos en servicios,nacidos vivos,2014-09-01,14,14
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-09-01,12,12
POOPO,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
PORCO,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
POROMA,atencion de partos en servicios,nacidos vivos,2014-09-01,8,8
PORONGO,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-09-01,43,43
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos,2014-09-01,487,487
PRESTO,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-09-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-09-01,26,26
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-09-01,47,47
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-09-01,93,93
PUNA,atencion de partos en servicios,nacidos vivos,2014-09-01,10,10
PUNATA,atencion de partos en servicios,nacidos vivos,2014-09-01,81,81
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-09-01,196,196
QUIME,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
RAVELO,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
REYES,atencion de partos en servicios,nacidos vivos,2014-09-01,16,16
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-09-01,277,277
ROBORE,atencion de partos en servicios,nacidos vivos,2014-09-01,23,23
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-09-01,48,48
SABAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos,2014-09-01,193,193
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
SACACA,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-09-01,11,11
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-09-01,61,61
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-09-01,25,25
