,group,variable,month,TOTAL N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
VILLA TUNARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,59,33,92
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,7,9,16
VILLAZON,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,12,15,27
VINTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,12,18,30
VITICHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,6,3,9
WARNES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,44,33,77
YACUIBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,94,82,176
YAMPARAEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,6,9,15
YANACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,0,2,2
YAPACANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,79,61,140
YOTALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,3,4,7
YUNCHARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,3,4,7
ZUDAÑEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-07-01,10,10,20
ACACIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,5,10
ACHACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,9,4,13
ACHOCALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,0,6
AIQUILE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,9,11,20
ALCALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,5,8
ALTO BENI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,13,19
ANCORAIMES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,4,9
ANDAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,2,4
ANZALDO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,9,6,15
APOLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
ARAMPAMPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,2,7
ARANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
ARBIETO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
ARQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,5,6
ASCENCION DE GUARAYOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,15,9,24
ATOCHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
AUCAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,14,8,22
AZURDUY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,6,6
BATALLAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,2,8
BAURES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,1,8
BELEN DE ANDAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
BELLA FLOR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
BERMEJO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,33,35
BETANZOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,1,8
BOLIVAR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
BOLPEBRA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
BUENA VISTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,9,7,16
CABEZAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,9,16
CAIROMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
CAJUATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,3,8
CALACOTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,0,2
CAMARGO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,7,11
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,1,5
CAMIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,24,12,36
CAPINOTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,4,9
CARACOLLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,4,4
CARANAVI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,56,57,113
CARANGAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,0,2
CARAPARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,8,13
CARIPUYO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,1,5
CHALLAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,8,10,18
CHAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,3,7
CHARAGUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,8,12
CHARAÑA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
CHAYANTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,0,6
CHIMORE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,11,8,19
CHIPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
CHOQUE COTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
CHUA COCANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,17,2,19
CHUMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,2,4
CKOCHAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,5,10
CLIZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,6,9
COBIJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,47,17,64
COCAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,2,4
COCHABAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,166,124,290
COLCAPIRHUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,12,13,25
"COLCHA ""K""",tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,6,12
COLOMI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,3,7
COLPA BELGICA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
COLQUECHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,11,13,24
COLQUENCHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
COLQUIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
COMARAPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,3,10
CONCEPCION,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,4,11
CORIPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,3,4
CORO CORO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,2,5
COROICO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,9,11,20
CORQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,7,14
COTAGAITA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,10,17
COTOCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,38,33,71
CUATRO CAÑADAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,26,29,55
CUEVO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
CULPINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,6,12
CURAHUARA DE CARANGAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,3,6
CURVA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,1,4
DESAGUADERO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
EL ALTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,196,239,435
EL CHORO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,3,6
EL PUENTE(TJA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,8,15
EL TORNO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,26,48,74
EL VILLAR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,3,4
ENTRE RIOS TRJ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,6,10
ENTRE RIOS CBBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,31,35,66
ESCOMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,3,4
EUCALIPTUS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,0,3
FILADELFIA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,3,8
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,2,5
GUANAY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,7,14
GUAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,0,3
GUAYARAMERIN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,22,4,26
GUTIERREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
HUACARETA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,9,15
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
HUACHACALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
HUANUNI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,27,6,33
HUARINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,3,4
HUATAJATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,0,3
HUAYLLAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
ICLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,9,17,26
INCAHUASI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,8,14
INQUISIVI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,4,8
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,5,10
IXIAMAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
JESUS DE MACHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
LA ASUNTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,31,31,62
LA GUARDIA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,37,36,73
LA PAZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,291,267,558
LA RIVERA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
LAJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,0,3
LAS CARRERAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
LLALLAGUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,18,15,33
LLICA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
MACHACAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,3,8
MACHARETI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,6,12
MAGDALENA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
MAIRANA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,4,8
MAPIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,19,2,21
MECAPACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
MINEROS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,12,13,25
MIZQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,15,10,25
MOCOMOCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
MOJINETE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
MOJOCOYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,4,11
MONTEAGUDO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,20,24,44
MONTERO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,65,71,136
MOROCHATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,2,6
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
OCURI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,6,9
OKINAWA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,2,7
OMEREQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,3,4
ORURO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,119,102,221
PADCAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,10,16
PADILLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,7,9
PAILON,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,10,7,17
PALCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,20,9,29
PAMPA GRANDE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,3,5
PAPEL PAMPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
PASORAPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
PATACAMAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
PAZÑA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,0,4
POCOATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,4,11
POCONA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
POJO (CBBA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,2,6
POOPO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,1,5
PORCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,1,4
POROMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,10,8,18
PORONGO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,4,8
PORTACHUELO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,5,9
PORVENIR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,2,4
POTOSI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,93,32,125
PRESTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,4,9
PUCARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
PUCARANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,2,8
PUERTO ACOSTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,2,5
PUERTO CARABUCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,3,4
PUERTO PEREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,0,2
PUERTO RICO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
PUERTO SUAREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,1,8
PUERTO VILLARROEL,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,67,58,125
PUNA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,7,11
PUNATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,6,13,19
QUILLACOLLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,49,53,102
QUIME,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,2,4
QUIRUSILLAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
RAVELO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,7,6,13
REYES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,64,56,120
ROBORE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,8,13
RURRENABAQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,6,9
SABAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
SACABA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,53,53,106
SACABAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,2,5
SACACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,4,8
SAIPINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,1,4
SAMAIPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
SAN ANDRES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,0,3
SAN ANDRES DE MACHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
SAN BENITO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,1,3
SAN BORJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,16,12,28
SAN BUENA VENTURA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,2,4
SAN CARLOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,10,10,20
SAN IGNACIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,14,13,27
SAN IGNACIO DE VELASCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,8,8,16
SAN JAVIER(BNI),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,4,3,7
SAN JOAQUIN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,2,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,3,10,13
SAN JUAN DE YAPACANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,0,2
SAN JULIAN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,33,28,61
SAN LORENZO(PND),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,11,9,20
SAN LORENZO(TJA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,11,7,18
SAN LUCAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,16,15,31
SAN MATIAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,2,3,5
SAN MIGUEL DE VELASCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,5,5,10
SAN PABLO DE LIPEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
SAN PEDRO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,2,3
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,10,19,29
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,1,0,1
SAN PEDRO DE QUEMES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-08-01,0,1,1
