,group,variable,month,TOTAL 1711 NEUMOCÓCICA 2DA. DOSIS CANTIDAD,TOTAL 1711 NEUMOCÓCICA 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-08-01,0,3,0,3,3
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-08-01,5,7,5,7,12
ACACIO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,4,4,4,8
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,40,18,40,18,58
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,18,14,18,14,32
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,31,14,31,14,45
ALALAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,2,1,2,3
ALCALA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,2,8,2,10
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,2,28,2,30
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,1,16,1,17
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,2,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,3,6,3,9
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,5,5,5,5,10
APOLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,13,11,13,11,24
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
ARANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,15,1,15,1,16
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,18,16,18,16,34
ARQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,4,10,4,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,70,13,70,13,83
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,20,7,20,7,27
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,2,3,2,5
AYATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,9,8,9,17
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,2,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,21,11,21,11,32
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,11,6,11,6,17
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,18,6,18,6,24
BAURES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,10,6,10,16
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,3,1,3,4
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,3,1,3,4
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,64,18,64,18,82
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,33,14,33,14,47
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,7,4,7,11
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,2,8,2,10
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,29,6,29,6,35
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,52,9,52,9,61
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,5,4,5,4,9
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,2,10,2,12
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,17,3,17,3,20
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,1,3,1,4
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,12,3,12,3,15
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,17,3,17,3,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,68,3,68,3,71
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,33,1,33,1,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,11,5,11,5,16
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,27,8,27,8,35
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,59,23,59,23,82
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,10,28,10,38
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,5,7,5,7,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,2,7,2,9
CATACORA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,42,9,42,9,51
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,1,9,1,10
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,30,37,30,37,67
CHARAÑA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,19,6,19,6,25
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,32,6,32,6,38
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,6,28,6,34
CHUMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,6,9,6,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,4,9,4,13
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,4,16,4,20
CLIZA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,21,13,21,13,34
COBIJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,129,8,129,8,137
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,18,8,18,26
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1414,25,1414,25,1439
COIPASA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,70,1,70,1,71
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,32,1,32,1,33
COLLANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,14,28,14,42
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,12,0,12,0,12
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,34,28,34,62
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,0,10,0,10
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,17,13,17,13,30
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,0,7,0,7
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,25,5,25,5,30
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,1,2,1,3
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,4,28,4,32
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,7,9,7,16
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,23,3,23,3,26
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,5,6,5,11
COROICO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,23,3,23,3,26
CORQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,3,8,3,11
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,22,9,22,9,31
COTOCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,187,12,187,12,199
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,44,14,44,14,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,8,4,8,12
CULPINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,14,16,14,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,1,9,1,10
CURVA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,1,4,1,5
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,1,10,1,11
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1225,287,1225,287,1512
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,10,1,10,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,21,10,21,10,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,4,10,4,14
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,111,5,111,5,116
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,28,13,28,13,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,81,4,81,4,85
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,1,4,1,5
ESMERALDA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,2,9,2,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,3,1,3,4
EXALTACION,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,33,2,33,2,35
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,9,7,9,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,23,2,23,2,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,5,9,5,14
GUANAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,23,11,23,11,34
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,2,1,2,3
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,112,2,112,2,114
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,9,16,9,25
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,6,9,6,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,2,1,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,0,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,40,5,40,5,45
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,7,6,7,13
HUARINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,3,8,3,11
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,2,2,2,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,6,3,6,9
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,4,2,4,6
ICHOCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,1,2,1,3
ICLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,4,8,4,12
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,11,10,11,10,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,0,3,0,3,3
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,8,10,8,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,4,10,4,14
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,5,16,5,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,12,2,12,2,14
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,71,11,71,11,82
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,179,0,179,0,179
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1279,22,1279,22,1301
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,1,7,1,8
LAJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,18,6,18,6,24
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,60,56,60,56,116
LLICA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,1,3,1,4
LORETO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,10,3,10,13
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,5,9,5,14
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,1,3,1,4
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,18,2,18,2,20
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,24,6,24,6,30
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,2,8,2,10
MALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,1,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,43,0,43,0,43
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,13,6,13,6,19
MINEROS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,76,16,76,16,92
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,36,8,36,8,44
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,15,10,15,10,25
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,2,7,2,9
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,55,3,55,3,58
MONTERO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,280,7,280,7,287
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,19,1,19,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,2,4,2,6
OCURI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,16,10,16,26
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,34,4,34,4,38
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,0,6,0,6,6
ORURO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,621,2,621,2,623
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,21,4,21,4,25
PADILLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,1,9,1,10
PAILON,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,49,7,49,7,56
PALCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,9,16,9,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,37,5,37,5,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,0,6,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,20,0,20,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,5,1,5,1,6
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,1,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,44,7,44,7,51
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,2,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,6,3,6,9
POCOATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,13,16,13,16,29
POCONA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,5,6,5,11
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,12,1,12,1,13
POOPO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,2,8,2,10
PORCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,25,3,25,3,28
POROMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,14,8,14,8,22
PORONGO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,2,8,2,10
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,38,0,38,0,38
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,15,3,15,3,18
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,522,26,522,26,548
PRESTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,11,3,11,14
PUCARA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,19,17,19,17,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,11,6,11,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,7,2,7,2,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,8,9,8,9,17
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,2,2,2,2,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,30,5,30,5,35
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,6,1,6,1,7
PUERTO SILES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,29,2,29,2,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,123,6,123,6,129
PUNA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,16,14,16,14,30
PUNATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,46,1,46,1,47
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,4,4,4,8
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,148,88,148,88,236
QUIME,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,10,6,10,6,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,9,15,9,15,24
REYES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,20,4,20,4,24
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,210,15,210,15,225
ROBORE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,25,0,25,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,74,4,74,4,78
SABAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-09-01,247,18,247,18,265
