,group,variable,month,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,20,8,20,28
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,4,18,4,22
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,12,16,12,28
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,6,10,6,16
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,70,13,70,13,83
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,186,1,186,1,187
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1352,34,1352,34,1386
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,3,2,3,5
LAJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,11,18,11,29
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,1,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,69,45,69,45,114
LLICA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,0,5,0,5
LORETO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,2,3,2,5
LURIBAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,1,8,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,1,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,3,13,3,16
MAGDALENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,9,13,9,22
MAIRANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,3,18,3,21
MAPIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,39,0,39,0,39
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,6,16,6,22
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,63,4,63,4,67
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,46,7,46,7,53
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,7,10,7,17
MOJINETE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,1,11,1,12
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,41,4,41,4,45
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,324,9,324,9,333
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,11,5,11,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,1,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1,2,1,2,3
OCURI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,9,9,9,9,18
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,33,1,33,1,34
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,3,3,3,6
ORURO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,630,4,630,4,634
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,12,6,12,6,18
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,1,11,1,12
PAILON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,59,74,59,74,133
PALCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,6,18,6,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,50,7,50,7,57
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,17,1,17,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,0,3,0,3,3
PASORAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,1,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,43,6,43,6,49
PAZÑA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,7,5,7,12
PELECHUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,1,11,1,12
POCOATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,19,13,19,32
POCONA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,3,13,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,1,10,1,11
POOPO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,7,0,7,0,7
PORCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,23,1,23,1,24
POROMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,12,11,12,11,23
PORONGO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,4,10,4,14
PORTACHUELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,51,3,51,3,54
PORVENIR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,1,11,1,12
POSTRER VALLE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,492,16,492,16,508
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,12,8,12,8,20
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,20,18,20,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,14,8,14,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,7,7,7,7,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,3,5,3,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,6,4,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,43,8,43,8,51
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,1,18,1,19
PUERTO SILES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,0,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,37,4,37,4,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,118,8,118,8,126
PUNA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,17,20,17,20,37
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,50,0,50,0,50
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,226,72,226,72,298
QUIME,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,4,13,4,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,13,18,13,31
REYES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,22,4,22,4,26
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,307,34,307,34,341
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,37,4,37,4,41
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,40,7,40,7,47
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,1,4,1,5
SACABA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,288,16,288,16,304
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,1,10,1,11
SACACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,18,7,18,7,25
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,3,16,3,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,7,6,7,13
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,0,11,0,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,17,6,17,6,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,0,6,0,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,6,6,6,12
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,14,3,14,3,17
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,108,28,108,28,136
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,26,2,26,2,28
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,55,12,55,12,67
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,35,7,35,7,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,117,18,117,18,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,1,5,1,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,32,13,32,13,45
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,46,0,46,0,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,19,1,19,1,20
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,83,33,83,33,116
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,7,4,7,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,48,5,48,5,53
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,40,23,40,23,63
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,29,0,29,0,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,21,4,21,4,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,0,5,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,23,0,23,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,28,36,28,36,64
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,0,6,0,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,8,5,8,13
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,2,10,2,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,5,11,5,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,2,16,2,18
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,42,7,42,7,49
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3360,61,3360,61,3421
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,30,2,30,2,32
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,31,1,31,1,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,6,4,6,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,1,11,1,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,3,6,3,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,3,2,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,7,3,7,3,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,2,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,15,10,15,10,25
SENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,4,6,4,10
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,52,4,52,4,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,26,8,26,8,34
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,3,6,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,96,5,96,5,101
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,2,3,2,5
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,12,4,12,4,16
SORATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,10,21,10,21,31
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,613,16,613,16,629
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,4,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,7,8,7,15
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,1,11,1,12
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,20,5,20,5,25
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,9,10,9,10,19
TARACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,1,3,1,4
TARATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,19,10,19,10,29
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,412,11,412,11,423
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,16,6,16,22
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,21,3,21,3,24
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,20,4,20,4,24
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,19,8,19,8,27
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,25,4,25,4,29
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,92,12,92,12,104
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,9,16,9,25
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,6,2,6,2,8
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,3,8,3,11
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,7,1,7,1,8
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,12,16,12,28
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,7,4,7,4,11
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,17,11,17,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,19,7,19,7,26
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,0,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,282,7,282,7,289
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,67,11,67,11,78
TURCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,10,8,10,18
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,30,20,30,20,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,22,4,22,4,26
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,12,0,12,0,12
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,51,4,51,4,55
VACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,8,4,8,12
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,34,1,34,1,35
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,104,6,104,6,110
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,8,3,8,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,16,1,16,1,17
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,95,17,95,17,112
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,2,4,2,4,6
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,17,4,17,4,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,8,5,8,5,13
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,165,16,165,16,181
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,13,4,13,4,17
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,56,5,56,5,61
VINTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,101,0,101,0,101
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,9,2,9,2,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,234,11,234,11,245
YACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,3,8,3,8,11
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,207,5,207,5,212
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,5,3,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,9,0,9,0,9
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,109,11,109,11,120
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,9,8,9,8,17
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,11,2,11,2,13
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,4,1,4,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-07-01,7,3,7,3,10
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,2,2,2,2,4
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,50,19,50,19,69
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,14,18,14,18,32
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,22,12,22,12,34
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,2,1,2,1,3
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,5,0,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,18,1,18,1,19
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,10,12,10,12,22
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,2,1,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,3,2,3,2,5
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,2,1,2,1,3
APOLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,29,12,29,12,41
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,3,4,3,4,7
ARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,17,4,17,4,21
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,13,14,13,14,27
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,13,7,13,7,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,66,11,66,11,77
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,18,5,18,5,23
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,4,6,4,6,10
AYATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,8,7,8,7,15
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-08-01,9,2,9,2,11
