,group,variable,month,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,98,1,98,1,99
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,0,5,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,27,21,27,21,48
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,53,10,53,10,63
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,3,4,3,7
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,0,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,2,0,2,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,23,14,23,14,37
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,11,6,11,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,49,5,49,5,54
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,7,8,7,15
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,19,6,19,6,25
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,6,8,6,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,81,3,81,3,84
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,10,11,10,21
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,4,13,4,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,6,4,6,10
HUACHACALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,29,1,29,1,30
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,0,4,0,4
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,8,1,8,9
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,2,2,2,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,1,1,1,2
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,3,0,3,3
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,3,2,3,5
ICLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,7,9,7,16
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,14,6,14,6,20
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,7,0,7,7
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,9,13,9,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,24,5,24,5,29
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,5,15,5,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,2,16,2,18
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,94,20,94,20,114
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,178,1,178,1,179
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1234,36,1234,36,1270
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,5,9,5,14
LAJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,25,5,25,5,30
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,1,5,1,6
LLALLAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,37,29,37,29,66
LLICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,1,6,1,7
LORETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,6,2,6,8
LURIBAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,6,10,6,16
MAGDALENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,7,16,7,23
MAIRANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,27,1,27,1,28
MALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,24,1,24,1,25
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,5,12,5,17
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,58,7,58,7,65
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,57,10,57,10,67
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,6,10,6,16
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,3,15,3,18
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,34,7,34,7,41
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,323,11,323,11,334
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,11,7,11,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,2,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,1,4,1,5
OCURI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,14,18,14,18,32
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,18,1,18,1,19
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,11,5,11,16
ORURO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,541,1,541,1,542
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,18,4,18,4,22
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,19,3,19,3,22
PAILON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,36,40,36,40,76
PALCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,25,5,25,5,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,43,11,43,11,54
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,0,4,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,14,1,14,1,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,5,3,5,8
PASORAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,3,5,3,8
PATACAMAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,41,14,41,14,55
PAZÑA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,2,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,4,7,4,11
POCOATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,21,12,21,33
POCONA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,19,3,19,3,22
POJO (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,3,3,3,6
POOPO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,1,9,1,10
PORCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,5,12,5,17
POROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,19,13,19,13,32
PORONGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,11,11,11,22
PORTACHUELO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,53,1,53,1,54
PORVENIR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,0,8,0,8
POSTRER VALLE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,473,6,473,6,479
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,8,7,8,15
PUCARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,2,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,25,26,25,26,51
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,8,4,8,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,9,12,9,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,3,10,3,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,6,3,6,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,37,10,37,10,47
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,1,11,1,12
PUERTO SILES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,24,4,24,4,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,95,9,95,9,104
PUNA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,26,17,26,17,43
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,51,1,51,1,52
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,4,5,4,9
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,201,113,201,113,314
QUIME,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,2,4,2,6
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,1,2,1,3
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,17,15,17,32
REYES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,17,1,17,1,18
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,209,50,209,50,259
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,30,2,30,2,32
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,39,6,39,6,45
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,1,1,1,2
SACABA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,277,14,277,14,291
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,1,6,1,7
SACACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,33,5,33,5,38
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,4,9,4,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,7,13,7,20
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,3,13,3,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,0,5,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,5,16,5,21
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,4,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,5,7,5,12
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,1,16,1,17
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,70,11,70,11,81
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,0,15,0,15
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,26,9,26,9,35
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,29,11,29,11,40
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,76,34,76,34,110
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,3,2,3,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,25,10,25,10,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,51,1,51,1,52
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,4,15,4,19
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,76,25,76,25,101
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,15,4,15,19
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,35,6,35,6,41
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,32,29,32,29,61
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,31,0,31,0,31
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,17,3,17,3,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,1,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,28,1,28,1,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,28,34,28,34,62
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,0,2,0,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,3,4,3,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,7,0,7,7
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,3,10,3,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,8,9,8,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,19,0,19,0,19
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,26,10,26,10,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2841,56,2841,56,2897
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,2,9,2,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,33,5,33,5,38
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,5,0,5,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,1,4,1,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,3,4,3,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,1,1,1,2
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,4,7,4,11
SENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,1,7,1,8
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,45,9,45,9,54
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,8,16,8,24
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,6,2,6,8
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,95,5,95,5,100
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,1,4,1,5
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,9,10,9,19
SORATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,14,11,14,25
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,555,22,555,22,577
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,1,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,0,4,0,4
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,6,8,6,14
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,7,13,7,20
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,25,12,25,12,37
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,18,12,18,30
TARACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,2,1,2,3
TARATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,5,13,5,18
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,381,31,381,31,412
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,13,16,13,29
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,18,5,18,5,23
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,22,2,22,2,24
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,17,13,17,13,30
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,1,16,1,17
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,76,15,76,15,91
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,22,22,22,22,44
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,1,9,1,10
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,2,13,2,15
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,4,0,4,4
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,14,13,14,13,27
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,7,6,7,13
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,14,18,14,18,32
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,14,3,14,3,17
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,0,6,0,6
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,1,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,233,4,233,4,237
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,85,16,85,16,101
TURCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,0,4,0,4
UMALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,5,4,5,9
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,20,18,20,18,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,19,1,19,1,20
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,0,12,0,12
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,51,0,51,0,51
VACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,8,8,8,16
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,30,3,30,3,33
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,93,8,93,8,101
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,4,11,4,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,11,13,11,24
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,75,28,75,28,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,7,2,7,9
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,4,12,4,16
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,5,13,5,18
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,117,13,117,13,130
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,6,11,6,17
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,76,7,76,7,83
VINTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,70,0,70,0,70
