,group,variable,month,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
YACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,5,3,5,8
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,261,15,261,15,276
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,3,6,3,9
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,0,9,0,9
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,62,8,62,8,70
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,8,6,8,6,14
YOTALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,2,11,2,13
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,3,4,3,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,3,7,3,10
ACACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,53,21,53,21,74
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,29,18,29,18,47
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,22,13,22,13,35
ALALAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,1,2,1,3
ALCALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,0,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,12,1,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,14,12,14,12,26
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,1,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,1,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,1,4,1,5
APOLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,29,9,29,9,38
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,4,3,4,7
ARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,17,4,17,4,21
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,16,14,16,14,30
ARQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,10,13,10,23
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,80,17,80,17,97
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,21,5,21,5,26
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,0,3,0,3,3
AYATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,9,9,9,9,18
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,1,7,1,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,23,7,23,7,30
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,7,6,7,13
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,22,11,22,11,33
BAURES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,1,5,1,6
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,3,1,3,4
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,4,3,4,7
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,53,8,53,8,61
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,38,15,38,15,53
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,3,7,3,10
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,3,2,3,5
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,2,8,2,10
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,22,8,22,8,30
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,47,37,47,37,84
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,12,13,12,13,25
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,6,6,6,12
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,18,0,18,0,18
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,20,4,20,4,24
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,24,6,24,6,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,62,4,62,4,66
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,36,3,36,3,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,3,7,3,10
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,23,4,23,4,27
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,74,16,74,16,90
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,31,11,31,11,42
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,9,14,9,14,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,2,8,2,10
CATACORA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,53,16,53,16,69
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,3,13,3,16
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,32,40,32,40,72
CHARAÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,24,8,24,8,32
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,35,2,35,2,37
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,0,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,30,5,30,5,35
CHUMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,11,8,11,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,5,11,5,16
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,21,2,21,2,23
CLIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,42,12,42,12,54
COBIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,156,8,156,8,164
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,16,19,16,19,35
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1314,11,1314,11,1325
COIPASA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,63,2,63,2,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,27,1,27,1,28
COLLANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,0,6,0,6
COLOMI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,36,5,36,5,41
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,18,1,18,1,19
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,27,28,27,28,55
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,15,0,15,0,15
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,28,18,28,18,46
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,27,1,27,1,28
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,0,1,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,47,11,47,11,58
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,10,10,10,10,20
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,40,2,40,2,42
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,10,5,10,5,15
COROICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,26,6,26,6,32
CORQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,4,4,4,8
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,33,13,33,13,46
COTOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,198,7,198,7,205
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,34,9,34,9,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,0,2,0,2,2
CUEVO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,6,3,6,9
CULPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,19,12,19,12,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,1,4,1,5
CURVA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,3,11,3,14
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1392,228,1392,228,1620
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,3,3,3,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,24,3,24,3,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,14,3,14,3,17
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,130,7,130,7,137
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,2,5,2,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,26,11,26,11,37
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,79,10,79,10,89
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,5,4,5,9
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,2,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,2,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,0,7,0,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,22,4,22,4,26
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,15,3,15,18
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,38,2,38,2,40
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,12,8,12,8,20
GUANAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,23,8,23,8,31
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,4,1,4,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,93,6,93,6,99
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,17,11,17,28
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,18,6,18,6,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,2,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,61,0,61,0,61
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,18,0,18,0,18
HUARINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,2,4,2,6
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,0,4,0,4
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,3,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,6,6,6,12
ICLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,5,5,5,10
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,14,8,14,8,22
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,19,6,19,6,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,21,8,21,8,29
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,3,13,3,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,22,1,22,1,23
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,74,13,74,13,87
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,181,3,181,3,184
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1371,19,1371,19,1390
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,7,13,7,20
LAJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,18,3,18,3,21
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,1,2,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,40,33,40,33,73
LLICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
LORETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,4,5,4,9
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,4,8,4,12
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,1,2,1,3
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,6,6,6,12
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,33,10,33,10,43
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,0,13,0,13
MALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,2,3,2,5
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,45,0,45,0,45
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,14,7,14,7,21
MINEROS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,75,2,75,2,77
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,43,10,43,10,53
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,11,5,11,16
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,3,6,3,9
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,42,3,42,3,45
MONTERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,295,9,295,9,304
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,2,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,12,8,12,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,7,4,7,11
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,3,4,3,7
OCURI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,12,14,12,14,26
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,42,1,42,1,43
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,8,6,8,14
ORURO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,672,10,672,10,682
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,14,7,14,7,21
PADILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,1,8,1,9
PAILON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,55,14,55,14,69
PALCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,24,8,24,8,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,48,7,48,7,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,9,1,9,1,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,5,3,5,8
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,2,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,49,4,49,4,53
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,8,2,8,2,10
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,1,5,1,6
POCOATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,17,11,17,28
POCONA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,8,13,8,21
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,20,2,20,2,22
POOPO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,1,11,1,12
PORCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,44,2,44,2,46
POROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,17,7,17,7,24
PORONGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,6,11,6,17
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,36,0,36,0,36
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,3,0,3,0,3
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,441,21,441,21,462
PRESTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,6,2,6,8
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,27,22,27,22,49
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,4,7,4,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,5,7,5,7,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,9,4,9,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,7,3,7,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,27,8,27,8,35
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,13,6,13,6,19
PUERTO SILES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,2,1,2,1,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,46,3,46,3,49
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,127,9,127,9,136
PUNA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,22,15,22,15,37
PUNATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,55,4,55,4,59
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,4,1,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,223,68,223,68,291
QUIME,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,11,6,11,6,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,6,15,6,15,21
REYES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,38,6,38,6,44
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,248,26,248,26,274
ROBORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-08-01,27,2,27,2,29
