,group,variable,month,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,63,11,63,11,74
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,162,1,162,1,163
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1305,22,1305,22,1327
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,2,3,2,3,5
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,17,11,17,11,28
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,1,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,66,45,66,45,111
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,0,5,0,5
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,2,3,2,5
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,1,8,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,1,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,3,13,3,16
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,10,6,10,6,16
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,18,3,18,3,21
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,36,0,36,0,36
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,16,6,16,6,22
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,62,4,62,4,66
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,46,7,46,7,53
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,7,9,7,16
MOJINETE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,1,11,1,12
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,41,4,41,4,45
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,308,9,308,9,317
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,11,5,11,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,1,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,2,1,2,3
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,8,8,8,16
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,31,1,31,1,32
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,3,3,3,6
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,581,2,581,2,583
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,12,6,12,6,18
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,1,11,1,12
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,28,18,28,18,46
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,19,6,19,6,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,47,6,47,6,53
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,17,1,17,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,0,3,0,3,3
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,1,6,1,7
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,37,6,37,6,43
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,5,4,5,9
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,2,11,2,13
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,19,13,19,32
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,3,13,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,10,1,10,1,11
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,7,0,7,0,7
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,21,2,21,2,23
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,10,13,10,23
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,4,9,4,13
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,51,3,51,3,54
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,1,11,1,12
POSTRER VALLE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,470,10,470,10,480
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,12,8,12,8,20
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,18,19,18,19,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,12,8,12,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,7,5,7,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,4,5,4,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,6,3,6,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,43,8,43,8,51
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,14,1,14,1,15
PUERTO SILES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,37,4,37,4,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,110,8,110,8,118
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,17,20,17,20,37
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,51,0,51,0,51
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,229,68,229,68,297
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,3,13,3,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,18,13,18,13,31
REYES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,21,4,21,4,25
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,167,28,167,28,195
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,38,4,38,4,42
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,35,6,35,6,41
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,263,13,263,13,276
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,1,9,1,10
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,20,7,20,7,27
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,16,3,16,3,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,5,6,5,11
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,0,11,0,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,17,5,17,5,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,0,6,0,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,6,6,6,12
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,15,3,15,3,18
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,102,20,102,20,122
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,22,2,22,2,24
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,54,10,54,10,64
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,30,7,30,7,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,117,17,117,17,134
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,1,4,1,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,32,13,32,13,45
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,45,0,45,0,45
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,18,1,18,1,19
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,84,33,84,33,117
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,7,4,7,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,49,5,49,5,54
SAN LUCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,39,23,39,23,62
SAN MATIAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,29,0,29,0,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,21,4,21,4,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,0,5,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,23,0,23,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,28,36,28,36,64
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,8,5,8,13
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,0,3,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,10,2,10,2,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,10,4,10,4,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,16,2,16,2,18
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,41,7,41,7,48
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3211,56,3211,56,3267
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,28,2,28,2,30
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,31,1,31,1,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,6,4,6,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,1,8,1,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,3,6,3,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,2,3,2,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,3,8,3,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,1,3,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,15,10,15,10,25
SENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,4,4,4,8
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,52,4,52,4,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,26,7,26,7,33
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,3,6,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,90,6,90,6,96
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,2,3,2,5
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,4,11,4,15
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,10,20,10,20,30
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,602,15,602,15,617
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,4,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,8,8,8,16
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,1,11,1,12
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,20,5,20,5,25
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,10,9,10,19
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,1,3,1,4
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,20,10,20,10,30
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,406,12,406,12,418
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,16,5,16,21
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,19,3,19,3,22
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,20,4,20,4,24
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,19,7,19,7,26
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,25,4,25,4,29
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,90,12,90,12,102
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,16,9,16,9,25
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,6,2,6,2,8
TOLATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,3,8,3,11
TOLEDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,7,1,7,1,8
TOMAVE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,16,12,16,12,28
TOMINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,4,8,4,12
TORO TORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,17,11,17,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,19,6,19,6,25
TOTORA(ORR),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,0,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,261,7,261,7,268
TUPIZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,65,10,65,10,75
TURCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,11,8,11,19
UNCIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,28,18,28,18,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,21,4,21,4,25
URUBICHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,12,0,12,0,12
UYUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,48,2,48,2,50
VACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,8,4,8,12
VALLEGRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,35,1,35,1,36
VIACHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,96,3,96,3,99
VILA VILA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,8,3,8,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,16,1,16,1,17
VILLA MONTES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,92,15,92,15,107
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,2,2,2,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,18,4,18,4,22
VILLA SERRANO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,8,4,8,4,12
VILLA TUNARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,170,16,170,16,186
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,13,4,13,4,17
VILLAZON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,55,4,55,4,59
VINTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,112,0,112,0,112
VITICHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,2,9,2,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,231,11,231,11,242
YACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,3,8,3,8,11
YACUIBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,216,8,216,8,224
YAMPARAEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,5,3,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,0,9,0,9
YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,104,11,104,11,115
YOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,9,7,9,7,16
YOTALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,11,2,11,2,13
YUNCHARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,4,2,4,2,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-07-01,7,3,7,3,10
ACACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,2,2,2,2,4
ACHACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,47,16,47,16,63
ACHOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,14,16,14,16,30
AIQUILE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,22,12,22,12,34
ALALAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,2,1,2,1,3
ALCALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,5,0,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,9,2,9,2,11
ANCORAIMES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,9,11,9,11,20
ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,2,1,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,3,2,3,2,5
ANZALDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,2,1,2,1,3
APOLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,29,8,29,8,37
ARAMPAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,3,4,3,4,7
ARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,17,4,17,4,21
ARBIETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,13,14,13,14,27
ARQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,14,7,14,7,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,58,3,58,3,61
ATOCHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,18,6,18,6,24
AUCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,4,6,4,6,10
AYATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-08-01,8,7,8,7,15
