,group,variable,month,TOTAL 17.1 BCG CANTIDAD,TOTAL 17.1 BCG CANTIDAD,TOTALES,TOTALES,TOTALES
EL VILLAR,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,27,7,27,7,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,40,1,40,1,41
ESCARA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,1,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,17,5,17,5,22
EUCALIPTUS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,3,4,3,7
EXALTACION,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,5,10,5,15
FILADELFIA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,4,1,4,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,25,2,25,2,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,13,2,13,15
GUANAY,vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,3,9,3,12
GUAQUI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,3,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,      bcg,2014-08-01,114,0,114,0,114
GUTIERREZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,6,7,6,13
HUACARETA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,4,10,4,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,4,0,4,4
HUACHACALLA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,33,2,33,2,35
HUARACAJE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,4,0,4,4
HUARINA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,5,2,5,7
HUATAJATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,3,2,3,5
HUMANATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,6,2,6,8
ICHOCA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,7,2,7,9
ICLA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,8,3,8,3,11
INCAHUASI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,14,7,14,7,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,2,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,12,8,12,8,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,13,10,13,23
IXIAMAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,0,7,0,7
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,6,10,6,16
LA ASUNTA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,85,11,85,11,96
LA GUARDIA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,84,14,84,14,98
LA PAZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1752,21,1752,21,1773
LAGUNILLAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,1,6,1,7
LAJA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,13,10,13,10,23
LAS CARRERAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,2,0,2,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,38,63,38,63,101
LLICA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,4,5,4,9
LORETO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,8,2,8,10
LURIBAY,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,2,2,2,4
MACHACAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
MACHARETI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,1,3,1,4
MAGDALENA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,16,15,16,15,31
MAIRANA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,17,0,17,0,17
MALLA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,20,1,20,1,21
MECAPACA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,28,7,28,35
MINEROS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,26,0,26,0,26
MIZQUE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,26,20,26,20,46
MOCOMOCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,19,7,19,26
MOJOCOYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,3,7,3,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,53,3,53,3,56
MONTERO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,362,4,362,4,366
MORO MORO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,0,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,8,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,3,2,3,5
OCURI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,17,3,17,20
OKINAWA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,26,2,26,2,28
OMEREQUE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,2,4,2,6
ORURO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,626,9,626,9,635
PADCAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,11,8,11,8,19
PADILLA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,19,1,19,1,20
PAILON,vacunaciones en menores de 1 ano,      bcg,2014-08-01,46,37,46,37,83
PALCA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,18,11,18,11,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,38,2,38,2,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,4,2,4,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,1,10,1,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,2,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,4,2,4,6
PATACAMAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,36,2,36,2,38
PAZÑA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,1,6,1,7
PELECHUCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,8,4,8,12
POCOATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,32,5,32,37
POCONA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,8,9,8,17
POJO (CBBA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,23,3,23,3,26
POOPO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,0,3,0,3
PORCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,11,7,11,7,18
POROMA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,12,9,12,21
PORONGO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,12,4,12,16
PORTACHUELO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,43,0,43,0,43
PORVENIR,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,0,6,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,493,23,493,23,516
PRESTO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,7,6,7,13
PUCARANI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,13,25,13,25,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,24,1,24,25
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,22,2,22,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,6,2,6,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,9,0,9,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,21,3,21,3,24
PUERTO RICO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,8,3,8,3,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,46,0,46,0,46
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      bcg,2014-08-01,148,7,148,7,155
PUNA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,8,9,8,17
PUNATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,66,1,66,1,67
QUIABAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,8,0,8,8
QUILLACOLLO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,224,22,224,22,246
QUIME,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,9,3,9,12
RAVELO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,24,18,24,18,42
REYES,vacunaciones en menores de 1 ano,      bcg,2014-08-01,33,12,33,12,45
RIBERALTA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,256,23,256,23,279
ROBORE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,12,4,12,4,16
RURRENABAQUE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,40,1,40,1,41
SABAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,1,1,1,2
SACABA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,253,3,253,3,256
SACABAMBA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,1,6,1,7
SACACA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,41,5,41,5,46
SAIPINA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,8,2,8,2,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,16,6,16,22
SAMAIPATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,0,10,0,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,3,3,3,6
SAN ANDRES,vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,3,9,3,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,9,0,9,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,3,3,3,6
SAN BENITO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,23,1,23,1,24
SAN BORJA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,94,33,94,33,127
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,12,1,12,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,35,2,35,2,37
SAN IGNACIO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,44,11,44,11,55
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,128,13,128,13,141
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,12,1,12,13
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      bcg,2014-08-01,22,0,22,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,5,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,31,0,31,0,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,8,4,8,4,12
SAN JULIAN,vacunaciones en menores de 1 ano,      bcg,2014-08-01,93,9,93,9,102
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,0,9,0,9
SAN LUCAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,26,15,26,15,41
SAN MATIAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,21,10,21,10,31
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,13,0,13,0,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,3,0,3,3
SAN PEDRO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,26,0,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,34,20,34,20,54
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,8,2,8,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,2,4,2,6
SAN RAFAEL,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,1,2,1,3
SAN RAMON BENI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,7,3,7,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,14,0,14,0,14
SANTA ANA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,34,0,34,0,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4545,168,4545,168,4713
SANTA ROSA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,8,6,8,6,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,11,0,11,0,11
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,7,0,7,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,8,5,8,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,7,1,7,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,5,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,6,0,6,6
SAPAHAQUI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,5,5,5,10
SENA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,0,10,0,10
SHINAOTA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,30,1,30,1,31
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,14,9,14,23
SICAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,4,1,4,5
SIPE SIPE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,66,4,66,4,70
SOPACHUY,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,1,2,1,3
SORACACHI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,7,3,7,10
SORATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,11,16,11,16,27
SUCRE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,441,6,441,6,447
TACACHI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,1,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,9,2,9,2,11
TACOBAMBA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,19,3,19,22
TACOPAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,4,4,4,8
TAHUA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,32,21,32,21,53
TARABUCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,18,4,18,4,22
TARACO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,4,4,4,8
TARATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,1,10,1,11
TARIJA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,456,9,456,9,465
TARVITA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,14,5,14,5,19
TEOPONTE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,7,10,7,17
TIAWANACU,vacunaciones en menores de 1 ano,      bcg,2014-08-01,13,2,13,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,12,20,12,20,32
TIPUANI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,12,1,12,1,13
TIQUIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,106,21,106,21,127
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,23,13,23,13,36
TOCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,1,5,1,6
TOLATA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,2,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,5,2,5,7
TOMAVE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,4,10,4,10,14
TOMINA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,8,6,8,6,14
TORO TORO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,14,21,14,21,35
TOTORA(CBBA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,33,5,33,5,38
TOTORA(ORR),vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,1,5,1,6
TRIGAL,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,      bcg,2014-08-01,370,1,370,1,371
TUPIZA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,79,9,79,9,88
TURCO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,3,0,3,3
UMALA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,1,7,1,8
UNCIA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,23,17,23,17,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,2,7,2,9
URUBICHA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,0,10,0,10
UYUNI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,51,6,51,6,57
VACAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,1,11,1,11,12
VALLEGRANDE,vacunaciones en menores de 1 ano,      bcg,2014-08-01,34,2,34,2,36
VIACHA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,74,3,74,3,77
VILA VILA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,7,2,7,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      bcg,2014-08-01,14,14,14,14,28
VILLA MONTES,vacunaciones en menores de 1 ano,      bcg,2014-08-01,95,3,95,3,98
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,0,2,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,16,7,16,23
VILLA SERRANO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,9,6,9,15
VILLA TUNARI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,119,20,119,20,139
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      bcg,2014-08-01,3,5,3,5,8
VILLAZON,vacunaciones en menores de 1 ano,      bcg,2014-08-01,56,0,56,0,56
VINTO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,99,0,99,0,99
VITICHI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,5,5,5,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,2,2,2,4
WARNES,vacunaciones en menores de 1 ano,      bcg,2014-08-01,177,0,177,0,177
YACO,vacunaciones en menores de 1 ano,      bcg,2014-08-01,6,12,6,12,18
YACUIBA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,131,13,131,13,144
YAMPARAEZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,10,0,10,0,10
YANACACHI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,5,0,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,      bcg,2014-08-01,93,1,93,1,94
YOCALLA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,7,2,7,2,9
YOTALA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,11,0,11,0,11
YUNCHARA,vacunaciones en menores de 1 ano,      bcg,2014-08-01,2,4,2,4,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,      bcg,2014-08-01,13,4,13,4,17
ACACIO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,3,3,3,3,6
ACHACACHI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,41,13,41,13,54
ACHOCALLA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,5,11,5,11,16
AIQUILE,vacunaciones en menores de 1 ano,      bcg,2014-09-01,31,9,31,9,40
ALCALA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,1,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,7,1,7,1,8
ANCORAIMES,vacunaciones en menores de 1 ano,      bcg,2014-09-01,8,5,8,5,13
ANDAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,3,3,3,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,2,1,2,3
ANZALDO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,3,1,3,4
APOLO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,14,15,14,15,29
ARAMPAMPA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,0,9,0,9,9
ARANI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,10,0,10,0,10
ARBIETO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,12,9,12,9,21
ARQUE,vacunaciones en menores de 1 ano,      bcg,2014-09-01,6,4,6,4,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      bcg,2014-09-01,69,3,69,3,72
ATOCHA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,9,3,9,3,12
AYATA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,5,9,5,9,14
AYO AYO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      bcg,2014-09-01,20,13,20,13,33
AZURDUY,vacunaciones en menores de 1 ano,      bcg,2014-09-01,8,6,8,6,14
BATALLAS,vacunaciones en menores de 1 ano,      bcg,2014-09-01,9,9,9,9,18
BAURES,vacunaciones en menores de 1 ano,      bcg,2014-09-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,68,3,68,3,71
BETANZOS,vacunaciones en menores de 1 ano,      bcg,2014-09-01,17,18,17,18,35
BOLIVAR,vacunaciones en menores de 1 ano,      bcg,2014-09-01,0,10,0,10,10
BOLPEBRA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,      bcg,2014-09-01,3,0,3,0,3
BUENA VISTA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,4,1,4,1,5
CABEZAS,vacunaciones en menores de 1 ano,      bcg,2014-09-01,16,25,16,25,41
CAIROMA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,12,4,12,4,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,      bcg,2014-09-01,6,4,6,4,10
CAJUATA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,16,3,16,3,19
CALACOTO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,3,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,6,8,6,8,14
CAMARGO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,15,3,15,3,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      bcg,2014-09-01,4,0,4,0,4
CAMIRI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,83,0,83,0,83
CAPINOTA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,22,2,22,2,24
CAQUIAVIRI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,4,13,4,13,17
CARACOLLO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,17,8,17,8,25
CARANAVI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,97,6,97,6,103
CARAPARI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,7,5,7,5,12
CARIPUYO,vacunaciones en menores de 1 ano,      bcg,2014-09-01,2,20,2,20,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      bcg,2014-09-01,2,4,2,4,6
CHACARILLA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,62,18,62,18,80
CHAQUI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,8,5,8,5,13
CHARAGUA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,22,22,22,22,44
CHAYANTA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,6,9,6,9,15
CHIMORE,vacunaciones en menores de 1 ano,      bcg,2014-09-01,13,10,13,10,23
CHIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,0,4,0,4,4
CHUA COCANI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      bcg,2014-09-01,28,4,28,4,32
CHUMA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,6,5,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      bcg,2014-09-01,3,10,3,10,13
CKOCHAS,vacunaciones en menores de 1 ano,      bcg,2014-09-01,13,16,13,16,29
CLIZA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,32,13,32,13,45
COBIJA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,160,9,160,9,169
COCAPATA,vacunaciones en menores de 1 ano,      bcg,2014-09-01,2,12,2,12,14
