,group,variable,month,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,1,25,1,26
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,5,5,5,10
ORURO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,578,6,578,6,584
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,6,25,6,31
PADILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,3,14,3,17
PAILON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,39,4,39,4,43
PALCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,20,6,20,6,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,42,8,42,8,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,11,1,11,1,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,1,6,1,7
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,53,9,53,9,62
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,3,8,3,11
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,4,2,4,6
POCOATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,20,26,20,26,46
POCONA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,2,14,2,16
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,20,2,20,2,22
POOPO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,2,9,2,11
PORCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,21,1,21,1,22
POROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,18,19,18,19,37
PORONGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,3,6,3,9
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,58,5,58,5,63
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,5,12,5,17
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
POTOSI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,672,18,672,18,690
PRESTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,14,7,14,21
PUCARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,21,15,21,15,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,13,2,13,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,10,12,10,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,18,6,18,6,24
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,4,4,4,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,45,8,45,8,53
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,1,1,1,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,38,4,38,4,42
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,127,3,127,3,130
PUNA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,27,11,27,11,38
PUNATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,41,0,41,0,41
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,2,6,2,8
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,141,88,141,88,229
QUIME,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,6,12,6,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,0,4,0,4
RAVELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,15,7,15,22
REYES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,0,17,0,17
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,143,6,143,6,149
ROBORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,32,1,32,1,33
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,4,17,4,21
SABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,256,20,256,20,276
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
SACACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,20,8,20,8,28
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,10,1,10,1,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,9,15,9,24
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,0,15,0,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,2,3,2,5
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,3,14,3,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,1,3,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,7,6,7,13
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,18,4,18,4,22
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,81,10,81,10,91
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,1,17,1,18
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,42,5,42,5,47
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,1,15,1,16
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,118,26,118,26,144
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,3,3,3,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,24,9,24,9,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,51,0,51,0,51
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,24,4,24,4,28
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,96,37,96,37,133
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,5,3,5,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,33,4,33,4,37
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,39,20,39,20,59
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,18,5,18,5,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,6,13,6,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,23,1,23,1,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,27,16,27,16,43
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,0,4,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,4,13,4,17
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,19,8,19,27
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,0,19,0,19
SANTA ANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,16,2,16,2,18
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2801,34,2801,34,2835
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,22,0,22,0,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,35,0,35,0,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,1,0,1,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,2,8,2,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,4,1,4,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,5,6,5,11
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,0,15,0,15
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,6,4,6,10
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,2,3,2,5
SENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,10,1,10,1,11
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,56,1,56,1,57
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,10,8,10,18
SICAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,0,2,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,87,3,87,3,90
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,3,15,3,18
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,4,13,4,17
SORATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,21,6,21,27
SUCRE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,633,25,633,25,658
TACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,1,9,1,10
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,20,5,20,25
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,5,2,5,7
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,20,10,20,10,30
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,12,5,12,17
TARACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,2,4,2,6
TARATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,28,1,28,1,29
TARIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,420,17,420,17,437
TARVITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,16,21,16,21,37
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,7,12,7,19
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,23,4,23,4,27
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,21,23,21,23,44
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,3,9,3,12
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,89,7,89,7,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,14,14,14,28
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
TOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,3,6,3,9
TODOS SANTOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,3,6,3,9
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,12,15,12,27
TOMINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,8,19,8,27
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,21,4,21,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,23,3,23,3,26
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,7,5,7,12
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,288,11,288,11,299
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,62,4,62,4,66
TURCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,3,0,3,3
UMALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,6,3,6,9
UNCIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,22,19,22,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,23,15,23,15,38
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,6,8,6,14
UYUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,72,0,72,0,72
VACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,15,3,15,18
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,27,1,27,1,28
VIACHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,131,5,131,5,136
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,2,4,2,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,10,12,10,22
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,75,17,75,17,92
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,6,3,6,9
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,5,19,5,24
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,5,14,5,19
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,123,9,123,9,132
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,2,13,2,15
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,80,9,80,9,89
VINTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,63,1,63,1,64
VITICHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,11,3,11,3,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,252,11,252,11,263
YACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,6,6,6,12
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,206,7,206,7,213
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,4,6,4,10
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,2,3,2,5
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,45,10,45,10,55
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,6,17,6,23
YOTALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,5,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,3,4,3,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,17,6,17,23
ACACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,4,2,4,2,6
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,34,9,34,9,43
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,10,9,10,9,19
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,25,12,25,12,37
ALALAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,2,3,2,3,5
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,17,0,17,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,13,9,13,9,22
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,4,4,4,4,8
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,6,1,6,1,7
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,7,3,7,3,10
APOLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,24,9,24,9,33
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,3,13,3,13,16
ARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,21,2,21,2,23
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,32,20,32,20,52
ARQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,9,2,9,2,11
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,21,0,21,0,21
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,12,7,12,7,19
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,6,3,6,3,9
AYATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,4,8,4,8,12
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,17,17,17,17,34
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,12,7,12,7,19
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,15,6,15,6,21
BAURES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,19,1,19,1,20
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,2,3,2,3,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,62,19,62,19,81
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,34,16,34,16,50
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,6,7,6,7,13
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,14,0,14,0,14
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,14,10,14,10,24
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,48,24,48,24,72
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,11,4,11,4,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,8,5,8,5,13
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,10,6,10,6,16
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,2,2,2,2,4
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,8,1,8,1,9
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,26,14,26,14,40
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,66,8,66,8,74
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,33,0,33,0,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,9,1,9,1,10
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,29,5,29,5,34
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,97,18,97,18,115
CARANGAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,0,2,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,20,14,20,14,34
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,4,6,4,6,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,7,12,7,12,19
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-10-01,48,19,48,19,67
