,group,variable,month,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,75,17,75,17,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,3,1,3,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,21,4,21,4,25
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,30,22,30,22,52
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,42,0,42,0,42
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,17,2,17,2,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,1,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,35,0,35,0,35
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,19,34,19,34,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,1,6,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,1,6,1,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,0,8,0,8,8
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,11,3,11,3,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,8,3,8,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,13,3,13,3,16
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,35,41,35,41,76
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,2815,55,2815,55,2870
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,19,6,19,6,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,22,2,22,2,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,2,1,2,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,4,6,4,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,2,2,2,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,9,0,9,0,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,0,8,0,8,8
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,10,6,10,16
SENA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,4,9,4,9,13
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,35,6,35,6,41
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,19,12,19,12,31
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,1,1,1,2
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,98,1,98,1,99
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,4,1,4,5
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,7,6,7,13
SORATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,11,20,11,20,31
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,526,11,526,11,537
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,2,9,2,9,11
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,14,13,14,13,27
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,8,2,8,2,10
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,0,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,23,19,23,19,42
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,15,16,15,16,31
TARACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,2,3,2,5
TARATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,11,2,11,2,13
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,361,14,361,14,375
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,7,7,7,7,14
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,12,6,12,6,18
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,18,4,18,4,22
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,27,18,27,18,45
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,13,2,13,2,15
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,66,7,66,7,73
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,13,21,13,21,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,4,5,4,5,9
TODOS SANTOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,7,4,7,4,11
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,5,5,5,5,10
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,12,16,12,16,28
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,5,5,5,5,10
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,9,23,9,23,32
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,20,7,20,7,27
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,2,1,2,1,3
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,228,53,228,53,281
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,58,12,58,12,70
TURCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,1,1,1,1,2
UMALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,5,3,5,8
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,25,15,25,15,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,27,4,27,4,31
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,20,0,20,0,20
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,46,6,46,6,52
VACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,8,3,8,11
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,25,3,25,3,28
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,90,9,90,9,99
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,5,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,19,10,19,10,29
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,67,13,67,13,80
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,5,4,5,4,9
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,12,3,12,3,15
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,9,3,9,3,12
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,143,22,143,22,165
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,7,6,7,6,13
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,59,11,59,11,70
VINTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,69,0,69,0,69
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,7,2,7,2,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,0,2,0,2,2
WARNES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,251,7,251,7,258
YACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,8,9,8,9,17
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,185,18,185,18,203
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,2,6,2,8
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,8,1,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,108,5,108,5,113
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,12,10,12,10,22
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,6,4,6,4,10
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,2,4,2,4,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-06-01,3,4,3,4,7
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,2,2,2,4
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,25,21,25,21,46
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,15,8,15,8,23
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,21,6,21,6,27
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,1,1,1,2
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,1,16,1,17
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,13,10,13,10,23
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,9,6,9,6,15
APOLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,21,9,21,9,30
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,5,2,5,2,7
ARANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,1,16,1,17
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,14,9,14,9,23
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,12,4,12,4,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,82,3,82,3,85
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,13,4,13,4,17
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,6,1,6,1,7
AYATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,6,8,6,8,14
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,3,16,3,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,24,19,24,19,43
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,6,4,6,4,10
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,13,9,13,9,22
BAURES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,11,1,11,1,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,4,1,4,5
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,62,26,62,26,88
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,30,8,30,8,38
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,5,9,5,9,14
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,1,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,4,2,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,25,9,25,9,34
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,40,31,40,31,71
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,8,3,8,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,4,16,4,20
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,19,2,19,2,21
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,2,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,9,7,9,7,16
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,22,7,22,7,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,4,2,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,63,3,63,3,66
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,35,5,35,5,40
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,8,4,8,4,12
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,7,16,7,23
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,85,9,85,9,94
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,32,11,32,11,43
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,12,2,12,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,9,3,9,3,12
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,56,12,56,12,68
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,12,4,12,4,16
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,50,45,50,45,95
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,15,7,15,7,22
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,45,2,45,2,47
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,25,4,25,4,29
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,10,4,10,4,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,10,8,10,8,18
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,9,16,9,25
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,28,6,28,6,34
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,130,8,130,8,138
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,18,16,18,34
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1247,14,1247,14,1261
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,1,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,86,1,86,1,87
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,21,3,21,3,24
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,21,9,21,9,30
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,13,0,13,0,13
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,21,23,21,23,44
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,17,0,17,0,17
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,27,19,27,19,46
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,21,7,21,7,28
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,3,3,3,6
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,40,22,40,22,62
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,7,15,7,15,22
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,25,1,25,1,26
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,8,6,8,6,14
COROICO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,24,1,24,1,25
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,4,4,4,4,8
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,24,10,24,10,34
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,133,9,133,9,142
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,38,11,38,11,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,1,3,1,4
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,2,3,2,3,5
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,12,8,12,8,20
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,7,1,7,1,8
CURVA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1,1,1,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,8,0,8,0,8
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,1272,262,1272,262,1534
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,7,2,7,2,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,18,3,18,3,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,13,2,13,2,15
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,117,6,117,6,123
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,6,0,6,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,27,14,27,14,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,68,8,68,8,76
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,2,3,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,0,8,0,8,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,36,8,36,8,44
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,7,14,7,14,21
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,47,3,47,3,50
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,5,6,5,6,11
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,36,7,36,7,43
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,3,7,3,7,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,75,8,75,8,83
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,22,8,22,8,30
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,16,4,16,4,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-07-01,7,3,7,3,10
