,group,variable,month,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CALAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,4,9,4,13
CAMARGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,23,11,23,11,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,2,2,2,4
CAMIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,73,2,73,2,75
CAPINOTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,30,2,30,2,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,15,3,15,3,18
CARACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,16,5,16,5,21
CARANAVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,95,10,95,10,105
CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,0,2,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,25,8,25,8,33
CARIPUYO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,10,10,10,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,8,6,8,14
CHALLAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,53,5,53,5,58
CHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,12,2,12,2,14
CHARAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,43,46,43,46,89
CHARAÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,1,3,1,4
CHAYANTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,19,9,19,9,28
CHIMORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,37,0,37,0,37
CHIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,24,8,24,8,32
CHUMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,11,7,11,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,11,7,11,7,18
CKOCHAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,13,4,13,4,17
CLIZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,24,7,24,7,31
COBIJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,117,1,117,1,118
COCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,13,15,13,15,28
COCHABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1200,10,1200,10,1210
COIPASA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,52,1,52,1,53
"COLCHA ""K""",vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,24,5,24,5,29
COLOMI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,35,4,35,4,39
COLPA BELGICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,18,1,18,1,19
COLQUECHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,21,41,21,41,62
COLQUENCHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,1,9,1,10
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,32,13,32,13,45
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,27,3,27,3,30
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,7,2,7,9
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,40,6,40,6,46
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,10,7,10,17
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,37,3,37,3,40
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,1,7,1,8
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,14,1,14,1,15
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,6,7,6,13
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,32,9,32,9,41
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,147,15,147,15,162
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,39,20,39,20,59
CUEVO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,4,4,4,8
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,13,9,13,9,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,5,0,5,0,5
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,3,2,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,6,3,6,9
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1148,192,1148,192,1340
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,4,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,25,4,25,4,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,17,3,17,3,20
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,84,1,84,1,85
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,2,3,2,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,18,10,18,10,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,56,5,56,5,61
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,5,1,5,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,5,0,5,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,3,1,3,4
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,19,2,19,2,21
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,7,6,7,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,29,3,29,3,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,5,7,5,12
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,22,11,22,11,33
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,4,6,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,96,4,96,4,100
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,14,15,14,15,29
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,7,10,7,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,34,1,34,1,35
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,0,10,0,10
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,3,4,3,7
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,1,4,1,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,0,1,0,1,1
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,3,1,3,4
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,4,6,4,10
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,14,9,14,9,23
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,12,6,12,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,15,7,15,7,22
IXIAMAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,11,1,11,1,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,11,1,11,1,12
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,57,11,57,11,68
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,184,3,184,3,187
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1242,20,1242,20,1262
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,7,9,7,16
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,16,4,16,4,20
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,2,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,41,46,41,46,87
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,2,6,2,8
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,1,4,1,5
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,5,2,5,2,7
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,5,2,5,2,7
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,1,10,1,11
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,18,15,18,15,33
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,8,1,8,1,9
MALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,31,0,31,0,31
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,14,8,14,8,22
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,56,5,56,5,61
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,39,17,39,17,56
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,11,7,11,18
MOJINETE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,3,9,3,12
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,35,1,35,1,36
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,279,11,279,11,290
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,2,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,4,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,3,3,3,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,2,2,2,4
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,8,26,8,26,34
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,20,1,20,1,21
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,5,3,5,8
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,505,5,505,5,510
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,25,8,25,8,33
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,15,5,15,5,20
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,42,9,42,9,51
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,28,7,28,7,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,46,3,46,3,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,8,0,8,0,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,18,1,18,1,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,4,4,4,8
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,0,1,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,23,7,23,7,30
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,5,3,5,3,8
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,3,10,3,13
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,8,26,8,26,34
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,17,10,17,10,27
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,22,5,22,5,27
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,0,10,0,10
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,16,2,16,2,18
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,13,9,13,9,22
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,7,3,7,3,10
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,51,3,51,3,54
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,1,2,1,3
POSTRER VALLE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,1,3,1,4
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,387,13,387,13,400
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,7,9,7,16
PUCARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,27,17,27,17,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,5,3,5,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,7,9,7,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,13,4,13,17
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,6,4,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,44,16,44,16,60
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,12,2,12,2,14
PUERTO SILES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,2,1,2,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,37,1,37,1,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,122,5,122,5,127
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,10,12,10,12,22
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,42,2,42,2,44
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,187,74,187,74,261
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,19,3,19,3,22
QUIRUSILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,14,9,14,23
REYES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,22,7,22,7,29
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,242,20,242,20,262
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,31,1,31,1,32
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,37,1,37,1,38
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,1,3,1,4
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,222,5,222,5,227
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,1,3,1,4
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,25,11,25,11,36
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,12,2,12,2,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,12,7,12,7,19
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,12,3,12,3,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,15,8,15,8,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,6,2,6,2,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,4,9,4,9,13
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,15,3,15,3,18
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,77,28,77,28,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,17,2,17,2,19
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,31,4,31,4,35
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,38,12,38,12,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,116,15,116,15,131
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,0,6,0,6,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,14,0,14,0,14
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,44,1,44,1,45
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,18,6,18,6,24
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,94,30,94,30,124
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,12,0,12,0,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,24,2,24,2,26
SAN LUCAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,30,6,30,6,36
SAN MATIAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,29,4,29,4,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,24,2,24,2,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,1,1,1,2
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,28,0,28,0,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,21,24,21,24,45
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,5,3,5,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,3,3,3,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,1,1,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,14,2,14,2,16
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,3,14,3,14,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,20,0,20,0,20
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,40,3,40,3,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,2974,62,2974,62,3036
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,17,0,17,0,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-08-01,21,3,21,3,24
