municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,2,0,2,2
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,34,52,34,52,86
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,5,5,5,10
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,1,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,3,2,3,5
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,3,5,3,8
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,10,12,10,12,22
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,4,0,4,4
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,1,3,1,4
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,46,99,46,99,145
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,30,48,30,48,78
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,5,2,5,7
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,17,8,17,8,25
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,7,8,7,15
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,2,4,2,6
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,9,22,9,22,31
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,69,103,69,103,172
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,15,17,15,17,32
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,10,5,10,15
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,16,8,16,8,24
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,21,12,21,12,33
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
CARIPUYO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,5,2,5,7
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,0,2,0,2
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,9,8,9,17
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,2,1,2,3
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,5,7,5,12
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,13,5,13,18
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,41,14,41,14,55
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,7,2,7,9
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,31,117,31,117,148
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5250,6238,5250,6238,11488
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,37,54,37,54,91
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,10,10,10,10,20
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,3,2,3,5
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,4,5,4,9
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,2,2,2,4
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,1,5,1,6
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,27,29,27,29,56
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,5,1,5,6
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,6,2,6,8
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,27,44,27,44,71
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,10,4,10,4,14
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,20,44,20,44,64
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,3,2,3,5
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,5,3,5,8
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,3,2,3,5
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,1,4,1,5
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,725,769,725,769,1494
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,2,0,2,2
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,164,213,164,213,377
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,4,0,4,4
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,6,3,6,9
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,3,1,3,4
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,1,3,1,4
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,214,250,214,250,464
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,24,19,24,19,43
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,11,14,11,14,25
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,9,0,9,9
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,79,59,79,59,138
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,3,5,3,8
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,5,6,5,11
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,12,7,12,7,19
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,5,0,5,5
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,10,7,10,17
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,1,5,1,6
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,12,11,12,11,23
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,9111,12191,9111,12191,21302
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,0,2,0,2
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,3,4,3,7
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,5,7,5,12
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,49,60,49,60,109
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,12,6,12,6,18
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,54,49,54,49,103
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,70,94,70,94,164
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,0,2,0,2
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,4,3,4,7
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,0,2,0,2
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,4,6,4,10
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,4,1,4,5
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,9,3,9,12
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,2,2,2,4
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,53,67,53,67,120
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,568,661,568,661,1229
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,11,10,11,10,21
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,3,8,3,11
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,3,3,3,6
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1451,1752,1451,1752,3203
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,7,7,7,14
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,19,8,19,27
PAILON,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,4,6,4,10
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,3,8,3,11
PAMPA AULLAGAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,8,5,8,13
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,7,6,7,13
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,0,2,0,2
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,14,21,14,21,35
PELECHUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,4,0,4,4
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,2,1,2,3
POJO (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,8,7,8,15
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,14,3,14,3,17
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,17,12,17,12,29
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,7,8,7,15
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1112,1381,1112,1381,2493
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,4,7,4,11
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,21,10,21,10,31
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,7,6,7,13
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,11,8,11,19
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,4,2,4,6
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,6,0,6,6
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,8,3,8,11
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,10,6,10,16
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,12,5,12,17
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,91,124,91,124,215
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,337,431,337,431,768
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
RAVELO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
REYES,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,45,57,45,57,102
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,14,8,14,22
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,21,18,21,18,39
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,49,35,49,35,84
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,6,3,6,9
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,99,141,99,141,240
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,20,34,20,34,54
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,2,6,2,8
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,14,8,14,8,22
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3,1,3,1,4
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,7,1,7,1,8
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,7,2,7,9
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,53,61,53,61,114
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,5,2,5,7
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,15,16,15,16,31
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,27,44,27,44,71
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,27,33,27,33,60
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,14,18,14,18,32
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,10,15,10,15,25
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,4,5,4,9
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,8,6,8,14
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,7,4,7,11
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,7,4,7,11
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,43,98,43,98,141
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,6,4,6,10
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,5,4,5,9
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,2,0,2,2
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,4,2,4,6
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,7,1,7,8
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,38,10,38,10,48
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,101,96,101,96,197
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,3481,4787,3481,4787,8268
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,4,6,4,6,10
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,12,11,12,11,23
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,20,6,20,26
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,2,1,2,3
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,4,0,4,4
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,12,21,12,21,33
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,0,1,0,1
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,9,3,9,3,12
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1680,2476,1680,2476,4156
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,6,12,6,12,18
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,3,1,3,4
