,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,46,46
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,401,401
SACABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,17,17
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,13,13
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,2,2
SAN ANTONIO DE LOMERIO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,18,18
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,52,52
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,22,22
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,81,81
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,17,17
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,181,181
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,33,33
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,73,73
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,109,109
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,33,33
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,56,56
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,29,29
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,25,25
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,35,35
SAN PEDRO DE BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,17,17
SAN RAMON SCZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,23,23
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,52,52
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3263,3263
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,27,27
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,23,23
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,96,96
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,83,83
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,18,18
SORACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,589,589
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,19,19
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,17,17
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,24,24
TARACO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,2,2
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,16,16
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,307,307
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,20,20
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,24,24
TIAWANACU,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,30,30
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,188,188
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,27,27
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,7,7
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
TOMAVE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,7,7
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,73,73
TOTORA(ORR),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,1,1
TRIGAL,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,73,73
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,52,52
TURCO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,3,3
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,21,21
URIONDO (A. CONCEPCION),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,32,32
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,66,66
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,6,6
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,57,57
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,12,12
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,22,22
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,182,182
VILLA NUEVA (LOMA ALTA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,5,5
VILLA RIVERO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,21,21
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,345,345
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,16,16
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,143,143
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,196,196
VITICHI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,4,4
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,310,310
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,219,219
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,9,9
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,175,175
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,11,11
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,7,7
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-08-01,0,14,14
ACACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,8,8
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,85,85
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,35,35
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
ANCORAIMES,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
ANZALDO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
APOLO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,18,18
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,18,18
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,18,18
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,60,60
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,29,29
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,13,13
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
BELLA FLOR,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,28,28
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,36,36
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
BOYUIBE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,21,21
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,69,69
CALAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,21,21
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,3,3
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,150,150
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,31,31
CARACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,25,25
CARANAVI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,133,133
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,35,35
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,4,4
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,130,130
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,50,50
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,34,34
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,63,63
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,69,69
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,156,156
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2483,2483
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,103,103
"COLCHA ""K""",vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,3,3
COLOMI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,12,12
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,17,17
COLQUENCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,38,38
CONCEPCION,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,51,51
CORIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,4,4
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,99,99
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,32,32
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2061,2061
EL CHORO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,31,31
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,11,11
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,165,165
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,57,57
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,89,89
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,10,10
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,9,9
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,18,18
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,16,16
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,300,300
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,4,4
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,15,15
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,8,8
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,3,3
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,62,62
HUATAJATA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,4,4
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,5,5
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,16,16
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,44,44
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,5,5
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,76,76
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,109,109
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1806,1806
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,4,4
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,5,5
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,209,209
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,15,15
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,8,8
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,115,115
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,53,53
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,11,11
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,87,87
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,545,545
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,8,8
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
OCURI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
OKINAWA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,44,44
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,10,10
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,732,732
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,27,27
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,11,11
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,98,98
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,41,41
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,31,31
PAZÑA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
POCONA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,29,29
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,9,9
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,48,48
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,373,373
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,17,17
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,16,16
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,8,8
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,30,30
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,6,6
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,279,279
PUNA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,39,39
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,168,168
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,570,570
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,1,1
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,53,53
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,10,10
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,477,477
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,37,37
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,36,36
SABAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,7,7
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,381,381
SACABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,2,2
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,12,12
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,15,15
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,10,10
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,15,15
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,29,29
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,24,24
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,79,79
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,41,41
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,186,186
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,34,34
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,62,62
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,16,16
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,86,86
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-09-01,0,12,12
