,group,variable,month,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
TUPIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,15.0,15.0
UNCIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,9.0,9.0
URIONDO (A. CONCEPCION),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,3.0,3.0
URUBICHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,16.0,32.0,48.0
VACAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,9.0,9.0
VALLEGRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,1.0,11.0,12.0
VIACHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,7.0,128.0,135.0
VILLA CHARCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,2.0,56.0,58.0
VILLA MONTES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,1.0,1.0
VILLA RIVERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,2.0,2.0
VILLA SERRANO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,1.0,12.0,13.0
VILLA TUNARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,26.0,620.0,646.0
VILLA VACA GUZMAN (MUYUPAMPA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,6.0,20.0,26.0
VILLAZON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,18.0,159.0,177.0
VITICHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,8.0,8.0
WARNES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,18.0,302.0,320.0
YACUIBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,73.0,293.0,366.0
YAMPARAEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,17.0,17.0
YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,10.0,27.0,37.0
YOTALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,0.0,13.0,13.0
YUNCHARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,4.0,15.0,19.0
ZUDAÑEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-06-01,4.0,16.0,20.0
ACHACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,9.0,76.0,85.0
AIQUILE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,7.0,7.0,14.0
ALCALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,12.0,19.0,31.0
ANCORAIMES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,7.0,7.0
ANTEQUERA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,3.0,4.0
APOLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,22.0,23.0
ARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,15.0,16.0
ARQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
ASCENCION DE GUARAYOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,64.0,219.0,283.0
AYOPAYA (V. DE INDEPENDENCIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,14.0,15.0
AZURDUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,3.0,20.0,23.0
BELEN DE ANDAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,7.0,7.0
BELEN DE URMIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
BELLA FLOR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,20.0,41.0,61.0
BERMEJO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,43.0,43.0
BOLPEBRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
BOYUIBE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,13.0,13.0
CABEZAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,3.0,56.0,59.0
CAMARGO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,68.0,70.0
CAMATAQUI (C. VILLA ABECIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,6.0,6.0
CAMIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,47.0,214.0,261.0
CAPINOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,10.0,12.0
CARACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,4.0,39.0,43.0
CARANAVI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,20.0,7.0,27.0
CARAPARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,22.0,24.0
CARMEN RIVERO TORREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
CHALLAPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,3.0,5.0
CHARAGUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,2.0,3.0
CHIMORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,12.0,50.0,62.0
CHUMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,4.0,4.0,8.0
CLIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,78.0,80.0
COBIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,15.0,406.0,421.0
COCAPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,0.0,1.0
COCHABAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,121.0,1351.0,1472.0
COIPASA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
COLCAPIRHUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,10.0,10.0
COLPA BELGICA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,0.0,2.0
COMARAPA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,8.0,9.0,17.0
CORO CORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,8.0,9.0
CORQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
COTAGAITA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
COTOCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,39.0,40.0
CUATRO CAÑADAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
CUEVO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,6.0,6.0
CULPINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,63.0,64.0
DESAGUADERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,9.0,10.0
EL ALTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,229.0,1433.0,1662.0
EL CHORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,2.0,2.0
EL PUENTE(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,40.0,81.0,121.0
EL PUENTE(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,12.0,12.0
EL TORNO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,41.0,333.0,374.0
EL VILLAR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,12.0,14.0
ENTRE RIOS TRJ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,4.0,6.0
ENTRE RIOS CBBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,4.0,86.0,90.0
ESCOMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,5.0,5.0
EUREKA (SANTOS MERCADO),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,2.0,2.0
FERNANDEZ ALONSO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,11.0,103.0,114.0
FILADELFIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,2.0,4.0
GENERAL SAAVEDRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,4.0,7.0,11.0
GUANAY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,0.0,2.0
GUAQUI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,8.0,11.0,19.0
GUAYARAMERIN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,143.0,200.0,343.0
GUTIERREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
HUACARETA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,20.0,20.0
HUACAYA (VILLA DE HUACAYA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
HUACHACALLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,3.0,5.0
HUANUNI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,36.0,64.0,100.0
HUAYLLAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,3.0,4.0
ICLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,12.0,12.0
INCAHUASI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,22.0,23.0
IRUPANA (VILLA DE LANZA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,19.0,19.0
LA GUARDIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,6.0,217.0,223.0
LA PAZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,500.0,1622.0,2122.0
LAS CARRERAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,5.0,6.0
LLALLAGUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,5.0,3.0,8.0
LLICA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,5.0,5.0
MACHACAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
MACHARETI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,5.0,21.0,26.0
MAIRANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,20.0,21.0
MINEROS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,29.0,30.0
MIZQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,7.0,8.0,15.0
MOJOCOYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,11.0,11.0
MONTEAGUDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,35.0,94.0,129.0
MONTERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,18.0,327.0,345.0
NACEBE (SANTA ROSA DEL ABUNA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,7.0,7.0
OMEREQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,19.0,15.0,34.0
ORURO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,36.0,920.0,956.0
PADCAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,10.0,55.0,65.0
PADILLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,37.0,39.0
PAILON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,7.0,108.0,115.0
PAMPA GRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,32.0,32.0
PATACAMAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,11.0,89.0,100.0
PAZÑA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,3.0,3.0
POCONA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,6.0,7.0
POJO (CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,1.0,2.0
POROMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,39.0,39.0
PORONGO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,24.0,24.0
PORVENIR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,30.0,21.0,51.0
POSTRER VALLE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
POTOSI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,121.0,134.0,255.0
PRESTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,6.0,19.0,25.0
PUCARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,7.0,7.0
PUERTO GONZALO MORENO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,25.0,25.0,50.0
PUERTO QUIJARRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,8.0,54.0,62.0
PUERTO RICO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,43.0,43.0
PUERTO SUAREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,5.0,42.0,47.0
PUERTO VILLARROEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,32.0,382.0,414.0
PUNA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,9.0,9.0
PUNATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,9.0,186.0,195.0
QUILLACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,17.0,17.0
QUIME,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,19.0,20.0
QUIRUSILLAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
RAVELO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
REYES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,10.0,10.0
RIBERALTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,4.0,138.0,142.0
ROBORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,43.0,44.0
RURRENABAQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,29.0,100.0,129.0
SABAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,11.0,4.0,15.0
SACABA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,24.0,552.0,576.0
SACACA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,14.0,14.0
SALINAS DE GARCI MENDOZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,11.0,11.0
SAN ANDRES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
SAN ANTONIO DE LOMERIO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,7.0,8.0
SAN BORJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,65.0,66.0
SAN CARLOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,22.0,114.0,136.0
SAN IGNACIO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,20.0,21.0
SAN IGNACIO DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,19.0,182.0,201.0
SAN JAVIER(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,40.0,42.0
