,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,21,25,21,25,46
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,141,68,141,68,209
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,28,8,28,8,36
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,26,10,26,10,36
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,3,2,3,5
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,175,70,175,70,245
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,5,7,5,12
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,23,23,23,23,46
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,8,3,8,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,8,8,8,8,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,12,4,12,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,0,4,0,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,18,12,18,30
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,2,5,2,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,9,11,9,20
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,78,52,78,52,130
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,3,15,3,18
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,25,6,25,6,31
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,46,7,46,7,53
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,68,39,68,39,107
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,35,8,35,8,43
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,3,6,3,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,32,39,32,39,71
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,9,5,9,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,30,77,30,77,107
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,29,23,29,23,52
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,38,40,38,40,78
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,25,10,25,10,35
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,9,5,9,14
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,20,9,20,9,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,16,43,16,43,59
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,4,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,3,0,3,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,10,0,10,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,20,3,20,23
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,21,5,21,5,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,4,12,4,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2035,88,2035,88,2123
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,12,9,12,21
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,35,12,35,12,47
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,4,3,4,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,7,3,7,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,6,5,6,11
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,1,6,1,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,2,7,2,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,2,3,2,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,15,7,15,7,22
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,12,5,12,17
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,35,10,35,10,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,28,25,28,25,53
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,0,12,0,12,12
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,33,18,33,18,51
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,7,3,7,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,14,12,14,26
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,26,28,26,28,54
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,454,63,454,63,517
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,0,4,0,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,9,7,9,7,16
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,14,14,14,14,28
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,19,9,19,9,28
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,26,28,26,28,54
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,13,15,13,15,28
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,6,5,6,11
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,14,4,14,4,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,329,5,329,5,334
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,7,16,7,16,23
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,10,2,10,12
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,16,6,16,22
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,28,55,28,55,83
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,11,6,11,6,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,87,43,87,43,130
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,23,20,23,20,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,10,5,10,15
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,4,5,4,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,2,6,2,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,10,3,10,13
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,8,6,8,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,11,10,11,21
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,32,8,32,8,40
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,1,5,1,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,176,24,176,24,200
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,61,18,61,18,79
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,2,2,2,4
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,2,10,2,10,12
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,25,10,25,10,35
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,19,12,19,12,31
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,0,5,0,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,36,0,36,0,36
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,4,14,4,14,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,18,6,18,6,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,76,16,76,16,92
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,14,11,14,11,25
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,41,14,41,14,55
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,4,3,4,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,7,6,7,13
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,6,6,6,6,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,91,32,91,32,123
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,14,9,14,9,23
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,76,14,76,14,90
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,85,15,85,15,100
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,8,12,8,20
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,3,1,3,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,123,54,123,54,177
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,3,5,3,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,128,34,128,34,162
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,10,2,10,2,12
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,5,5,5,5,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,70,22,70,22,92
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,12,3,12,3,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,9,1,9,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,3,15,3,15,18
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-08-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,6,6,6,6,12
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,39,36,39,36,75
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,9,17,9,17,26
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,38,13,38,13,51
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,5,3,5,3,8
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,0,3,0,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,14,3,14,3,17
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,7,15,7,22
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,2,0,2,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,1,7,1,8
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,9,4,9,13
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,33,16,33,16,49
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,3,2,3,5
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,13,12,13,12,25
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,9,14,9,14,23
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,11,20,11,20,31
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,30,3,30,3,33
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,29,13,29,13,42
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,5,0,5,5
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,7,1,7,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,23,29,23,29,52
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,8,10,8,10,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,31,9,31,9,40
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,9,0,9,0,9
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,4,0,4,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,5,3,5,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,37,13,37,13,50
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,30,34,30,34,64
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,13,3,13,16
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,3,2,3,5
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,7,7,7,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,27,8,27,8,35
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,9,13,9,13,22
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,12,7,12,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,8,5,8,5,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,2,0,2,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,5,13,5,13,18
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,4,15,4,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,5,3,5,3,8
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,51,5,51,5,56
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,23,20,23,20,43
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,9,10,9,10,19
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,29,17,29,17,46
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,77,42,77,42,119
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,13,7,13,7,20
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,33,1,33,34
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,1,2,1,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,1,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,45,18,45,18,63
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,8,3,8,3,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,8,64,8,64,72
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,3,1,3,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,19,22,19,22,41
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,29,10,29,10,39
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,13,21,13,21,34
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,15,3,15,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,8,0,8,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,27,7,27,34
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,27,18,27,18,45
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,72,6,72,6,78
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,6,27,6,27,33
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1041,42,1041,42,1083
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,2,1,2,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,87,11,87,11,98
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,14,8,14,8,22
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,28,18,28,18,46
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,6,4,6,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,94,15,94,109
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,13,0,13,0,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,48,15,48,63
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,2,2,2,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,12,13,12,13,25
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,5,0,5,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,27,9,27,9,36
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,8,6,8,6,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,11,5,11,5,16
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,10,1,10,11
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,5,15,5,20
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,6,3,6,3,9
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,19,29,19,29,48
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,78,19,78,19,97
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,19,14,19,14,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1,4,1,4,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,7,2,7,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,18,18,18,18,36
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,10,0,10,0,10
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,3,0,3,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,10,2,10,12
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,1393,173,1393,173,1566
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,14,2,14,2,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,7,15,7,22
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,68,5,68,5,73
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,8,0,8,0,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,22,22,22,22,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,39,8,39,8,47
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,2,7,2,9
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,10,3,10,3,13
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,14,10,14,10,24
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,6,4,6,10
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,21,29,21,29,50
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,10,4,10,14
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,6,7,6,7,13
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,10,3,10,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,43,11,43,11,54
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,13,19,13,19,32
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,15,7,15,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,1,4,1,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,56,1,56,1,57
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,3,3,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,0,1,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,6,3,6,3,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,10,9,10,9,19
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,7,11,7,11,18
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,15,21,15,21,36
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,6,21,6,21,27
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,4,14,4,14,18
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,17,4,17,4,21
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-09-01,55,27,55,27,82
