,group,variable,month,TOTAL 18.1 SRP DOSIS ÚNICA CANTIDAD,TOTAL 18.1 SRP DOSIS ÚNICA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,8,2,8,2,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,25,3,25,3,28
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,43,14,43,14,57
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,27,4,27,4,31
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,14,9,14,9,23
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,1,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,19,5,19,5,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,12,26,12,26,38
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,0,9,0,9,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,4,3,4,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,0,5,0,5,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,10,1,10,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,12,1,12,13
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,13,0,13,0,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,27,0,27,0,27
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2760,57,2760,57,2817
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,13,0,13,0,13
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,26,2,26,2,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,5,1,5,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,7,5,7,5,12
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,4,0,4,0,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,12,5,12,5,17
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,0,7,0,7,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,8,5,8,5,13
SENA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,9,1,9,1,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,35,5,35,5,40
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,23,19,23,19,42
SICAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,0,3,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,114,12,114,12,126
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,4,6,4,6,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,7,13,7,13,20
SORATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,6,23,6,23,29
SUCRE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,655,25,655,25,680
TACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,13,1,13,1,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,6,16,6,16,22
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,3,3,3,6
TAHUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2,0,2,0,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,28,10,28,10,38
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,15,20,15,20,35
TARACO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,4,3,4,7
TARATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,12,7,12,7,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,320,39,320,39,359
TARVITA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,9,4,9,4,13
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,9,10,9,10,19
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,16,6,16,6,22
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,15,16,15,16,31
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,10,10,10,10,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,91,34,91,34,125
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,27,10,27,10,37
TOCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2,9,2,9,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,16,3,16,19
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,0,3,0,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,7,16,7,16,23
TOMINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,13,1,13,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,8,16,8,16,24
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,27,12,27,12,39
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,0,3,0,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,196,21,196,21,217
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,58,14,58,14,72
TURCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2,6,2,6,8
UMALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,2,3,2,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,4,9,4,9,13
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,15,14,15,14,29
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,14,2,14,2,16
UYUNI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,56,3,56,3,59
VACAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,15,3,15,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,17,0,17,0,17
VIACHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,91,17,91,17,108
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,9,1,9,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,14,24,14,24,38
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,44,28,44,28,72
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2,4,2,4,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,4,21,4,21,25
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,6,10,6,10,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,81,35,81,35,116
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,7,11,7,11,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,57,11,57,11,68
VINTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,97,1,97,1,98
VITICHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,6,8,6,8,14
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,143,33,143,33,176
YACO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,6,7,6,7,13
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,144,58,144,58,202
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,6,1,6,1,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,11,3,11,3,14
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,76,55,76,55,131
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,5,4,5,4,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,2,9,2,9,11
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,3,7,3,7,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-08-01,1,9,1,9,10
ACACIO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,9,2,9,11
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,31,23,31,23,54
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,13,15,13,15,28
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,14,24,14,24,38
ALALAY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,1,0,1,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,2,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,11,1,11,1,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,14,2,14,2,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,2,1,2,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,4,4,4,8
APOLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,32,15,32,15,47
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,9,0,9,0,9
ARANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,15,0,15,0,15
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,22,10,22,32
ARQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,12,10,12,22
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,61,3,61,3,64
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,17,18,17,18,35
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,2,4,2,6
AYATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,8,10,8,18
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,13,2,13,2,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,19,18,19,18,37
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,13,11,13,11,24
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,14,11,14,11,25
BAURES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,5,3,5,3,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,4,0,4,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,3,4,3,4,7
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,4,0,4,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,34,38,34,38,72
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,28,23,28,23,51
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,4,10,4,14
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,3,8,3,8,11
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,20,41,20,41,61
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,5,7,5,7,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,6,10,6,16
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,2,4,2,6
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,4,2,4,6
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,15,6,15,6,21
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,16,6,16,6,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,4,2,4,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,47,4,47,4,51
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,28,0,28,0,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,9,12,9,12,21
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,17,11,17,11,28
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,121,8,121,8,129
CARANGAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,2,0,2,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,34,7,34,41
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,5,20,5,20,25
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,5,0,5,5
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,55,27,55,27,82
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,9,7,9,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,13,53,13,53,66
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,0,4,0,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,9,14,9,14,23
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,18,12,18,12,30
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,8,2,8,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,21,10,21,10,31
CHUMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,8,7,8,7,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,9,4,9,4,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,15,12,15,12,27
CLIZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,14,16,14,16,30
COBIJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,67,41,67,41,108
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,17,29,17,29,46
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1125,64,1125,64,1189
COIPASA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,88,7,88,7,95
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,17,14,17,14,31
COLLANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,29,16,29,16,45
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,9,1,9,1,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,28,45,28,45,73
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,8,1,8,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,11,26,11,26,37
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,5,0,5,0,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,23,7,23,7,30
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,7,2,7,9
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,12,8,12,8,20
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,15,4,15,4,19
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,18,8,18,8,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,8,20,8,20,28
COROICO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,16,9,16,9,25
CORQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,1,4,1,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,23,7,23,30
COTOCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,73,17,73,17,90
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,25,16,25,16,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,3,1,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,5,6,5,6,11
CULPINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,12,9,12,9,21
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,3,2,3,5
CURVA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,3,7,3,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1211,369,1211,369,1580
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,3,10,3,13
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,14,2,14,2,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,8,4,8,4,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,84,4,84,4,88
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,6,3,6,3,9
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,8,25,8,25,33
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,95,2,95,2,97
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,5,0,5,0,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,5,1,5,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,11,2,11,2,13
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,3,17,3,17,20
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,19,2,19,21
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,26,7,26,7,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,10,18,10,18,28
GUANAY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,27,15,27,15,42
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,6,2,6,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,62,27,62,27,89
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,13,4,13,17
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,7,7,7,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,3,2,3,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,37,21,37,21,58
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,3,0,3,0,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,1,2,1,3
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,0,7,0,7
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,4,1,4,1,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,11,0,11,11
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,2,5,2,5,7
ICLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,6,3,6,3,9
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,17,11,17,11,28
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,0,4,0,4,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,7,12,7,12,19
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,9,7,9,7,16
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,11,3,11,3,14
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,17,3,17,3,20
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-09-01,64,13,64,13,77
