,group,variable,month,TOTAL 18.2 ANTI AMARÍLICA CANTIDAD,TOTAL 18.2 ANTI AMARÍLICA CANTIDAD,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,6,11,6,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,4,1,4,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,16,12,16,12,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,18,3,18,21
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,18,34,18,34,52
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,10,3,10,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,2,0,2,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,0,5,0,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,20,12,20,12,32
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,22,9,22,9,31
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,21,5,21,26
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,19,0,19,0,19
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,8,4,8,12
COROICO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,20,5,20,5,25
CORQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,18,30,18,30,48
COTOCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,117,20,117,20,137
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,33,22,33,22,55
CUEVO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,6,4,6,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,15,25,15,25,40
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,0,5,0,5
CURVA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,4,0,4,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,5,0,5,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1015,369,1015,369,1384
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,0,5,0,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,19,3,19,3,22
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,16,1,16,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,76,17,76,17,93
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,5,4,5,9
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,19,18,19,18,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,47,2,47,2,49
ESCARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,0,2,0,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,6,10,6,10,16
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,1,4,1,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,8,0,8,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,19,17,19,17,36
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,19,0,19,19
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,34,12,34,12,46
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,6,12,6,12,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,8,4,8,12
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,8,0,8,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,29,43,29,43,72
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,27,11,27,38
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,15,11,15,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,9,1,9,10
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,19,6,19,6,25
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,4,2,4,6
HUARINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,4,1,4,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,4,5,4,9
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,4,0,4,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,3,2,3,5
ICLA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,13,4,13,17
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,7,14,7,14,21
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,5,0,5,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,9,11,9,20
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,16,11,16,27
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,3,2,3,5
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,8,5,8,5,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,71,28,71,28,99
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,171,15,171,15,186
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1031,28,1031,28,1059
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,2,0,2,2
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,2,1,2,3
LAJA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,20,5,20,5,25
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,3,2,3,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,26,55,26,55,81
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,9,9,9,18
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,3,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,6,5,6,5,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,9,3,9,12
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,13,2,13,2,15
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,23,5,23,5,28
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,0,9,0,9
MINEROS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,53,6,53,6,59
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,29,28,29,28,57
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,6,9,6,9,15
MOJINETE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,2,1,2,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,2,3,2,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,37,15,37,15,52
MONTERO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,223,1,223,1,224
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,2,3,2,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,27,0,27,27
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,3,3,3,6
OCURI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,16,9,16,25
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,28,9,28,9,37
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,7,2,7,9
ORURO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,466,16,466,16,482
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,14,8,14,8,22
PADILLA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,15,1,15,1,16
PAILON,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,36,57,36,57,93
PALCA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,27,14,27,14,41
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,32,5,32,5,37
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,15,2,15,2,17
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,6,3,6,3,9
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,50,18,50,18,68
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,6,3,6,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,8,3,8,3,11
POCOATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,18,4,18,22
POCONA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,13,13,13,13,26
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,7,1,7,8
POOPO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,7,2,7,9
PORCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,14,16,14,16,30
POROMA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,10,18,10,18,28
PORONGO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,22,5,22,27
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,49,2,49,2,51
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,5,1,5,6
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,1,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,420,17,420,17,437
PRESTO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,27,1,27,28
PUCARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,8,30,8,30,38
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,14,1,14,15
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,7,5,7,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,16,3,16,19
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,17,32,17,32,49
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,12,2,12,2,14
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,17,8,17,8,25
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,79,19,79,19,98
PUNA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,14,11,14,25
PUNATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,52,9,52,9,61
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,2,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,159,134,159,134,293
QUIME,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,13,0,13,13
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,19,11,19,11,30
REYES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,20,0,20,0,20
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,157,94,157,94,251
ROBORE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,34,4,34,38
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,12,19,12,19,31
SABAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,6,2,6,8
SACABA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,248,16,248,16,264
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,2,9,2,11
SACACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,29,15,29,15,44
SAIPINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,24,2,24,26
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,7,11,7,11,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,7,6,7,6,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,0,5,0,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,12,11,12,11,23
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,9,2,9,11
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,6,4,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,3,11,3,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,41,32,41,32,73
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,3,11,3,14
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,24,23,24,23,47
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,23,11,23,11,34
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,72,10,72,10,82
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,1,2,1,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,24,11,24,11,35
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,11,1,11,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,5,4,5,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,15,3,15,18
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,73,40,73,40,113
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,32,4,32,36
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,20,11,20,11,31
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,40,40,40,40,80
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,24,9,24,9,33
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,27,5,27,5,32
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,0,3,0,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,23,11,23,11,34
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,14,40,14,40,54
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,2,4,2,6
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,8,10,8,10,18
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,5,1,5,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,1,9,1,9,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,14,0,14,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,16,4,16,4,20
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,0,11,0,11
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2782,63,2782,63,2845
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,7,24,7,24,31
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,25,15,25,15,40
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,8,2,8,10
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,17,3,17,20
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,7,5,7,12
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,1,5,1,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,6,5,6,11
SENA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,1,5,1,6
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,51,2,51,2,53
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,11,4,11,4,15
SICAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,4,0,4,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,83,11,83,11,94
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,5,2,5,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,12,2,12,2,14
SORATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,13,11,13,11,24
SUCRE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,536,23,536,23,559
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,4,10,4,10,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,3,0,3,3
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,5,0,5,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,18,14,18,14,32
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,7,11,7,11,18
TARACO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,10,0,10,0,10
TARATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,14,5,14,5,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,359,32,359,32,391
TARVITA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,10,21,10,21,31
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,10,9,10,19
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,18,0,18,0,18
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,15,9,15,24
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,12,5,12,5,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,77,26,77,26,103
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,22,35,22,35,57
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,0,2,0,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,5,0,5,0,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,5,2,5,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,16,3,16,19
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,3,25,3,25,28
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,15,5,15,5,20
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,2,7,2,7,9
TRIGAL,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,0,7,0,7,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,171,12,171,12,183
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,77,18,77,18,95
UMALA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,9,13,9,13,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,34,5,34,5,39
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,15,17,15,17,32
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,16,0,16,0,16
UYUNI,vacunaciones en ninos de 12 a 23 meses,      anti amarilica,2014-07-01,48,9,48,9,57
