,group,variable,month,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,5,3,5,3,8
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,3,1,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,5,2,5,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,5,0,5,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,5,4,5,4,9
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,7,0,7,0,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
SABAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,9,8,9,8,17
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,2,2,2,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,10,0,10,0,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,4,0,4,0,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,13,3,13,3,16
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,18,59,18,59,77
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,102,43,102,43,145
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,4,1,4,1,5
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,11,4,11,4,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,3,0,3,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,10,0,10,0,10
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,2,1,2,3
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,1,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,1,1,1,2
VITICHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,3,0,3,0,3
YACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,12,0,12,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,7,0,7,0,7
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,2,0,2,2
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,11,1,11,1,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,4,0,4,0,4
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,11,1,11,12
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,6,0,6,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,4,0,4,0,4
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,5,1,5,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,18,2,18,20
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,6,0,6,6
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,51,0,51,0,51
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,15,2,15,2,17
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3,0,3
CURVA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,18,8,18,8,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3,0,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3,0,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,5,0,5,0,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,44,1,44,1,45
LAJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,5,0,5,5
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,5,0,5,0,5
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,4,0,4,0,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,3,0,3,3
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,4,0,4,4
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,1,2,1,3
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,41,0,41,0,41
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,16,0,16,0,16
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,2,0,2,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,7,0,7,7
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,3,2,3,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,14,0,14,0,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,2,2,2,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,2,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,6,4,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,2,1,2,3
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,1,1,1,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,2,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,15,2,15,2,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,110,19,110,19,129
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,1,2,1,3
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,7,0,7,0,7
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,13,0,13,0,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,2,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,2,2,2,4
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,3,0,3,0,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,4,0,4,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,9,2,9,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,1,0,1,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,10,2,10,2,12
UMALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,2,1,2,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,8,2,8,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2,0,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2,0,2
YACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-11-01,2,5,2,5,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,6,1,6,1,7
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,1,2,1,3
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,32,0,32,0,32
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,7,0,7,0,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,11,4,11,4,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,4,3,4,3,7
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,6,1,6,1,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,8,1,8,1,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,3,0,3,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,36,0,36,0,36
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,20,1,20,21
MALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,8,0,8,8
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,1,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,5,3,5,3,8
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,41,0,41,0,41
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,5,1,5,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,3,1,3,4
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,3,1,3,1,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,0,4,0,4,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,4,0,4,0,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,4,0,4,0,4
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,5,1,5,1,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,5,0,5,0,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-12-01,1,1,1,1,2
