,group,variable,month,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,7,0,7,0,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,22,5,22,5,27
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,4,3,4,3,7
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,0,2,0,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,8,1,8,1,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,3,0,3,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,38,0,38,0,38
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,4,0,4,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,20,0,20,20
LORETO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
MALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,8,0,8,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,5,3,5,3,8
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,4,0,4,0,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,5,1,5,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,3,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,1,3,1,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,4,0,4,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,11,0,11,0,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,4,0,4,0,4
SACACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,5,16,5,16,21
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,10,0,10,0,10
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,9,11,9,11,20
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,3,1,3,4
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,83,15,83,15,98
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,4,1,4,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,3,3,3,6
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,3,2,3,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,9,0,9,0,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,0,3,0,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,5,0,5,0,5
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,6,0,6,6
